task,send_time_s,latency_ms
ecgclass,0.0001,370.486
ecgclass,0.0494,398.463
ecgclass,0.0950,440.821
ecgclass,0.1427,479.394
ecgclass,0.1490,473.177
ecgclass,0.1502,514.806
ecgclass,0.1795,485.514
ecgclass,0.2083,501.474
ecgclass,0.2702,439.592
ecgclass,0.2715,482.763
ecgclass,0.2925,505.792
ecgclass,0.2938,504.516
ecgclass,0.3161,482.226
ecgclass,0.3503,492.281
ecgclass,0.3586,527.386
ecgclass,0.3828,503.258
ecgclass,0.3861,540.658
ecgclass,0.3873,539.396
ecgclass,0.3936,533.139
ecgclass,0.4125,556.720
ecgclass,0.4201,592.446
ecgclass,0.4456,566.892
ecgclass,0.4495,563.056
ecgclass,0.4867,571.107
ecgclass,0.5115,590.730
ecgclass,0.5238,578.490
ecgclass,0.5325,613.487
ecgclass,0.5414,647.962
ecgclass,0.5427,689.330
ecgclass,0.5470,685.045
ecgclass,0.5608,714.929
ecgclass,0.5684,751.936
ecgclass,0.5930,772.557
ecgclass,0.6074,801.628
ecgclass,0.6119,797.109
ecgclass,0.6217,831.762
ecgclass,0.6347,818.758
ecgclass,0.6410,855.119
ecgclass,0.6474,848.819
ecgclass,0.6650,874.362
ecgclass,0.6715,867.886
ecgclass,0.6976,886.343
ecgclass,0.7260,902.117
ecgclass,0.7480,923.452
ecgclass,0.7495,921.922
ecgclass,0.7719,943.377
ecgclass,0.7984,960.703
ecgclass,0.8210,938.130
ecgclass,0.8273,974.119
ecgclass,0.8336,967.829
ecgclass,0.8370,964.509
ecgclass,0.8437,1002.367
ecgclass,0.8438,1046.398
ecgclass,0.8471,1043.116
ecgclass,0.8737,1060.593
ecgclass,0.9532,1023.997
ecgclass,0.9647,1012.589
ecgclass,0.9703,1049.345
ecgclass,0.9786,1041.081
ecgclass,0.9859,1033.871
ecgclass,0.9881,1074.717
ecgclass,1.0104,1052.448
ecgclass,1.0377,1113.561
ecgclass,1.0680,1127.533
ecgclass,1.1737,1066.585
ecgclass,1.2158,1067.295
ecgclass,1.2485,1034.648
ecgclass,1.2699,1056.004
ecgclass,1.2813,1044.563
ecgclass,1.2826,1084.813
ecgclass,1.3019,1065.585
ecgclass,1.3145,1095.730
ecgclass,1.3439,1066.334
ecgclass,1.3843,1113.313
ecgclass,1.3916,1106.051
ecgclass,1.3928,1104.853
