task,send_time_s,latency_ms
gestureclass,0.0002,409.037
gestureclass,0.0116,397.670
gestureclass,0.0350,374.309
gestureclass,0.0493,398.963
gestureclass,0.0517,396.600
gestureclass,0.0518,440.293
gestureclass,0.0832,408.918
gestureclass,0.0855,406.627
gestureclass,0.0888,447.216
gestureclass,0.1073,428.727
gestureclass,0.1147,464.680
gestureclass,0.1269,452.417
gestureclass,0.1392,440.147
gestureclass,0.1405,481.450
gestureclass,0.1839,481.472
gestureclass,0.2657,444.147
gestureclass,0.2788,475.497
gestureclass,0.2872,467.113
gestureclass,0.3326,510.029
gestureclass,0.3440,498.643
gestureclass,0.3629,523.051
gestureclass,0.4039,564.856
gestureclass,0.4126,556.209
gestureclass,0.4520,605.838
gestureclass,0.4744,583.453
gestureclass,0.4953,606.633
gestureclass,0.5301,615.574
gestureclass,0.5302,615.533
gestureclass,0.5381,650.991
gestureclass,0.5426,646.478
gestureclass,0.5493,683.097
gestureclass,0.5575,718.466
gestureclass,0.5631,713.000
gestureclass,0.5747,745.982
gestureclass,0.5815,739.229
gestureclass,0.5928,773.126
gestureclass,0.6073,758.599
gestureclass,0.6117,797.718
gestureclass,0.6303,823.290
gestureclass,0.6547,841.214
gestureclass,0.6859,853.171
gestureclass,0.6903,893.692
gestureclass,0.7095,874.566
gestureclass,0.7373,890.748
gestureclass,0.7376,890.489
gestureclass,0.7496,921.593
gestureclass,0.7685,946.946
gestureclass,0.7743,941.159
gestureclass,0.8127,945.995
gestureclass,0.8370,1008.676
gestureclass,0.8413,1004.372
gestureclass,0.8534,1037.169
gestureclass,0.9202,1013.811
gestureclass,0.9369,997.130
gestureclass,0.9646,1012.404
gestureclass,1.0137,1049.156
gestureclass,1.0260,1080.148
gestureclass,1.0272,1078.891
gestureclass,1.0325,1073.691
gestureclass,1.0462,1104.862
gestureclass,1.0576,1093.493
gestureclass,1.0743,1121.507
gestureclass,1.1016,1094.232
gestureclass,1.1305,1109.400
gestureclass,1.1523,1087.686
gestureclass,1.2095,1074.032
gestureclass,1.2812,1044.258
gestureclass,1.3072,1059.923
gestureclass,1.3463,1063.535
gestureclass,1.3566,1096.951
gestureclass,1.3599,1093.731
gestureclass,1.3760,1077.584
gestureclass,1.4298,1112.154
gestureclass,1.4311,1110.878
gestureclass,1.4414,1144.515
gestureclass,1.4607,1125.153
gestureclass,1.4723,1156.630
gestureclass,1.4724,1156.589
gestureclass,1.5555,1116.543
gestureclass,1.5717,1186.702
gestureclass,1.5776,1225.310
gestureclass,1.5872,1215.790
gestureclass,1.5873,1259.688
gestureclass,1.6036,1243.481
gestureclass,1.6383,1252.629
gestureclass,1.6530,1281.431
gestureclass,1.6826,1294.686
gestureclass,1.6961,1281.173
gestureclass,1.7259,1294.400
gestureclass,1.7395,1325.469
gestureclass,1.7602,1392.108
gestureclass,1.7986,1353.790
gestureclass,1.8866,1309.088
gestureclass,1.8967,1342.115
gestureclass,1.9658,1314.813
gestureclass,1.9680,1312.561
gestureclass,1.9866,1337.018
gestureclass,2.0001,1323.557
gestureclass,2.0176,1350.750
gestureclass,2.0544,1358.919
gestureclass,2.0640,1349.337
gestureclass,2.1489,1393.845
gestureclass,2.1654,1377.328
gestureclass,2.1941,1393.381
gestureclass,2.2112,1420.557
gestureclass,2.2257,1406.132
gestureclass,2.2372,1439.032
gestureclass,2.2385,1437.850
gestureclass,2.3169,1532.817
gestureclass,2.3380,1511.699
gestureclass,2.3931,1499.617
gestureclass,2.4740,1464.066
gestureclass,2.5048,1478.051
gestureclass,2.5152,1510.946
gestureclass,2.5265,1499.600
gestureclass,2.5289,1497.255
gestureclass,2.5762,1493.324
gestureclass,2.6002,1469.316
gestureclass,2.6546,1499.779
gestureclass,2.7034,1494.747
gestureclass,2.7036,1494.539
gestureclass,2.7398,1502.912
gestureclass,2.7422,1544.579
gestureclass,2.7434,1543.348
gestureclass,2.7667,1564.754
gestureclass,2.7783,1596.791
gestureclass,2.8106,1607.756
gestureclass,2.8758,1587.273
gestureclass,2.8870,1576.056
gestureclass,2.9050,1602.316
gestureclass,2.9051,1602.261
gestureclass,2.9094,1597.957
gestureclass,2.9317,1619.788
gestureclass,2.9320,1619.599
gestureclass,2.9531,1643.286
gestureclass,2.9734,1623.026
gestureclass,2.9751,1664.550
gestureclass,3.0274,1655.715
gestureclass,3.0567,1626.449
gestureclass,3.1042,1668.369
gestureclass,3.1075,1665.096
gestureclass,3.1354,1724.051
gestureclass,3.1437,1715.816
gestureclass,3.2061,1696.583
gestureclass,3.2179,1728.153
gestureclass,3.2375,1752.637
gestureclass,3.2440,1746.195
gestureclass,3.2582,1777.660
gestureclass,3.2847,1794.834
gestureclass,3.3063,1773.287
gestureclass,3.3063,1816.272
gestureclass,3.3068,1815.801
gestureclass,3.3188,1846.263
gestureclass,3.3492,1858.218
gestureclass,3.3678,1839.663
gestureclass,3.3720,1881.127
gestureclass,3.4045,1848.570
gestureclass,3.4717,1869.359
gestureclass,3.4800,1861.080
gestureclass,3.4943,1846.820
gestureclass,3.5045,1880.265
gestureclass,3.5118,1873.008
gestureclass,3.5201,1907.450
gestureclass,3.5273,1900.233
gestureclass,3.5316,1895.995
gestureclass,3.5328,1937.756
gestureclass,3.5390,1931.564
gestureclass,3.5830,1930.338
gestureclass,3.5906,1966.462
gestureclass,3.5961,1960.968
gestureclass,3.6268,1975.583
gestureclass,3.6374,1965.046
gestureclass,3.6660,1980.832
gestureclass,3.6890,2001.391
gestureclass,3.7125,2020.766
gestureclass,3.7196,2056.990
gestureclass,3.7382,2038.380
gestureclass,3.7954,2026.295
gestureclass,3.8221,2044.680
gestureclass,3.8464,2063.409
gestureclass,3.8591,2050.703
gestureclass,3.8817,2072.718
gestureclass,3.8971,2142.979
gestureclass,3.9004,2139.743
gestureclass,3.9079,2132.263
gestureclass,3.9111,2173.273
gestureclass,3.9324,2152.032
gestureclass,3.9347,2149.815
gestureclass,3.9362,2192.730
gestureclass,3.9412,2232.142
gestureclass,3.9516,2221.738
gestureclass,3.9540,2262.703
gestureclass,3.9805,2236.207
gestureclass,3.9970,2262.877
gestureclass,4.0983,2203.888
gestureclass,4.1662,2221.661
gestureclass,4.1808,2251.580
gestureclass,4.1934,2283.116
gestureclass,4.1957,2280.874
gestureclass,4.2300,2290.437
gestureclass,4.2996,2263.845
gestureclass,4.3139,2292.005
gestureclass,4.3436,2262.259
gestureclass,4.3450,2304.010
gestureclass,4.4922,2246.543
gestureclass,4.4945,2288.283
gestureclass,4.5258,2300.176
gestureclass,4.5258,2300.177
gestureclass,4.5322,2293.872
gestureclass,4.5404,2329.078
gestureclass,4.5617,2307.825
gestureclass,4.5629,2306.577
gestureclass,4.5732,2339.205
gestureclass,4.5765,2335.944
gestureclass,4.5797,2332.715
