req_id,req_time,site_manager,device,backbone,task,site_manager_send_time,client_infer_submit_time,device_start_time,device_end_time,client_receive_time,client_prep_time(ms),client_submit_to_backend_start(ms),backend_exec_time(ms),backend_to_client_return(ms),end_to_end_latency(ms),proc_time(ms),swap_time(ms),decoder_time(ms)
0,0.0,site2,192.168.245.195:8000,papageissvri,diasbp,1776730440.4402719,1776730440.4402776,1776730440.444508,1776730440.4739776,1776730440.4751847,0.0057220458984375,2.4819374084472656,29.46949005126953,2.9556751251220703,34.912824630737305,27.686385,0.002904,0.9923829999999999
1,0.0,site2,192.168.245.195:8010,papageissvri,etth1fore,1776730440.4404778,1776730440.440483,1776730440.4446568,1776730440.475735,1776730440.4769614,0.005245208740234375,2.435445785522461,31.078100204467773,2.9647350311279297,36.4835262298584,29.564338,0.0026869999999999997,0.68116
3,0.0,site2,192.168.245.193:8000,momentbase,heartrate,1776730440.4412189,1776730440.4412231,1776730440.4451036,1776730440.4877439,1776730440.4896715,0.004291534423828125,2.983689308166504,42.64020919799805,2.82442569732666,48.45261573791504,40.83064,0.00256,0.9636129999999999
6,0.0,site2,192.168.245.193:8010,momentbase,sysbp,1776730440.4424207,1776730440.4424245,1776730440.4480684,1776730440.4946907,1776730440.4966547,0.003814697265625,4.619359970092773,46.622276306152344,2.988576889038086,54.23402786254883,44.533366,0.003529,1.060437
5,0.0,site2,192.168.245.191:8000,dinosmall,nyudepth,1776730440.441894,1776730440.4418979,1776730440.4625065,1776730440.4918866,1776730440.507722,0.003814697265625,12.000799179077148,29.380083084106445,24.44314956665039,65.82784652709961,27.345691,0.003123,1.2177010000000001
7,0.0,site2,192.168.245.191:8010,dinosmall,vocseg,1776730440.4425693,1776730440.4425728,1776730440.4671283,1776730440.4966674,1776730440.520386,0.0035762786865234375,15.811920166015625,29.539108276367188,32.462120056152344,77.81672477722168,27.439615,0.0031360000000000003,1.2792750000000002
2,0.0,site2,192.168.245.194:8010,swinsmall,eurosatclass,1776730440.44065,1776730440.4406538,1776730440.4584036,1776730440.514743,1776730440.5259535,0.003814697265625,9.662628173828125,56.33950233459473,19.29759979248047,85.30354499816895,54.951927,0.0040160000000000005,0.825507
4,0.0,site2,192.168.245.194:8000,swinsmall,imgclass10,1776730440.4413817,1776730440.4413857,1776730440.4622154,1776730440.526158,1776730440.5273209,0.0040531158447265625,12.702226638793945,63.942670822143555,9.290218353271484,85.93916893005371,62.931522,0.002198,0.457126
8,0.06327305120725943,site2,192.168.245.191:8000,dinosmall,nyudepth,1776730440.523998,1776730440.524006,1776730440.5326703,1776730440.5606844,1776730440.5782514,0.007867813110351562,0.05650520324707031,28.014183044433594,26.17478370666504,54.253339767456055,26.093053,0.00329,1.091253
9,0.10690838771807691,site2,192.168.245.194:8010,swinsmall,eurosatclass,1776730440.5448885,1776730440.5448945,1776730440.552705,1776730440.5980542,1776730440.5992253,0.0059604644775390625,-0.2765655517578125,45.34912109375,9.258270263671875,54.3367862701416,44.608939,0.001278,0.363803
