task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms
ecgclass,no_sharing,975,97.5,23.226,22.636,35.709,40.919
gestureclass,no_sharing,993,99.3,23.434,22.792,36.507,41.632
