task,tpc_count,concurrency,send_elapsed_sec,complete_elapsed_sec,latency_ms,total_response_time_ms,server_exec_ms,server_proc_ms,server_swap_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms,server_start_ns,worker_id
ecgclass,7,1,0.0,0.3254,325.3975,325.3975,321.1786,311.4257,0.0034,3.4194,4.2189,1775515895697404403,0
ecgclass,7,1,0.3255,0.3715,46.0715,46.0715,40.9864,39.1138,0.0025,4.6439,5.0852,1775515896024037215,0
ecgclass,7,1,0.3715,0.4143,42.7649,42.7649,39.5473,38.4865,0.0022,2.7559,3.2176,1775515896068243910,0
ecgclass,7,1,0.4143,0.4597,45.3932,45.3932,39.4957,38.3813,0.0019,5.5478,5.8975,1775515896113808063,0
ecgclass,7,1,0.4597,0.5044,44.6491,44.6491,39.3485,38.367,0.0016,4.9243,5.3006,1775515896158583472,0
ecgclass,7,1,0.5044,0.5496,45.2223,45.2223,40.0147,38.4832,0.0016,4.8623,5.2076,1775515896203176244,0
ecgclass,7,1,0.5496,0.5956,45.9957,45.9957,39.4904,38.4671,0.0015,6.0496,6.5053,1775515896249591864,0
ecgclass,7,1,0.5956,0.6378,42.1524,42.1524,39.3903,38.3571,0.0014,2.3284,2.7621,1775515896291872736,0
ecgclass,7,1,0.6378,0.6824,44.59,44.59,39.513,38.4255,0.002,4.6232,5.077,1775515896336347223,0
ecgclass,7,1,0.6824,0.7277,45.2909,45.2909,40.0395,38.5277,0.0032,4.6477,5.2514,1775515896380970105,0
ecgclass,7,1,0.7277,0.7726,44.9305,44.9305,39.5616,38.517,0.0021,4.9114,5.3688,1775515896426534599,0
ecgclass,7,1,0.7726,0.8204,47.7841,47.7841,39.5003,38.4757,0.0022,7.8492,8.2838,1775515896474411351,0
ecgclass,7,1,0.8204,0.8665,46.1044,46.1044,39.7771,38.6763,0.0023,5.9652,6.3273,1775515896520320509,0
ecgclass,7,1,0.8665,0.9112,44.7121,44.7121,39.4765,38.4624,0.0015,4.8168,5.2356,1775515896565283476,0
ecgclass,7,1,0.9112,0.9594,48.1052,48.1052,40.5929,39.0349,0.0045,6.8278,7.5123,1775515896612013500,0
ecgclass,7,1,0.9594,1.0041,44.7812,44.7812,39.7708,38.7059,0.0019,4.544,5.0104,1775515896657844214,0
ecgclass,7,1,1.0042,1.0491,44.9181,44.9181,39.6811,38.387,0.0041,4.5846,5.2369,1775515896702675986,0
ecgclass,7,1,1.0491,1.0953,46.1802,46.1802,40.1354,38.9957,0.0019,5.5978,6.0448,1775515896748616935,0
ecgclass,7,1,1.0953,1.1403,45.0664,45.0664,39.4932,38.4795,0.0022,5.1451,5.5732,1775515896794352666,0
ecgclass,7,1,1.1403,1.1855,45.1567,45.1567,39.3757,38.3527,0.0017,5.3875,5.781,1775515896839670688,0
ecgclass,7,1,1.1855,1.2316,46.0789,46.0789,39.6501,38.5032,0.0025,5.929,6.4288,1775515896885377358,0
ecgclass,7,1,1.2316,1.2769,45.3277,45.3277,39.4943,38.4568,0.0026,5.4367,5.8333,1775515896930971332,0
ecgclass,7,1,1.2769,1.3226,45.6312,45.6312,39.4189,38.3842,0.0024,5.8124,6.2122,1775515896976681652,0
ecgclass,7,1,1.3226,1.3689,46.3762,46.3762,39.8831,38.7028,0.0015,5.9321,6.4931,1775515897022438683,0
ecgclass,7,1,1.3689,1.4154,46.4787,46.4787,39.759,38.686,0.0016,6.2873,6.7197,1775515897069177297,0
ecgclass,7,1,1.4154,1.4602,44.7702,44.7702,39.3905,38.3988,0.0014,4.9217,5.3797,1775515897114298491,0
ecgclass,7,1,1.4602,1.5075,47.2426,47.2426,39.8416,38.4848,0.0015,7.0264,7.401,1775515897161179701,0
ecgclass,7,1,1.5075,1.5557,48.2733,48.2733,39.4413,38.3741,0.0015,8.4336,8.832,1775515897209835756,0
ecgclass,7,1,1.5557,1.6004,44.6513,44.6513,39.3546,38.3498,0.0012,4.9319,5.2967,1775515897254614196,0
ecgclass,7,1,1.6004,1.6451,44.735,44.735,39.3656,38.4026,0.0013,4.9808,5.3693,1775515897299320582,0
ecgclass,7,1,1.6451,1.6896,44.4131,44.4131,39.3517,38.3563,0.0013,4.6797,5.0613,1775515897343760327,0
ecgclass,7,1,1.6896,1.7355,45.9676,45.9676,39.6215,38.4636,0.0027,5.8379,6.3461,1775515897389338301,0
ecgclass,7,1,1.7355,1.7805,44.9798,44.9798,39.6621,38.5448,0.004,4.7939,5.3178,1775515897434269297,0
ecgclass,7,1,1.7805,1.8301,49.5601,49.5601,39.5994,38.4551,0.0017,9.4864,9.9607,1775515897483950817,0
ecgclass,7,1,1.8301,1.8746,44.4853,44.4853,39.4301,38.4111,0.0016,4.6144,5.0552,1775515897528648703,0
ecgclass,7,1,1.8746,1.9205,45.8777,45.8777,39.4356,38.3842,0.0021,5.9626,6.4421,1775515897574490888,0
ecgclass,7,1,1.9205,1.9658,45.2852,45.2852,39.403,38.3603,0.002,5.4705,5.8823,1775515897619885154,0
ecgclass,7,1,1.9658,2.0157,49.8698,49.8698,39.774,38.8066,0.0016,9.7232,10.0958,1775515897669449438,0
ecgclass,7,1,2.0157,2.0603,44.6393,44.6393,39.4424,38.4509,0.0017,4.7884,5.197,1775515897714391845,0
ecgclass,7,1,2.0603,2.1073,46.9434,46.9434,39.5506,38.5394,0.0016,6.9885,7.3928,1775515897761238263,0
ecgclass,7,1,2.1073,2.1526,45.3446,45.3446,39.3406,38.3697,0.0016,5.5888,6.004,1775515897806789096,0
ecgclass,7,1,2.1526,2.1986,45.9704,45.9704,39.655,38.4968,0.0022,5.7542,6.3154,1775515897852306377,0
ecgclass,7,1,2.1986,2.2437,45.1496,45.1496,39.9254,38.6961,0.0028,4.6132,5.2241,1775515897897144829,0
ecgclass,7,1,2.2438,2.2904,46.695,46.695,40.0573,38.6131,0.004,5.9791,6.6376,1775515897943670614,0
ecgclass,7,1,2.2905,2.3362,45.6975,45.6975,39.7258,38.6276,0.0023,5.4824,5.9717,1775515897989879454,0
