regime,trial,seed,prefix_n,condition,placed_count,all_placed,first_failure_n,error
low,0,12345,62,no_sharing,62,True,,
low,0,12345,63,fmaas,63,True,,
low,0,12345,63,no_sharing,63,True,,
low,0,12345,64,fmaas,64,True,,
low,0,12345,64,no_sharing,64,True,,
low,0,12345,65,fmaas,65,True,,
low,0,12345,65,no_sharing,65,True,,
low,0,12345,66,fmaas,66,True,,
low,0,12345,66,no_sharing,66,True,,
low,0,12345,67,fmaas,67,True,,
low,0,12345,67,no_sharing,67,True,,
low,0,12345,68,fmaas,68,True,,
low,0,12345,68,no_sharing,68,True,,
low,0,12345,69,fmaas,69,True,,
low,0,12345,69,no_sharing,69,True,,
low,0,12345,70,fmaas,70,True,,
low,0,12345,70,no_sharing,70,True,,
low,0,12345,71,fmaas,71,True,,
low,0,12345,71,no_sharing,71,True,,
low,0,12345,72,fmaas,72,True,,
low,0,12345,72,no_sharing,72,True,,
low,0,12345,73,fmaas,73,True,,
low,0,12345,73,no_sharing,73,True,,
low,0,12345,74,fmaas,74,True,,
low,0,12345,74,no_sharing,74,True,,
low,0,12345,75,fmaas,75,True,,
low,0,12345,75,no_sharing,75,True,,
low,0,12345,76,fmaas,76,True,,
low,0,12345,76,no_sharing,76,True,,
low,0,12345,77,fmaas,77,True,,
low,0,12345,77,no_sharing,77,True,,
low,0,12345,78,fmaas,78,True,,
low,0,12345,78,no_sharing,78,True,,
low,0,12345,79,fmaas,79,True,,
low,0,12345,79,no_sharing,79,True,,
low,0,12345,80,fmaas,80,True,,
low,0,12345,80,no_sharing,80,True,,
low,0,12345,81,fmaas,81,True,,
low,0,12345,81,no_sharing,81,True,,
low,0,12345,82,fmaas,82,True,,
low,0,12345,82,no_sharing,82,True,,
low,0,12345,83,fmaas,83,True,,
low,0,12345,83,no_sharing,83,True,,
low,0,12345,84,fmaas,84,True,,
low,0,12345,84,no_sharing,84,True,,
low,0,12345,85,fmaas,85,True,,
low,0,12345,85,no_sharing,85,True,,
low,0,12345,86,fmaas,86,True,,
low,0,12345,86,no_sharing,86,True,,
low,0,12345,87,fmaas,87,True,,
low,0,12345,87,no_sharing,87,True,,
low,0,12345,88,fmaas,88,True,,
low,0,12345,88,no_sharing,88,True,,
low,0,12345,89,fmaas,89,True,,
low,0,12345,89,no_sharing,89,True,,
low,0,12345,90,fmaas,90,True,,
low,0,12345,90,no_sharing,90,True,,
low,0,12345,91,fmaas,91,True,,
low,0,12345,91,no_sharing,91,True,,
low,0,12345,92,fmaas,92,True,,
low,0,12345,92,no_sharing,92,True,,
low,0,12345,93,fmaas,93,True,,
low,0,12345,93,no_sharing,93,True,,
low,0,12345,94,fmaas,94,True,,
low,0,12345,94,no_sharing,94,True,,
low,0,12345,95,fmaas,95,True,,
low,0,12345,95,no_sharing,95,True,,
low,0,12345,96,fmaas,96,True,,
low,0,12345,96,no_sharing,96,True,,
low,0,12345,97,fmaas,97,True,,
low,0,12345,97,no_sharing,97,True,,
low,0,12345,98,fmaas,98,True,,
low,0,12345,98,no_sharing,98,True,,
low,0,12345,99,fmaas,99,True,,
low,0,12345,99,no_sharing,99,True,,
low,0,12345,100,fmaas,100,True,,
low,0,12345,100,no_sharing,100,True,,
low,0,12345,101,fmaas,101,True,,
low,0,12345,101,no_sharing,101,True,,
low,0,12345,102,fmaas,102,True,,
low,0,12345,102,no_sharing,102,True,,
low,0,12345,103,fmaas,103,True,,
low,0,12345,103,no_sharing,103,True,,
low,0,12345,104,fmaas,104,True,,
low,0,12345,104,no_sharing,104,True,,
low,0,12345,105,fmaas,105,True,,
low,0,12345,105,no_sharing,105,True,,
low,0,12345,106,fmaas,106,True,,
low,0,12345,106,no_sharing,106,True,,
low,0,12345,107,fmaas,107,True,,
low,0,12345,107,no_sharing,107,True,,
low,0,12345,108,fmaas,108,True,,
low,0,12345,108,no_sharing,108,True,,
low,0,12345,109,fmaas,109,True,,
low,0,12345,109,no_sharing,109,True,,
low,0,12345,110,fmaas,110,True,,
low,0,12345,110,no_sharing,110,True,,
low,0,12345,111,fmaas,111,True,,
low,0,12345,111,no_sharing,111,True,,
low,0,12345,112,fmaas,112,True,,
low,0,12345,112,no_sharing,112,True,,
low,0,12345,113,fmaas,113,True,,
low,0,12345,113,no_sharing,113,True,,
low,0,12345,114,fmaas,114,True,,
low,0,12345,114,no_sharing,114,True,,
low,0,12345,115,fmaas,115,True,,
low,0,12345,115,no_sharing,115,True,,
low,0,12345,116,fmaas,116,True,,
low,0,12345,116,no_sharing,116,True,,
low,0,12345,117,fmaas,117,True,,
low,0,12345,117,no_sharing,117,True,,
low,0,12345,118,fmaas,118,True,,
low,0,12345,118,no_sharing,118,True,,
low,0,12345,119,fmaas,119,True,,
low,0,12345,119,no_sharing,119,True,,
low,0,12345,120,fmaas,120,True,,
low,0,12345,120,no_sharing,120,True,,
low,0,12345,121,fmaas,121,True,,
low,0,12345,121,no_sharing,121,True,,
low,0,12345,122,fmaas,122,True,,
low,0,12345,122,no_sharing,122,True,,
low,0,12345,123,fmaas,123,True,,
low,0,12345,123,no_sharing,123,True,,
low,0,12345,124,fmaas,124,True,,
low,0,12345,124,no_sharing,124,True,,
low,0,12345,125,fmaas,125,True,,
low,0,12345,125,no_sharing,125,True,,
low,0,12345,126,fmaas,126,True,,
low,0,12345,126,no_sharing,126,True,,
low,0,12345,127,fmaas,127,True,,
low,0,12345,127,no_sharing,127,True,,
low,0,12345,128,fmaas,128,True,,
low,0,12345,128,no_sharing,128,True,,
low,0,12345,129,fmaas,129,True,,
low,0,12345,129,no_sharing,129,True,,
low,0,12345,130,fmaas,130,True,,
low,0,12345,130,no_sharing,130,True,,
low,0,12345,131,fmaas,131,True,,
low,0,12345,131,no_sharing,131,True,,
low,0,12345,132,fmaas,132,True,,
low,0,12345,132,no_sharing,132,True,,
low,0,12345,133,fmaas,133,True,,
low,0,12345,133,no_sharing,133,True,,
low,0,12345,134,fmaas,134,True,,
low,0,12345,134,no_sharing,134,True,,
low,0,12345,135,fmaas,135,True,,
low,0,12345,135,no_sharing,135,True,,
low,0,12345,136,fmaas,136,True,,
low,0,12345,136,no_sharing,136,True,,
low,0,12345,137,fmaas,137,True,,
low,0,12345,137,no_sharing,137,True,,
low,0,12345,138,fmaas,138,True,,
low,0,12345,138,no_sharing,138,True,,
low,0,12345,139,fmaas,139,True,,
low,0,12345,139,no_sharing,139,True,,
low,0,12345,140,fmaas,140,True,,
low,0,12345,140,no_sharing,140,True,,
low,0,12345,141,fmaas,141,True,,
low,0,12345,141,no_sharing,141,True,,
low,0,12345,142,fmaas,142,True,,
low,0,12345,142,no_sharing,142,True,,
low,0,12345,143,fmaas,143,True,,
low,0,12345,143,no_sharing,143,True,,
low,0,12345,144,fmaas,144,True,,
low,0,12345,144,no_sharing,144,True,,
low,0,12345,145,fmaas,145,True,,
low,0,12345,145,no_sharing,145,True,,
low,0,12345,146,fmaas,146,True,,
low,0,12345,146,no_sharing,146,True,,
low,0,12345,147,fmaas,147,True,,
low,0,12345,147,no_sharing,147,True,,
low,0,12345,148,fmaas,148,True,,
low,0,12345,148,no_sharing,148,True,,
low,0,12345,149,fmaas,149,True,,
low,0,12345,149,no_sharing,149,True,,
low,0,12345,150,fmaas,150,True,,
low,0,12345,150,no_sharing,150,True,,
low,0,12345,151,fmaas,151,True,,
low,0,12345,151,no_sharing,151,True,,
low,0,12345,152,fmaas,152,True,,
low,0,12345,152,no_sharing,152,True,,
low,0,12345,153,fmaas,153,True,,
low,0,12345,153,no_sharing,153,True,,
low,0,12345,154,fmaas,154,True,,
low,0,12345,154,no_sharing,154,True,,
low,0,12345,155,fmaas,155,True,,
low,0,12345,155,no_sharing,155,True,,
low,0,12345,156,fmaas,156,True,,
low,0,12345,156,no_sharing,156,True,,
low,0,12345,157,fmaas,157,True,,
low,0,12345,157,no_sharing,157,True,,
low,0,12345,158,fmaas,158,True,,
low,0,12345,158,no_sharing,158,True,,
low,0,12345,159,fmaas,159,True,,
low,0,12345,159,no_sharing,159,True,,
low,0,12345,160,fmaas,160,True,,
low,0,12345,160,no_sharing,160,True,,
low,0,12345,161,fmaas,161,True,,
low,0,12345,161,no_sharing,161,True,,
low,0,12345,162,fmaas,162,True,,
low,0,12345,162,no_sharing,162,True,,
low,0,12345,163,fmaas,163,True,,
low,0,12345,163,no_sharing,163,True,,
low,0,12345,164,fmaas,164,True,,
low,0,12345,164,no_sharing,164,True,,
low,0,12345,165,fmaas,165,True,,
low,0,12345,165,no_sharing,165,True,,
low,0,12345,166,fmaas,166,True,,
low,0,12345,166,no_sharing,166,True,,
low,0,12345,167,fmaas,167,True,,
low,0,12345,167,no_sharing,167,True,,
low,0,12345,168,fmaas,168,True,,
low,0,12345,168,no_sharing,168,True,,
low,0,12345,169,fmaas,169,True,,
low,0,12345,169,no_sharing,169,True,,
low,0,12345,170,fmaas,170,True,,
low,0,12345,170,no_sharing,170,True,,
low,0,12345,171,fmaas,171,True,,
low,0,12345,171,no_sharing,171,True,,
low,0,12345,172,fmaas,172,True,,
low,0,12345,172,no_sharing,172,True,,
low,0,12345,173,fmaas,173,True,,
low,0,12345,173,no_sharing,173,True,,
low,0,12345,174,fmaas,174,True,,
low,0,12345,174,no_sharing,174,True,,
low,0,12345,175,fmaas,175,True,,
low,0,12345,175,no_sharing,175,True,,
low,0,12345,176,fmaas,176,True,,
low,0,12345,176,no_sharing,176,True,,
low,0,12345,177,fmaas,177,True,,
low,0,12345,177,no_sharing,177,True,,
low,0,12345,178,fmaas,178,True,,
low,0,12345,178,no_sharing,178,True,,
low,0,12345,179,fmaas,179,True,,
low,0,12345,179,no_sharing,179,True,,
low,0,12345,180,fmaas,180,True,,
low,0,12345,180,no_sharing,180,True,,
low,0,12345,181,fmaas,181,True,,
low,0,12345,181,no_sharing,181,True,,
low,0,12345,182,fmaas,182,True,,
low,0,12345,182,no_sharing,182,True,,
low,0,12345,183,fmaas,183,True,,
low,0,12345,183,no_sharing,183,True,,
low,0,12345,184,fmaas,184,True,,
low,0,12345,184,no_sharing,184,True,,
low,0,12345,185,fmaas,185,True,,
low,0,12345,185,no_sharing,185,True,,
low,0,12345,186,fmaas,186,True,,
low,0,12345,186,no_sharing,186,True,,
low,0,12345,187,fmaas,187,True,,
low,0,12345,187,no_sharing,187,True,,
low,0,12345,188,fmaas,188,True,,
low,0,12345,188,no_sharing,188,True,,
low,0,12345,189,fmaas,189,True,,
low,0,12345,189,no_sharing,189,True,,
low,0,12345,190,fmaas,190,True,,
low,0,12345,190,no_sharing,190,True,,
low,0,12345,191,fmaas,191,True,,
low,0,12345,191,no_sharing,191,True,,
low,0,12345,192,fmaas,192,True,,
low,0,12345,192,no_sharing,192,True,,
low,0,12345,193,fmaas,193,True,,
low,0,12345,193,no_sharing,193,True,,
low,0,12345,194,fmaas,194,True,,
low,0,12345,194,no_sharing,194,True,,
low,0,12345,195,fmaas,195,True,,
low,0,12345,195,no_sharing,195,True,,
low,0,12345,196,fmaas,196,True,,
low,0,12345,196,no_sharing,196,True,,
low,0,12345,197,fmaas,197,True,,
low,0,12345,197,no_sharing,197,True,,
low,0,12345,198,fmaas,198,True,,
low,0,12345,198,no_sharing,198,True,,
low,0,12345,199,fmaas,199,True,,
low,0,12345,199,no_sharing,199,True,,
low,0,12345,200,fmaas,200,True,,
low,0,12345,200,no_sharing,200,True,,
low,0,12345,201,fmaas,201,True,,
low,0,12345,201,no_sharing,201,True,,
low,0,12345,202,fmaas,202,True,,
low,0,12345,202,no_sharing,202,True,,
low,0,12345,203,fmaas,203,True,,
low,0,12345,203,no_sharing,203,True,,
low,0,12345,204,fmaas,204,True,,
low,0,12345,204,no_sharing,204,True,,
low,0,12345,205,fmaas,205,True,,
low,0,12345,205,no_sharing,205,True,,
low,0,12345,206,fmaas,206,True,,
low,0,12345,206,no_sharing,206,True,,
low,0,12345,207,fmaas,207,True,,
low,0,12345,207,no_sharing,207,True,,
low,0,12345,208,fmaas,208,True,,
low,0,12345,208,no_sharing,208,True,,
low,0,12345,209,fmaas,209,True,,
low,0,12345,209,no_sharing,209,True,,
low,0,12345,210,fmaas,210,True,,
low,0,12345,210,no_sharing,210,True,,
low,0,12345,211,fmaas,211,True,,
low,0,12345,211,no_sharing,211,True,,
low,0,12345,212,fmaas,212,True,,
low,0,12345,212,no_sharing,212,True,,
low,0,12345,213,fmaas,213,True,,
low,0,12345,213,no_sharing,213,True,,
low,0,12345,214,fmaas,214,True,,
low,0,12345,214,no_sharing,214,True,,
low,0,12345,215,fmaas,215,True,,
low,0,12345,215,no_sharing,215,True,,
low,0,12345,216,fmaas,216,True,,
low,0,12345,216,no_sharing,216,True,,
low,0,12345,217,fmaas,217,True,,
low,0,12345,217,no_sharing,217,True,,
low,0,12345,218,fmaas,218,True,,
low,0,12345,218,no_sharing,218,True,,
low,0,12345,219,fmaas,219,True,,
low,0,12345,219,no_sharing,219,True,,
low,0,12345,220,fmaas,220,True,,
low,0,12345,220,no_sharing,220,True,,
low,0,12345,221,fmaas,221,True,,
low,0,12345,221,no_sharing,221,True,,
low,0,12345,222,fmaas,222,True,,
low,0,12345,222,no_sharing,222,True,,
low,0,12345,223,fmaas,223,True,,
low,0,12345,223,no_sharing,223,True,,
low,0,12345,224,fmaas,224,True,,
low,0,12345,224,no_sharing,224,True,,
low,0,12345,225,fmaas,225,True,,
low,0,12345,225,no_sharing,225,True,,
low,0,12345,226,fmaas,226,True,,
low,0,12345,226,no_sharing,226,True,,
low,0,12345,227,fmaas,227,True,,
low,0,12345,227,no_sharing,227,True,,
low,0,12345,228,fmaas,228,True,,
low,0,12345,228,no_sharing,228,True,,
low,0,12345,229,fmaas,229,True,,
low,0,12345,229,no_sharing,229,True,,
low,0,12345,230,fmaas,230,True,,
low,0,12345,230,no_sharing,230,True,,
low,0,12345,231,fmaas,231,True,,
low,0,12345,231,no_sharing,231,True,,
low,0,12345,232,fmaas,232,True,,
low,0,12345,232,no_sharing,232,True,,
low,0,12345,233,fmaas,233,True,,
low,0,12345,233,no_sharing,233,True,,
low,0,12345,234,fmaas,234,True,,
low,0,12345,234,no_sharing,234,True,,
low,0,12345,235,fmaas,235,True,,
low,0,12345,235,no_sharing,235,True,,
low,0,12345,236,fmaas,236,True,,
low,0,12345,236,no_sharing,236,True,,
low,0,12345,237,fmaas,237,True,,
low,0,12345,237,no_sharing,237,True,,
low,0,12345,238,fmaas,238,True,,
low,0,12345,238,no_sharing,238,True,,
low,0,12345,239,fmaas,239,True,,
low,0,12345,239,no_sharing,239,True,,
low,0,12345,240,fmaas,240,True,,
low,0,12345,240,no_sharing,240,True,,
low,0,12345,241,fmaas,241,True,,
low,0,12345,241,no_sharing,241,True,,
low,0,12345,242,fmaas,242,True,,
low,0,12345,242,no_sharing,242,True,,
low,0,12345,243,fmaas,243,True,,
low,0,12345,243,no_sharing,243,True,,
low,0,12345,244,fmaas,244,True,,
low,0,12345,244,no_sharing,244,True,,
low,0,12345,245,fmaas,245,True,,
low,0,12345,245,no_sharing,245,True,,
low,0,12345,246,fmaas,246,True,,
low,0,12345,246,no_sharing,246,True,,
low,0,12345,247,fmaas,247,True,,
low,0,12345,247,no_sharing,247,True,,
low,0,12345,248,fmaas,248,True,,
low,0,12345,248,no_sharing,248,True,,
low,0,12345,249,fmaas,249,True,,
low,0,12345,249,no_sharing,249,True,,
low,0,12345,250,fmaas,250,True,,
low,0,12345,250,no_sharing,250,True,,
low,0,12345,251,fmaas,251,True,,
low,0,12345,251,no_sharing,251,True,,
low,0,12345,252,fmaas,252,True,,
low,0,12345,252,no_sharing,252,True,,
low,0,12345,253,fmaas,253,True,,
low,0,12345,253,no_sharing,253,True,,
low,0,12345,254,fmaas,254,True,,
low,0,12345,254,no_sharing,254,True,,
low,0,12345,255,fmaas,255,True,,
low,0,12345,255,no_sharing,255,True,,
low,0,12345,256,fmaas,256,True,,
low,0,12345,256,no_sharing,256,True,,
low,0,12345,257,fmaas,257,True,,
low,0,12345,257,no_sharing,257,True,,
low,0,12345,258,fmaas,258,True,,
low,0,12345,258,no_sharing,258,True,,
low,0,12345,259,fmaas,259,True,,
low,0,12345,259,no_sharing,259,True,,
low,0,12345,260,fmaas,260,True,,
low,0,12345,260,no_sharing,260,True,,
low,0,12345,261,fmaas,261,True,,
low,0,12345,261,no_sharing,261,True,,
low,0,12345,262,fmaas,262,True,,
low,0,12345,262,no_sharing,262,True,,
low,0,12345,263,fmaas,263,True,,
low,0,12345,263,no_sharing,263,True,,
low,0,12345,264,fmaas,264,True,,
low,0,12345,264,no_sharing,264,True,,
low,0,12345,265,fmaas,265,True,,
low,0,12345,265,no_sharing,265,True,,
low,0,12345,266,fmaas,266,True,,
low,0,12345,266,no_sharing,266,True,,
low,0,12345,267,fmaas,267,True,,
low,0,12345,267,no_sharing,267,True,,
low,0,12345,268,fmaas,268,True,,
low,0,12345,268,no_sharing,268,True,,
low,0,12345,269,fmaas,269,True,,
low,0,12345,269,no_sharing,269,True,,
low,0,12345,270,fmaas,270,True,,
low,0,12345,270,no_sharing,270,True,,
low,0,12345,271,fmaas,271,True,,
low,0,12345,271,no_sharing,271,True,,
low,0,12345,272,fmaas,272,True,,
low,0,12345,272,no_sharing,272,True,,
low,0,12345,273,fmaas,273,True,,
low,0,12345,273,no_sharing,273,True,,
low,0,12345,274,fmaas,274,True,,
low,0,12345,274,no_sharing,274,True,,
low,0,12345,275,fmaas,275,True,,
low,0,12345,275,no_sharing,275,True,,
low,0,12345,276,fmaas,276,True,,
low,0,12345,276,no_sharing,276,True,,
low,0,12345,277,fmaas,277,True,,
low,0,12345,277,no_sharing,277,True,,
low,0,12345,278,fmaas,278,True,,
low,0,12345,278,no_sharing,278,True,,
low,0,12345,279,fmaas,279,True,,
low,0,12345,279,no_sharing,279,True,,
low,0,12345,280,fmaas,280,True,,
low,0,12345,280,no_sharing,280,True,,
low,0,12345,281,fmaas,281,True,,
low,0,12345,281,no_sharing,281,True,,
low,0,12345,282,fmaas,282,True,,
low,0,12345,282,no_sharing,282,True,,
low,0,12345,283,fmaas,283,True,,
low,0,12345,283,no_sharing,283,True,,
low,0,12345,284,fmaas,284,True,,
low,0,12345,284,no_sharing,284,True,,
low,0,12345,285,fmaas,285,True,,
low,0,12345,285,no_sharing,285,True,,
low,0,12345,286,fmaas,286,True,,
low,0,12345,286,no_sharing,286,True,,
low,0,12345,287,fmaas,287,True,,
low,0,12345,287,no_sharing,287,True,,
low,0,12345,288,fmaas,288,True,,
low,0,12345,288,no_sharing,288,True,,
low,0,12345,289,fmaas,289,True,,
low,0,12345,289,no_sharing,289,True,,
low,0,12345,290,fmaas,290,True,,
low,0,12345,290,no_sharing,290,True,,
low,0,12345,291,fmaas,291,True,,
low,0,12345,291,no_sharing,291,True,,
low,0,12345,292,fmaas,292,True,,
low,0,12345,292,no_sharing,292,True,,
low,0,12345,293,fmaas,293,True,,
low,0,12345,293,no_sharing,293,True,,
low,0,12345,294,fmaas,294,True,,
low,0,12345,294,no_sharing,294,True,,
low,0,12345,295,fmaas,295,True,,
low,0,12345,295,no_sharing,295,True,,
low,0,12345,296,fmaas,296,True,,
low,0,12345,296,no_sharing,296,True,,
low,0,12345,297,fmaas,297,True,,
low,0,12345,297,no_sharing,297,True,,
low,0,12345,298,fmaas,298,True,,
low,0,12345,298,no_sharing,298,True,,
low,0,12345,299,fmaas,299,True,,
low,0,12345,299,no_sharing,299,True,,
low,0,12345,300,fmaas,300,True,,
low,0,12345,300,no_sharing,300,True,,
low,0,12345,301,fmaas,301,True,,
low,0,12345,301,no_sharing,301,True,,
low,0,12345,302,fmaas,302,True,,
low,0,12345,302,no_sharing,302,True,,
low,0,12345,303,fmaas,303,True,,
low,0,12345,303,no_sharing,303,True,,
low,0,12345,304,fmaas,304,True,,
low,0,12345,304,no_sharing,304,True,,
low,0,12345,305,fmaas,305,True,,
low,0,12345,305,no_sharing,305,True,,
low,0,12345,306,fmaas,306,True,,
low,0,12345,306,no_sharing,306,True,,
low,0,12345,307,fmaas,307,True,,
low,0,12345,307,no_sharing,307,True,,
low,0,12345,308,fmaas,308,True,,
low,0,12345,308,no_sharing,308,True,,
low,0,12345,309,fmaas,309,True,,
low,0,12345,309,no_sharing,309,True,,
low,0,12345,310,fmaas,310,True,,
low,0,12345,310,no_sharing,309,False,310,
low,0,12345,311,fmaas,311,True,,
low,0,12345,312,fmaas,312,True,,
low,0,12345,313,fmaas,313,True,,
low,0,12345,314,fmaas,314,True,,
low,0,12345,315,fmaas,315,True,,
low,0,12345,316,fmaas,316,True,,
low,0,12345,317,fmaas,317,True,,
low,0,12345,318,fmaas,318,True,,
low,0,12345,319,fmaas,319,True,,
low,0,12345,320,fmaas,320,True,,
low,0,12345,321,fmaas,321,True,,
low,0,12345,322,fmaas,322,True,,
low,0,12345,323,fmaas,323,True,,
low,0,12345,324,fmaas,324,True,,
low,0,12345,325,fmaas,325,True,,
low,0,12345,326,fmaas,326,True,,
low,0,12345,327,fmaas,327,True,,
low,0,12345,328,fmaas,328,True,,
low,0,12345,329,fmaas,329,True,,
low,0,12345,330,fmaas,330,True,,
low,0,12345,331,fmaas,331,True,,
low,0,12345,332,fmaas,332,True,,
low,0,12345,333,fmaas,333,True,,
low,0,12345,334,fmaas,334,True,,
low,0,12345,335,fmaas,335,True,,
low,0,12345,336,fmaas,336,True,,
low,0,12345,337,fmaas,337,True,,
low,0,12345,338,fmaas,338,True,,
low,0,12345,339,fmaas,339,True,,
low,0,12345,340,fmaas,340,True,,
low,0,12345,341,fmaas,341,True,,
low,0,12345,342,fmaas,342,True,,
low,0,12345,343,fmaas,343,True,,
low,0,12345,344,fmaas,344,True,,
low,0,12345,345,fmaas,345,True,,
low,0,12345,346,fmaas,346,True,,
low,0,12345,347,fmaas,347,True,,
low,0,12345,348,fmaas,348,True,,
low,0,12345,349,fmaas,349,True,,
low,0,12345,350,fmaas,350,True,,
low,0,12345,351,fmaas,351,True,,
low,0,12345,352,fmaas,352,True,,
low,0,12345,353,fmaas,353,True,,
low,0,12345,354,fmaas,354,True,,
low,0,12345,355,fmaas,355,True,,
low,0,12345,356,fmaas,356,True,,
low,0,12345,357,fmaas,357,True,,
low,0,12345,358,fmaas,358,True,,
low,0,12345,359,fmaas,359,True,,
low,0,12345,360,fmaas,360,True,,
low,0,12345,361,fmaas,361,True,,
low,0,12345,362,fmaas,362,True,,
low,0,12345,363,fmaas,363,True,,
low,0,12345,364,fmaas,364,True,,
low,0,12345,365,fmaas,365,True,,
low,0,12345,366,fmaas,366,True,,
low,0,12345,367,fmaas,367,True,,
low,0,12345,368,fmaas,368,True,,
low,0,12345,369,fmaas,369,True,,
low,0,12345,370,fmaas,370,True,,
