task,tpc_count,concurrency,send_elapsed_sec,complete_elapsed_sec,latency_ms,total_response_time_ms,server_exec_ms,server_proc_ms,server_swap_ms,server_decoder_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms,server_start_ns,worker_id
nyudepth,10,1,0.0001,0.335,334.9636,334.9636,319.6449,262.5092,0.004,56.6114,6.1784,15.3186,1775531828116243340,0
nyudepth,10,1,0.335,0.3562,21.1887,21.1887,9.7264,8.6128,0.0027,0.7274,5.1053,11.4623,1775531828450146972,0
nyudepth,10,1,0.3562,0.3796,23.3824,23.3824,9.8329,8.7261,0.003,0.7186,7.0751,13.5496,1775531828473316668,0
nyudepth,10,1,0.3796,0.403,23.4051,23.4051,12.6197,11.5648,0.0038,0.6969,4.384,10.7854,1775531828494021003,0
nyudepth,10,1,0.4031,0.4275,24.4665,24.4665,13.5042,12.5148,0.0025,0.6647,4.6167,10.9623,1775531828517671198,0
nyudepth,10,1,0.4275,0.4541,26.6171,26.6171,14.4019,13.0909,0.0031,0.7519,5.8486,12.2151,1775531828543381957,0
nyudepth,10,1,0.4542,0.4808,26.6011,26.6011,15.2051,13.9581,0.0027,0.8747,4.9872,11.396,1775531828569149482,0
nyudepth,10,1,0.4808,0.5068,26.0575,26.0575,13.8716,12.7977,0.0027,0.7171,5.7676,12.1859,1775531828596543324,0
nyudepth,10,1,0.5068,0.5324,25.5098,25.5098,14.3512,13.294,0.0029,0.7096,4.5447,11.1586,1775531828621389983,0
nyudepth,10,1,0.5324,0.5582,25.8558,25.8558,13.7497,12.658,0.0029,0.715,5.7499,12.106,1775531828648118055,0
nyudepth,10,1,0.5582,0.5841,25.9094,25.9094,14.9452,13.9175,0.0025,0.688,4.668,10.9642,1775531828672904986,0
nyudepth,10,1,0.5842,0.6098,25.6817,25.6817,13.7814,12.774,0.0027,0.6727,5.583,11.9003,1775531828699741815,0
nyudepth,10,1,0.6098,0.6365,26.6151,26.6151,14.7087,12.9462,0.0028,1.4374,5.4994,11.9064,1775531828725350613,0
nyudepth,10,1,0.6365,0.6619,25.4014,25.4014,13.6714,12.6164,0.0024,0.708,5.4371,11.7299,1775531828751915834,0
nyudepth,10,1,0.6619,0.6877,25.8362,25.8362,14.8104,13.7738,0.0024,0.6926,4.6735,11.0258,1775531828776566292,0
nyudepth,10,1,0.6877,0.7128,25.08,25.08,14.0568,13.0551,0.0024,0.6685,4.7925,11.0232,1775531828802534927,0
nyudepth,10,1,0.7128,0.7389,26.1047,26.1047,15.6149,14.6028,0.0032,0.6796,4.204,10.4897,1775531828827038405,0
nyudepth,10,1,0.7389,0.7651,26.1796,26.1796,15.3864,14.3766,0.0035,0.6889,4.4949,10.7932,1775531828853445631,0
nyudepth,10,1,0.7651,0.7907,25.5606,25.5606,13.7869,12.7862,0.0029,0.6634,5.4829,11.7737,1775531828880625004,0
nyudepth,10,1,0.7907,0.8162,25.4796,25.4796,13.4997,12.5163,0.0031,0.648,5.6744,11.9798,1775531828906389885,0
nyudepth,10,1,0.8162,0.8424,26.1962,26.1962,15.0952,14.1024,0.0025,0.6483,4.7431,11.1011,1775531828930966378,0
nyudepth,10,1,0.8424,0.8683,25.8548,25.8548,14.1528,13.1878,0.0028,0.6397,5.3287,11.702,1775531828957759644,0
nyudepth,10,1,0.8683,0.8947,26.4375,26.4375,15.2841,13.8849,0.0036,0.6658,4.3488,11.1534,1775531828982645760,0
nyudepth,10,1,0.8947,0.9196,24.8928,24.8928,13.8348,12.8339,0.0028,0.6649,4.5428,11.058,1775531829009290850,0
nyudepth,10,1,0.9196,0.946,26.3627,26.3627,15.4468,14.3649,0.0029,0.6926,4.6029,10.9159,1775531829034255608,0
nyudepth,10,1,0.946,0.972,25.9831,25.9831,15.298,14.2328,0.0027,0.707,4.2448,10.6851,1775531829060272687,0
nyudepth,10,1,0.972,0.9972,25.1713,25.1713,14.2956,13.2878,0.0026,0.653,4.6303,10.8756,1775531829086653025,0
nyudepth,10,1,0.9972,1.0236,26.3326,26.3326,16.0054,14.9741,0.0027,0.6856,4.0262,10.3272,1775531829111249763,0
nyudepth,10,1,1.0236,1.0495,25.9321,25.9321,14.9607,13.9448,0.0026,0.6717,4.6492,10.9714,1775531829138217720,0
nyudepth,10,1,1.0495,1.0753,25.7735,25.7735,13.8587,12.8335,0.0027,0.6579,5.5456,11.9148,1775531829165059279,0
nyudepth,10,1,1.0753,1.1014,26.1009,26.1009,15.4595,14.4546,0.0028,0.6667,4.252,10.6414,1775531829189554345,0
nyudepth,10,1,1.1014,1.1279,26.444,26.444,14.3356,13.2957,0.0033,0.6913,5.7318,12.1083,1775531829217149223,0
nyudepth,10,1,1.1279,1.1541,26.1889,26.1889,15.3549,13.9304,0.0028,1.1067,4.4413,10.8339,1775531829242313984,0
nyudepth,10,1,1.1541,1.1792,25.171,25.171,12.6627,11.6475,0.0034,0.6587,6.1872,12.5083,1775531829270261295,0
nyudepth,10,1,1.1793,1.2051,25.8205,25.8205,14.8999,13.9033,0.0026,0.6696,4.7052,10.9206,1775531829293963066,0
nyudepth,10,1,1.2051,1.2313,26.1674,26.1674,15.2214,14.2695,0.0022,0.6424,4.4391,10.946,1775531829319529264,0
nyudepth,10,1,1.2313,1.2568,25.5191,25.5191,14.7678,13.7732,0.0024,0.674,4.4248,10.7513,1775531829345693639,0
nyudepth,10,1,1.2568,1.2829,26.0749,26.0749,13.7528,12.7136,0.0028,0.6951,5.9581,12.3221,1775531829372758562,0
nyudepth,10,1,1.2829,1.3091,26.257,26.257,15.0798,14.0438,0.0026,0.6889,4.7338,11.1772,1775531829397621356,0
nyudepth,10,1,1.3092,1.3352,26.0694,26.0694,15.2629,14.185,0.0032,0.71,4.4844,10.8066,1775531829423641951,0
nyudepth,10,1,1.3352,1.3605,25.2316,25.2316,13.4105,12.3882,0.0028,0.6875,5.6257,11.8211,1775531829450863987,0
nyudepth,10,1,1.3605,1.3867,26.2575,26.2575,15.7444,14.7316,0.0029,0.6666,4.1525,10.5131,1775531829474633959,0
nyudepth,10,1,1.3867,1.4129,26.1803,26.1803,14.3828,12.9648,0.0027,1.0995,5.5177,11.7975,1775531829502268129,0
