batch_start_ns,observed_batch_size,send_time_rel_first
1775274894969411307,3,10.007718
1775274895013266757,5,10.016801
1775274895061476125,6,10.025526
1775274895109621971,5,10.046014
1775274895160156816,6,10.065326
1775274895209261280,7,10.102913
1775274895245227300,4,10.110746
1775274895295133707,4,10.122775
1775274895341339567,6,10.128887
1775274895390474201,6,10.145088
1775274895439410100,7,10.153407
1775274895487466783,5,10.177076
1775274895544952692,7,10.189193
1775274895589054079,5,10.223034
1775274895643707455,7,10.237056
1775274895689429600,5,10.255935
1775274895737274367,7,10.285084
1775274895781513739,5,10.299978
1775274895829856160,8,10.315367
1775274895872134635,4,10.336947
1775274895918846169,6,10.349347
1775274895959437344,5,10.371669
1775274896000147793,6,10.377753
1775274896044689873,6,10.405522
1775274896088724459,6,10.423196
1775274896139333407,6,10.441981
1775274896190519741,6,10.477592
1775274896250984207,5,10.489143
1775274896294024624,7,10.516478
1775274896338556744,5,10.544728
1775274896387035559,7,10.570337
1775274896438178342,4,10.590828
1775274896480777326,5,10.610129
1775274896527233903,7,10.636589
1775274896575934345,6,10.648091
1775274896618484687,5,10.66059
1775274896668987522,6,10.675585
1775274896717953742,6,10.706768
1775274896758363811,6,10.721559
1775274896807002942,6,10.750368
1775274896854499589,6,10.784523
1775274896909734341,7,10.804322
1775274896953661274,5,10.821045
1775274896996947268,6,10.830257
1775274897043891759,7,10.857216
1775274897087532623,5,10.893579
1775274897130902809,5,10.917208
1775274897172751641,5,10.925338
1775274897221172125,7,10.947887
1775274897261996407,5,10.969442
1775274897312681447,6,10.984736
1775274897360116002,6,11.005872
1775274897406430904,7,11.052279
1775274897447113952,4,11.074234
1775274897491475237,5,11.084383
1775274897531349492,6,11.110497
1775274897580616060,6,11.125286
1775274897641304552,6,11.146803
1775274897699872032,6,11.178095
1775274897754206929,7,11.188374
1775274897801098298,8,11.21806
1775274897853663263,6,11.233906
1775274897894989519,6,11.24339
1775274897940371374,4,11.255607
1775274897983871225,4,11.263855
1775274898033905955,6,11.27942
1775274898082967218,6,11.294266
1775274898134115372,6,11.313228
1775274898176033435,6,11.332685
1775274898223659496,6,11.354876
1775274898285568964,7,11.371659
1775274898340183408,5,11.39568
1775274898384854722,6,11.417336
1775274898427385335,5,11.448722
1775274898475783828,6,11.459032
1775274898532915356,6,11.47458
1775274898581576297,6,11.485251
1775274898647836081,6,11.532357
1775274898697630055,6,11.555083
1775274898743292479,5,11.566586
1775274898791564668,6,11.577201
1775274898841486146,6,11.593702
1775274898891369012,6,11.63269
1775274898932036379,6,11.653273
1775274898982195404,6,11.676103
1775274899028732003,6,11.694991
1775274899079266178,5,11.710666
1775274899120361798,6,11.729161
1775274899162692324,4,11.746105
1775274899208798251,6,11.755012
1775274899257833262,6,11.773682
1775274899291717501,6,11.785875
1775274899338919790,5,11.793085
1775274899382754080,5,11.830419
1775274899425422076,6,11.859818
1775274899478296349,6,11.900325
1775274899528271619,6,11.927418
1775274899577857676,6,11.942337
1775274899627442714,7,11.948964
1775274899668922365,7,11.967881
1775274899724274682,8,11.976471
1775274899771020647,6,12.010055
1775274899814047083,6,12.031846
1775274899858306945,6,12.049332
1775274899907382168,6,12.066478
1775274899949913630,6,12.075089
1775274899994219404,3,12.090646
1775274900039203477,6,12.115854
1775274900088301791,6,12.132346
1775274900124572150,5,12.151713
1775274900174133367,6,12.171302
1775274900226473785,7,12.199137
1775274900270199102,5,12.228814
1775274900320668956,5,12.239602
1775274900368851112,6,12.248379
1775274900425567819,6,12.269921
1775274900461808906,5,12.289809
1775274900511202309,6,12.301388
1775274900554837573,7,12.311909
1775274900603601887,6,12.333142
1775274900658531061,6,12.360254
1775274900705857683,5,12.374475
1775274900754830882,6,12.410631
1775274900795813039,6,12.436121
1775274900845622423,7,12.458388
1775274900891439421,5,12.477732
1775274900937030922,4,12.489111
1775274900972382345,5,12.503808
1775274901014368391,5,12.514989
1775274901065843763,6,12.538432
1775274901108560271,6,12.556019
1775274901146042876,2,12.571746
1775274901200253340,6,12.589417
1775274901243060461,5,12.609929
1775274901297793760,6,12.635505
1775274901347858023,5,12.652689
1775274901403682264,6,12.686114
1775274901462014449,5,12.704655
1775274901512925256,6,12.71823
1775274901568874271,7,12.734144
1775274901617302546,5,12.754861
1775274901672270822,7,12.768492
1775274901722629633,6,12.79035
1775274901776351083,6,12.820151
1775274901821644617,6,12.849302
1775274901869033522,5,12.867169
1775274901909703180,4,12.87438
1775274901955940761,6,12.89048
1775274901993931781,6,12.90295
1775274902034758744,5,12.917724
