task,tpc_count,concurrency,send_elapsed_sec,complete_elapsed_sec,latency_ms,total_response_time_ms,server_exec_ms,server_proc_ms,server_swap_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms,server_start_ns,worker_id
ecgclass,1,1,0.0,1.3499,1349.905,1349.905,1348.2361,1232.2734,0.0043,0.9365,1.6689,1775518961829311088,0
ecgclass,1,1,1.35,1.3754,25.4765,25.4765,24.0712,23.2997,0.0022,0.9391,1.4052,1775518963179228116,0
ecgclass,1,1,1.3754,1.4945,119.076,119.076,117.9386,117.2507,0.0021,0.6425,1.1374,1775518963204415502,0
ecgclass,1,1,1.4945,1.6142,119.6539,119.6539,118.5115,117.8639,0.0019,0.7076,1.1424,1775518963323563191,0
ecgclass,1,1,1.6142,1.7334,119.2114,119.2114,118.1492,117.5004,0.0022,0.6099,1.0623,1775518963443125158,0
ecgclass,1,1,1.7334,1.8526,119.1692,119.1692,118.0921,117.2517,0.0019,0.6006,1.0771,1775518963562333899,0
ecgclass,1,1,1.8526,1.9724,119.8044,119.8044,118.7165,118.0859,0.0017,0.6201,1.0879,1775518963681529669,0
ecgclass,1,1,1.9724,2.0926,120.2288,120.2288,118.9881,118.3013,0.0023,0.603,1.2406,1775518963801323380,0
ecgclass,1,1,2.0926,2.2114,118.7592,118.7592,117.717,117.0833,0.0017,0.6011,1.0422,1775518963921557110,0
ecgclass,1,1,2.2114,2.3305,119.1444,119.1444,118.1142,117.4647,0.0016,0.5953,1.0303,1775518964040317062,0
ecgclass,1,1,2.3305,2.4507,120.2033,120.2033,119.1488,118.4572,0.0018,0.6206,1.0544,1775518964159493431,0
ecgclass,1,1,2.4508,2.5698,119.024,119.024,117.9074,117.2266,0.0019,0.6075,1.1167,1775518964279689681,0
ecgclass,1,1,2.5698,2.6905,120.7259,120.7259,119.636,118.7843,0.0019,0.6249,1.0898,1775518964398736628,0
ecgclass,1,1,2.6905,2.81,119.4563,119.4563,118.3699,117.7038,0.0019,0.6363,1.0863,1775518964519480048,0
ecgclass,1,1,2.81,2.9294,119.442,119.442,118.3487,117.72,0.0022,0.6199,1.0933,1775518964638926282,0
ecgclass,1,1,2.9294,3.0485,119.0851,119.0851,118.0322,117.3423,0.0022,0.6177,1.0529,1775518964758372927,0
ecgclass,1,1,3.0485,3.1686,120.096,120.096,119.0251,118.3617,0.0021,0.6363,1.0709,1775518964877482416,0
ecgclass,1,1,3.1686,3.2877,119.0588,119.0588,118.0388,117.3815,0.0018,0.6223,1.02,1775518964997570903,0
ecgclass,1,1,3.2877,3.4068,119.0851,119.0851,118.0166,117.3591,0.0016,0.6225,1.0684,1775518965116635740,0
ecgclass,1,1,3.4068,3.5264,119.652,119.652,115.4138,114.7853,0.0018,3.7847,4.2382,1775518965238889850,0
ecgclass,1,1,3.5264,3.6467,120.2312,120.2312,119.1455,118.4264,0.0021,0.6373,1.0857,1775518965355400578,0
ecgclass,1,1,3.6467,3.7668,120.1503,120.1503,119.069,118.3643,0.0022,0.6311,1.0814,1775518965475632528,0
ecgclass,1,1,3.7668,3.8866,119.7772,119.7772,118.6697,117.9995,0.0021,0.649,1.1075,1775518965595807536,0
ecgclass,1,1,3.8866,4.0055,118.8967,118.8967,117.8504,117.2068,0.0018,0.6492,1.0463,1775518965715591247,0
ecgclass,1,1,4.0055,4.1253,119.7789,119.7789,118.6554,118.0253,0.002,0.6368,1.1234,1775518965834480911,0
ecgclass,1,1,4.1253,4.2442,118.8567,118.8567,117.7583,117.1208,0.0021,0.6576,1.0984,1775518965954287362,0
ecgclass,1,1,4.2442,4.3639,119.6961,119.6961,118.6648,118.0378,0.0018,0.6013,1.0314,1775518966073093305,0
ecgclass,1,1,4.3639,4.4843,120.482,120.482,119.3831,118.7527,0.0021,0.653,1.0989,1775518966192846515,0
ecgclass,1,1,4.4844,4.6036,119.2369,119.2369,118.0299,117.3727,0.0022,0.6211,1.207,1775518966313302349,0
ecgclass,1,1,4.6036,4.7226,119.0245,119.0245,117.9439,117.2934,0.0018,0.6335,1.0806,1775518966432558440,0
ecgclass,1,1,4.7226,4.8422,119.5636,119.5636,118.459,117.8211,0.0022,0.6478,1.1046,1775518966551603056,0
ecgclass,1,1,4.8422,4.9616,119.4248,119.4248,118.3773,117.7142,0.0017,0.6154,1.0475,1775518966671140263,0
ecgclass,1,1,4.9616,5.0817,120.0707,120.0707,119.0102,118.0878,0.0016,0.5975,1.0605,1775518966790553957,0
ecgclass,1,1,5.0817,5.2017,119.9734,119.9734,118.9211,118.2863,0.0017,0.6251,1.0523,1775518966910659164,0
ecgclass,1,1,5.2017,5.3213,119.602,119.602,118.4937,117.865,0.0019,0.6435,1.1082,1775518967030656849,0
ecgclass,1,1,5.3213,5.4401,118.8462,118.8462,117.7941,117.1734,0.0018,0.5913,1.0521,1775518967150213146,0
ecgclass,1,1,5.4401,5.5596,119.4746,119.4746,118.4595,117.8161,0.0016,0.6001,1.0151,1775518967269073949,0
ecgclass,1,1,5.5596,5.6802,120.5943,120.5943,119.558,118.932,0.0022,0.6049,1.0363,1775518967388559634,0
ecgclass,1,1,5.6802,5.7997,119.4406,119.4406,118.3912,117.7411,0.0017,0.607,1.0494,1775518967509162081,0
ecgclass,1,1,5.7997,5.9192,119.5061,119.5061,118.4535,117.8335,0.0019,0.632,1.0526,1775518967628634486,0
ecgclass,1,1,5.9192,6.039,119.7886,119.7886,118.7654,118.1117,0.0018,0.6092,1.0232,1775518967748123591,0
ecgclass,1,1,6.039,6.1583,119.3528,119.3528,118.2961,117.6654,0.0016,0.6323,1.0567,1775518967867941253,0
ecgclass,1,1,6.1583,6.2785,120.1909,120.1909,119.1616,118.0442,0.002,0.596,1.0292,1775518967987264225,0
ecgclass,1,1,6.2785,6.3978,119.2565,119.2565,118.1826,117.5074,0.0022,0.6204,1.0739,1775518968107486065,0
ecgclass,1,1,6.3978,6.5173,119.5281,119.5281,118.4834,117.8635,0.002,0.6273,1.0446,1775518968226756086,0
ecgclass,1,1,6.5173,6.6369,119.5879,119.5879,118.5587,117.8946,0.002,0.5946,1.0292,1775518968346257401,0
ecgclass,1,1,6.6369,6.7565,119.596,119.596,118.5385,117.8718,0.0017,0.6292,1.0575,1775518968465886459,0
ecgclass,1,1,6.7565,6.8762,119.6637,119.6637,118.5732,117.9348,0.0019,0.5991,1.0905,1775518968585458996,0
ecgclass,1,1,6.8762,6.9957,119.451,119.451,118.397,117.7501,0.0023,0.6263,1.0541,1775518968705156316,0
ecgclass,1,1,6.9957,7.1152,119.5202,119.5202,118.4358,117.7987,0.0024,0.6173,1.0844,1775518968824604160,0
ecgclass,1,1,7.1152,7.2343,119.0956,119.0956,118.076,117.4509,0.0021,0.6075,1.0196,1775518968944121046,0
ecgclass,1,1,7.2343,7.3542,119.885,119.885,118.8223,118.171,0.0018,0.596,1.0627,1775518969063211794,0
ecgclass,1,1,7.3542,7.4734,119.2563,119.2563,118.1819,117.2376,0.0018,0.6158,1.0744,1775518969183122707,0
ecgclass,1,1,7.4734,7.5936,120.1305,120.1305,119.0907,118.4147,0.0018,0.6039,1.0398,1775518969302373208,0
ecgclass,1,1,7.5936,7.7129,119.2808,119.2808,118.2466,117.5729,0.002,0.6099,1.0342,1775518969422516346,0
ecgclass,1,1,7.7129,7.8328,119.8943,119.8943,118.8593,118.1931,0.0019,0.5898,1.035,1775518969541782817,0
ecgclass,1,1,7.8328,7.9522,119.427,119.427,118.3264,117.6973,0.0017,0.649,1.1006,1775518969661742611,0
ecgclass,1,1,7.9522,8.0716,119.4274,119.4274,118.3988,117.753,0.0019,0.6018,1.0286,1775518969781128614,0
