task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_client_pre_rpc_ms,avg_non_server_exec_overhead_ms
nyudepth,fifo,4114,24.2,19476.719,18985.825,39720.201,42184.85,769.225,764.537,0.003,0.309,18669.993,0.0,18707.494
vocseg,fifo,10170,59.8235,26307.281,29060.966,47713.831,47980.573,588.608,576.245,0.003,0.362,25680.989,0.0,25718.673
