task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_non_server_exec_overhead_ms
ecgclass,sharing,1424,4.9103,79.926,75.178,141.734,180.747,55.869,42.165,0.002,6.48,22.958,24.057
gestureclass,sharing,1471,5.0724,80.013,74.021,144.013,197.452,55.928,42.184,0.002,4.732,22.995,24.085
heartrate,sharing,1467,5.0586,80.842,75.088,146.886,194.23,56.584,42.34,0.002,3.73,23.158,24.258
diasbp,sharing,1493,5.1483,79.439,74.085,143.832,202.445,55.736,42.387,0.002,2.476,22.608,23.704
sysbp,sharing,1429,4.9276,81.049,75.251,146.011,181.841,56.815,42.241,0.002,2.488,23.121,24.234
