task,device_url,n_requests,throughput_rps,avg_latency_ms
gestureclass,10.100.31.64:8000,328,5.466666666666667,183.3130986225314
etth1fore,10.100.31.64:8000,328,5.466666666666667,183.29662666088197
eclfore,10.100.31.64:8000,328,5.466666666666667,183.31215948593325
ecgclass,10.100.31.64:8000,328,5.466666666666667,183.33320719439808
