task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_client_pre_rpc_ms,avg_non_server_exec_overhead_ms
ecgclass,sharing,589,0.9983,81.419,82.103,128.436,152.776,73.415,71.078,0.004,1.071,7.066,0.0,8.004
gestureclass,sharing,621,1.0525,82.821,82.072,133.461,159.058,74.45,72.003,0.004,1.102,7.433,0.0,8.37
