task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_client_pre_rpc_ms,avg_non_server_exec_overhead_ms
qwenA,vllm,586,3.4471,25757.201,27047.64,36190.669,37421.782,25750.578,25750.578,0.0,0.0,6.164,0.0,6.623
qwenB,vllm,1341,7.8882,22713.033,24857.705,36040.39,37366.961,22705.053,22705.053,0.0,0.0,7.623,0.0,7.98
