task,n_requests,throughput_rps,avg_latency_ms
diasbp,1073,17.883333333333333,55.931273594563514
gestureclass,1073,17.883333333333333,55.93153196457786
ecgclass,1073,17.883333333333333,55.93171873623313
sysbp,1073,17.883333333333333,55.93162102324161
