elapsed_s,allocated_mb,reserved_mb
0.00,483.1,502.0
0.50,490.6,1044.0
1.00,490.6,1044.0
1.50,490.6,1044.0
2.00,490.6,1044.0
2.50,490.6,1044.0
3.00,490.6,1044.0
3.50,490.6,1044.0
4.00,490.6,1044.0
4.50,490.6,1044.0
5.01,490.6,1044.0
5.51,490.6,1044.0
6.01,490.6,1044.0
6.51,490.6,1044.0
7.01,490.6,1044.0
7.51,490.6,1044.0
8.01,490.6,1044.0
8.51,574.4,1044.0
9.01,490.6,1044.0
9.51,490.6,1044.0
10.01,490.6,1044.0
10.51,490.6,1044.0
11.01,490.6,1044.0
11.51,490.6,1044.0
12.01,490.6,1044.0
12.51,490.6,1044.0
13.01,490.6,1044.0
13.51,490.6,1044.0
14.01,490.6,1044.0
14.51,490.6,1044.0
15.01,490.6,1044.0
15.51,490.6,1044.0
16.01,490.6,1044.0
16.51,490.6,1044.0
17.02,490.6,1044.0
17.52,490.6,1044.0
18.02,490.6,1044.0
18.52,490.6,1044.0
19.02,490.6,1044.0
19.52,490.6,1044.0
20.02,490.6,1044.0
20.52,490.6,1044.0
21.02,490.6,1044.0
21.52,490.6,1044.0
22.02,490.6,1044.0
22.52,490.6,1044.0
23.02,490.6,1044.0
23.52,490.6,1044.0
24.02,490.6,1044.0
24.52,490.6,1044.0
25.02,490.6,1044.0
25.52,490.6,1044.0
26.02,490.6,1044.0
26.52,483.1,1044.0
27.02,490.6,1044.0
27.52,490.6,1044.0
28.02,490.6,1044.0
28.53,490.6,1044.0
29.03,490.6,1044.0
29.53,490.6,1044.0
30.03,490.6,1044.0
30.53,490.6,1044.0
31.03,483.1,1044.0
31.53,490.6,1044.0
32.03,490.6,1044.0
32.53,490.6,1044.0
33.03,490.6,1044.0
33.53,490.6,1044.0
34.03,490.6,1044.0
34.53,490.6,1044.0
35.03,490.6,1044.0
35.53,558.4,1044.0
36.03,490.6,1044.0
36.53,490.6,1044.0
37.03,490.6,1044.0
37.53,490.6,1044.0
38.03,490.6,1044.0
38.53,490.6,1044.0
39.03,490.6,1044.0
39.53,490.6,1044.0
40.04,650.6,1044.0
40.54,490.6,1044.0
41.04,490.6,1044.0
41.54,490.6,1044.0
42.04,490.6,1044.0
42.54,490.6,1044.0
43.04,490.6,1044.0
43.54,490.6,1044.0
44.04,490.6,1044.0
44.54,490.6,1044.0
45.04,490.6,1044.0
45.54,490.6,1044.0
46.04,490.6,1044.0
46.54,490.6,1044.0
47.04,490.6,1044.0
47.54,490.6,1044.0
48.04,490.6,1044.0
48.54,490.6,1044.0
49.04,490.6,1044.0
49.54,490.6,1044.0
50.04,490.6,1044.0
50.54,490.6,1044.0
51.05,490.6,1044.0
51.55,490.6,1044.0
52.05,490.6,1044.0
52.55,490.6,1044.0
53.05,490.6,1044.0
53.55,490.6,1044.0
54.05,490.6,1044.0
54.55,490.6,1044.0
55.05,490.6,1044.0
55.55,490.6,1044.0
56.05,490.6,1044.0
56.55,490.6,1044.0
57.05,490.6,1044.0
57.55,490.6,1044.0
58.05,490.6,1044.0
58.55,490.6,1044.0
59.05,490.6,1044.0
59.55,490.6,1044.0
60.05,490.6,1044.0
