req_id,req_time,site_manager,device,backbone,task,site_manager_send_time,device_start_time,device_end_time,end_to_end_latency(ms),proc_time(ms),swap_time(ms),decoder_time(ms),pred,true
0,0.0,site2,10.100.20.48:8000,momentbase,ecgclass,1771486186.983228,1771486187.0975578,1771486187.3643568,384.61923599243164,243.0851,0.000521,0.189338,0.0,0.0
1,0.10002778549597109,site2,10.100.20.48:8000,momentbase,ecgclass,1771486187.0831332,1771486187.0975578,1771486187.3643568,284.6570014953613,243.0851,0.0014219999999999999,23.453274999999998,0.0,0.0
2,0.20005557099194218,site2,10.100.20.48:8000,momentbase,ecgclass,1771486187.1822023,1771486187.3685515,1771486187.3835015,202.9275894165039,7.759359000000001,0.000661,7.007252,0.0,0.0
3,0.30008335648791334,site2,10.100.20.48:8000,momentbase,ecgclass,1771486187.282027,1771486187.3685515,1771486187.3835015,103.14726829528809,7.759359000000001,0.00051,0.158171,0.0,0.0
4,0.40011114198388437,site2,10.100.20.48:8000,momentbase,ecgclass,1771486187.3821757,1771486187.3857625,1771486187.3951511,14.328479766845703,6.9492140000000004,0.000561,2.422203,0.0,0.0
5,0.5001389274798556,site2,10.100.20.48:8000,momentbase,ecgclass,1771486187.4818482,1771486187.4838688,1771486187.4936526,13.277053833007812,7.467103,0.000771,2.2910220000000003,0.0,0.0
6,0.6001667129758267,site2,10.100.20.48:8000,momentbase,ecgclass,1771486187.5834217,1771486187.585359,1771486187.5951314,13.117790222167969,7.471631,0.000701,2.275809,0.0,0.0
7,0.7001944984717977,site2,10.100.20.48:8000,momentbase,ecgclass,1771486187.6818242,1771486187.6836522,1771486187.6934972,13.072013854980469,7.485882,0.00043099999999999996,2.334949,0.0,0.0
8,0.8002222839677687,site2,10.100.20.48:8000,momentbase,ecgclass,1771486187.7832131,1771486187.785138,1771486187.7949424,13.283967971801758,7.480354,0.000561,2.294527,0.0,0.0
9,0.9002500694637399,site2,10.100.20.48:8000,momentbase,ecgclass,1771486187.8818133,1771486187.8837247,1771486187.8934956,13.059854507446289,7.478491,0.000441,2.268068,0.0,0.0
