task,tpc_count,concurrency,send_elapsed_sec,complete_elapsed_sec,latency_ms,total_response_time_ms,server_exec_ms,server_proc_ms,server_swap_ms,server_decoder_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms,server_start_ns,worker_id
nyudepth,20,1,0.0001,0.36,359.9658,359.9658,344.5702,272.9123,0.003,71.1445,6.3634,15.3956,1775521493180766890,0
nyudepth,20,1,0.3601,0.3873,27.2005,27.2005,15.6169,14.4363,0.003,0.8004,4.9095,11.5836,1775521493539291477,0
nyudepth,20,1,0.3873,0.4309,43.5932,43.5932,30.4036,29.2229,0.0035,0.7453,6.4669,13.1896,1775521493568062418,0
nyudepth,20,1,0.4309,0.4911,60.2331,60.2331,48.6366,47.4715,0.0027,0.7657,4.9214,11.5965,1775521493610123591,0
nyudepth,20,1,0.4911,0.5487,57.5418,57.5418,45.6514,44.4482,0.0027,0.7827,5.1899,11.8905,1775521493670638954,0
nyudepth,20,1,0.5487,0.605,56.3266,56.3266,42.0156,40.5235,0.0031,0.8128,7.6845,14.3111,1775521493730690205,0
nyudepth,20,1,0.605,0.6613,56.288,56.288,43.1646,41.9574,0.0035,0.7704,6.5832,13.1234,1775521493785930701,0
nyudepth,20,1,0.6613,0.7197,58.332,58.332,45.6125,44.3807,0.0029,0.8242,6.0077,12.7195,1775521493841656241,0
nyudepth,20,1,0.7197,0.7778,58.1114,58.1114,45.3499,44.1724,0.0029,0.7424,6.1262,12.7616,1775521493900120699,0
nyudepth,20,1,0.7778,0.8367,58.9185,58.9185,46.409,45.2622,0.0031,0.7217,5.9338,12.5095,1775521493958052771,0
nyudepth,20,1,0.8367,0.8948,58.0924,58.0924,46.2315,44.9795,0.0038,0.8516,4.8571,11.8609,1775521494015907143,0
nyudepth,20,1,0.8948,0.9516,56.7744,56.7744,43.673,42.3918,0.003,0.84,6.4325,13.1014,1775521494075590382,0
nyudepth,20,1,0.9516,1.0084,56.7911,56.7911,45.4451,43.9833,0.003,1.0509,4.7925,11.346,1775521494130737431,0
nyudepth,20,1,1.0084,1.0661,57.6494,57.6494,46.5394,45.4124,0.0033,0.7455,4.4231,11.11,1775521494187171975,0
nyudepth,20,1,1.0661,1.125,58.9085,58.9085,47.5376,46.3611,0.004,0.7708,4.6773,11.3709,1775521494245088986,0
nyudepth,20,1,1.125,1.1846,59.5982,59.5982,48.1957,46.9302,0.003,0.866,4.7975,11.4026,1775521494304134038,0
nyudepth,20,1,1.1846,1.2427,58.0859,58.0859,46.7938,45.5634,0.0034,0.8019,4.8375,11.2921,1775521494363784673,0
nyudepth,20,1,1.2427,1.3011,58.3615,58.3615,46.4845,45.3066,0.0034,0.7747,5.2953,11.8771,1775521494422341863,0
nyudepth,20,1,1.3011,1.3583,57.2207,57.2207,44.3241,43.1341,0.0036,0.7841,6.2256,12.8966,1775521494481647491,0
nyudepth,20,1,1.3583,1.4141,55.7883,55.7883,44.5542,43.3861,0.0033,0.7654,4.6279,11.2341,1775521494537283980,0
nyudepth,20,1,1.4141,1.4722,58.0838,58.0838,45.3047,44.1398,0.0034,0.7579,6.1741,12.779,1775521494594631876,0
nyudepth,20,1,1.4722,1.5309,58.6853,58.6853,47.2442,45.6982,0.0031,1.1607,4.8072,11.4411,1775521494651379190,0
nyudepth,20,1,1.5309,1.5893,58.3301,58.3301,46.9561,45.7309,0.0035,0.822,4.7984,11.374,1775521494710069530,0
nyudepth,20,1,1.5893,1.6482,58.8682,58.8682,45.7815,44.5866,0.0034,0.7788,6.4027,13.0867,1775521494770017889,0
nyudepth,20,1,1.6482,1.7064,58.2078,58.2078,46.8827,45.6567,0.0036,0.794,4.7402,11.3251,1775521494827236638,0
nyudepth,20,1,1.7064,1.7641,57.7548,57.7548,44.6792,43.4576,0.0029,0.7884,6.3977,13.0756,1775521494887116610,0
nyudepth,20,1,1.7642,1.8197,55.5556,55.5556,44.0105,42.7926,0.003,0.76,4.9574,11.5451,1775521494943444360,0
nyudepth,20,1,1.8197,1.8786,58.8367,58.8367,47.0895,45.9212,0.0033,0.7633,5.1074,11.7472,1775521494999162846,0
nyudepth,20,1,1.8786,1.9368,58.2078,58.2078,45.6003,44.3986,0.0029,0.7671,6.0349,12.6075,1775521495058940731,0
nyudepth,20,1,1.9368,1.9954,58.5568,58.5568,46.072,44.8632,0.0037,0.8047,5.8165,12.4848,1775521495116942631,0
nyudepth,20,1,1.9954,2.0541,58.7583,58.7583,47.1393,45.9768,0.0034,0.7471,4.9798,11.619,1775521495174676569,0
nyudepth,20,1,2.0541,2.1124,58.2211,58.2211,46.8968,45.7554,0.0033,0.7553,4.6849,11.3243,1775521495233153083,0
nyudepth,20,1,2.1124,2.1701,57.7273,57.7273,37.8367,36.6699,0.0035,0.7533,13.3319,19.8906,1775521495300033630,0
nyudepth,20,1,2.1701,2.2262,56.0806,56.0806,45.0148,43.7574,0.0032,0.8631,4.5221,11.0658,1775521495348964441,0
nyudepth,20,1,2.2262,2.283,56.8306,56.8306,45.4091,44.249,0.0027,0.7616,4.7851,11.4216,1775521495405321972,0
nyudepth,20,1,2.2831,2.3416,58.5911,58.5911,45.8291,44.5975,0.003,0.7897,6.1052,12.762,1775521495463485486,0
nyudepth,20,1,2.3417,2.4001,58.4006,58.4006,46.5901,45.4191,0.003,0.7685,5.3194,11.8106,1775521495521303706,0
nyudepth,20,1,2.4001,2.459,58.9793,58.9793,47.2372,46.1012,0.0034,0.7519,5.0185,11.7421,1775521495579415845,0
nyudepth,20,1,2.4591,2.5178,58.723,58.723,47.259,46.0224,0.0037,0.7999,4.7004,11.4639,1775521495638089438,0
nyudepth,20,1,2.5178,2.5748,56.9775,56.9775,45.4039,44.2082,0.0035,0.7624,4.8797,11.5737,1775521495697007970,0
nyudepth,20,1,2.5748,2.6311,56.2744,56.2744,44.7647,43.589,0.0035,0.7639,4.7698,11.5097,1775521495753888701,0
nyudepth,20,1,2.6311,2.6877,56.5715,56.5715,44.1129,42.9505,0.0032,0.7665,5.7902,12.4586,1775521495811197866,0
nyudepth,20,1,2.6877,2.7463,58.6171,58.6171,47.2491,45.6181,0.0028,0.778,4.7388,11.3681,1775521495866731776,0
nyudepth,20,1,2.7463,2.8056,59.3157,59.3157,46.6133,45.4158,0.0031,0.7765,6.0101,12.7024,1775521495926634589,0
