task,slot,condition,elapsed_sec,latency_ms,server_exec_ms,server_proc_ms,server_swap_ms,server_decoder_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms,server_start_ns
ecgclass,slot_0:ecgclass,no_sharing_tpc,0.0001,821.4514,811.2756,657.4293,0.0033,153.0885,7.9591,10.1759,1775859853199850483
ecgclass,slot_0:ecgclass,no_sharing_tpc,0.4812,408.3776,61.1842,55.4478,0.0029,5.1394,346.483,347.1935,1775859854019512896
ecgclass,slot_0:ecgclass,no_sharing_tpc,0.949,147.831,143.0223,133.2585,0.0029,9.1859,4.0069,4.8086,1775859854144820417
ecgclass,slot_0:ecgclass,no_sharing_tpc,1.4258,103.6496,99.0687,91.6057,0.0027,6.8672,3.8826,4.5809,1775859854621528791
ecgclass,slot_0:ecgclass,no_sharing_tpc,1.4814,573.7808,513.8743,163.0963,0.003,175.0974,58.9345,59.9065,1775859854732175395
ecgclass,slot_0:ecgclass,no_sharing_tpc,1.4997,555.5849,513.8743,163.0963,0.003,175.0974,40.663,41.7107,1775859854732175395
ecgclass,slot_0:ecgclass,no_sharing_tpc,1.7891,329.7141,57.1773,52.474,0.0023,4.1117,271.9531,272.5367,1775859855252868381
ecgclass,slot_0:ecgclass,no_sharing_tpc,2.074,249.0239,190.7969,189.5723,0.0026,0.7038,57.6603,58.227,1775859855323482341
ecgclass,slot_0:ecgclass,no_sharing_tpc,2.698,49.3343,44.686,43.3671,0.0027,0.7144,4.0948,4.6483,1775859855893914567
ecgclass,slot_0:ecgclass,no_sharing_tpc,2.7124,262.3124,217.2561,210.537,0.0033,6.1786,44.3759,45.0563,1775859855948614828
ecgclass,slot_0:ecgclass,no_sharing_tpc,2.9218,297.78,238.1277,236.8394,0.0031,0.3578,59.0956,59.6524,1775859856172707506
ecgclass,slot_0:ecgclass,no_sharing_tpc,2.9369,283.4804,238.1277,236.8394,0.0031,0.3578,43.9742,45.3527,1775859856172707506
ecgclass,slot_0:ecgclass,no_sharing_tpc,3.153,432.6491,364.0879,354.1673,0.0032,9.3712,67.8558,68.5613,1775859856412644228
ecgclass,slot_0:ecgclass,no_sharing_tpc,3.579,250.3767,232.781,223.2239,0.0032,4.4957,16.7003,17.5957,1775859856787540854
ecgclass,slot_0:ecgclass,no_sharing_tpc,3.5001,329.3147,232.781,223.2239,0.0032,4.4957,95.624,96.5337,1775859856787540854
ecgclass,slot_0:ecgclass,no_sharing_tpc,3.8236,359.7879,344.3108,343.077,0.0031,0.6941,14.9713,15.4771,1775859857030366943
ecgclass,slot_0:ecgclass,no_sharing_tpc,3.8545,1212.7011,871.87,280.0505,0.003,147.8215,340.2197,340.8311,1775859857386562474
ecgclass,slot_0:ecgclass,no_sharing_tpc,3.8728,1196.1675,871.87,280.0505,0.003,147.8215,321.9285,324.2975,1775859857386562474
ecgclass,slot_0:ecgclass,no_sharing_tpc,3.9368,1132.1762,871.87,280.0505,0.003,147.8215,257.9241,260.3061,1775859857386562474
ecgclass,slot_0:ecgclass,no_sharing_tpc,4.1188,950.1803,871.87,280.0505,0.003,147.8215,75.9182,78.3103,1775859857386562474
ecgclass,slot_0:ecgclass,no_sharing_tpc,4.1994,999.7458,125.0289,112.4837,0.0031,2.9863,873.5983,874.7169,1775859858264799669
ecgclass,slot_0:ecgclass,no_sharing_tpc,4.4476,751.5655,125.0289,112.4837,0.0031,2.9863,625.4039,626.5365,1775859858264799669
ecgclass,slot_0:ecgclass,no_sharing_tpc,4.4923,706.8775,125.0289,112.4837,0.0031,2.9863,580.7061,581.8485,1775859858264799669
ecgclass,slot_0:ecgclass,no_sharing_tpc,4.8603,338.8364,125.0289,112.4837,0.0031,2.9863,212.6565,213.8075,1775859858264799669
