task,t_center,count,throughput_rps,p50_ms,p99_ms,mean_ms
exchangefore,0.5,6,6.0,27.45497226715088,120.63294649124147,56.87133471171061
exchangefore,1.5,6,6.0,24.518966674804688,32.79939889907837,25.94105402628581
exchangefore,2.5,4,4.0,24.08289909362793,24.234251976013184,24.11586046218872
exchangefore,3.5,2,2.0,33.2103967666626,41.651127338409424,33.2103967666626
exchangefore,4.5,5,5.0,39.97182846069336,57.48420715332031,37.71958351135254
exchangefore,5.5,3,3.0,26.57318115234375,39.14052486419678,30.008395512898762
exchangefore,6.5,8,8.0,24.21104907989502,27.130234241485596,24.524033069610596
exchangefore,7.5,6,6.0,24.55759048461914,30.631971359252933,25.557597478230793
exchangefore,8.5,1,1.0,25.22873878479004,25.22873878479004,25.22873878479004
exchangefore,9.5,5,5.0,24.22165870666504,25.87456703186035,24.455928802490234
exchangefore,10.5,6,6.0,24.2767333984375,34.01932716369628,25.89873472849528
exchangefore,11.5,3,3.0,24.472713470458984,24.723653793334964,24.52222506205241
exchangefore,12.5,9,9.0,24.764299392700195,33.06893348693848,27.072297202216255
exchangefore,13.5,8,8.0,25.1467227935791,46.2265920639038,28.54055166244507
exchangefore,14.5,2,2.0,32.5092077255249,39.541728496551514,32.5092077255249
exchangefore,15.5,4,4.0,26.19147300720215,43.522062301635735,30.29501438140869
exchangefore,16.5,10,10.0,24.42026138305664,42.00559616088867,26.426029205322266
exchangefore,17.5,3,3.0,24.087905883789066,24.109401702880863,24.034420649210617
exchangefore,18.5,13,13.0,26.81279182434082,50.65698623657227,31.253906396719124
exchangefore,19.5,7,7.0,24.17159080505371,30.906839370727536,25.213173457554408
exchangefore,20.5,15,15.0,24.629831314086914,45.34865856170654,28.48219871520996
exchangefore,21.5,11,11.0,24.693965911865234,35.2447509765625,26.56544338573109
exchangefore,22.5,5,5.0,24.677038192749023,25.938644409179688,24.674129486083984
exchangefore,23.5,11,11.0,24.419307708740234,39.89121913909912,27.610822157426313
exchangefore,24.5,6,6.0,24.22499656677246,26.084613800048828,24.462461471557617
exchangefore,25.5,2,2.0,33.091068267822266,40.49591064453124,33.091068267822266
exchangefore,26.5,4,4.0,24.252891540527344,24.972591400146488,24.40643310546875
exchangefore,27.5,7,7.0,24.326801300048828,45.99518775939942,29.625449861798966
exchangefore,28.5,3,3.0,24.346590042114254,42.18648433685303,30.173619588216145
exchangefore,29.5,4,4.0,28.660178184509277,42.953894138336175,31.26615285873413
exchangefore,30.5,7,7.0,53.72405052185058,85.60614109039305,53.05957794189453
exchangefore,31.5,3,3.0,24.792194366455078,48.32217216491699,32.66223271687826
exchangefore,32.5,5,5.0,41.52035713195801,45.33273696899414,37.97955513000488
exchangefore,33.5,5,5.0,37.20211982727051,41.31871223449707,34.717416763305664
exchangefore,34.5,6,6.0,42.86456108093262,49.58280324935913,39.84991709391276
exchangefore,35.5,7,7.0,42.24824905395508,48.97552967071533,36.84023448399135
exchangefore,36.5,6,6.0,25.40731430053711,45.760929584503174,30.224164326985676
exchangefore,37.5,5,5.0,40.31872749328613,42.574195861816406,35.52098274230957
exchangefore,38.5,8,8.0,25.873541831970215,44.26482915878296,29.664039611816406
exchangefore,39.5,4,4.0,24.597644805908203,41.975016593933105,28.912067413330078
exchangefore,40.5,4,4.0,28.56779098510743,39.82534885406494,30.18242120742798
exchangefore,41.5,1,1.0,25.96306800842285,25.96306800842285,25.96306800842285
exchangefore,42.5,5,5.0,24.459362030029297,31.951065063476562,25.835371017456055
exchangefore,43.5,8,8.0,23.987174034118652,30.99114418029785,25.530874729156494
exchangefore,44.5,4,4.0,33.44106674194336,55.28983831405638,36.866188049316406
exchangefore,45.5,5,5.0,29.785871505737305,48.12755584716797,34.12361145019531
exchangefore,46.5,7,7.0,33.639192581176765,48.52663040161133,34.04855728149414
exchangefore,47.5,5,5.0,25.26235580444336,57.33063697814941,33.15882682800293
exchangefore,48.5,9,9.0,34.976959228515625,53.95651817321777,36.79900699191623
exchangefore,49.5,6,6.0,35.9647274017334,48.560810089111335,34.96193885803223
exchangefore,50.5,3,3.0,34.41715240478516,57.56371021270753,39.414803187052414
exchangefore,51.5,9,9.0,54.90517616271973,75.65771102905273,46.06811205546061
exchangefore,52.5,3,3.0,24.14989471435547,24.481210708618164,24.062077204386394
exchangefore,53.5,9,9.0,43.99776458740234,51.89146041870117,41.59818755255805
exchangefore,54.5,7,7.0,25.640249252319336,54.134569168090806,30.88559423174177
exchangefore,55.5,3,3.0,39.08514976501465,39.575347900390625,34.33394432067871
exchangefore,56.5,8,8.0,46.570777893066406,86.12992048263548,47.62712121009827
exchangefore,57.5,1,1.0,37.98246383666992,37.98246383666992,37.98246383666992
exchangefore,58.5,3,3.0,24.048328399658203,41.24194622039795,29.805580774943035
exchangefore,59.5,5,5.0,25.818586349487305,35.001411437988274,28.419113159179688
exchangefore,60.5,7,7.0,24.75380897521973,54.02719020843505,32.13885852268764
exchangefore,61.5,3,3.0,51.97596549987793,59.329872131347656,54.3825626373291
exchangefore,62.5,5,5.0,28.95450592041016,49.18490409851074,33.14952850341797
exchangefore,63.5,7,7.0,38.76996040344238,54.325833320617676,37.87217821393694
exchangefore,64.5,9,9.0,24.57547187805176,37.67655372619629,27.473264270358616
exchangefore,65.5,8,8.0,24.232745170593265,42.956480979919434,28.370201587677002
exchangefore,66.5,5,5.0,35.941123962402344,49.71538543701172,39.853572845458984
exchangefore,67.5,4,4.0,32.080769538879395,44.89320516586303,33.17469358444214
exchangefore,68.5,6,6.0,40.01212120056152,75.68387985229494,42.34759012858073
