task,condition,elapsed_sec,latency_ms,server_exec_ms,server_proc_ms,server_swap_ms,server_decoder_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms
nyudepth,single_nyudepth,0.0,252.9588,243.612,187.0561,0.0026,56.2583,2.2957,9.3468
nyudepth,single_nyudepth,0.1641,117.5821,27.4121,4.4424,0.0012,22.8165,85.5753,90.17
nyudepth,single_nyudepth,0.3168,33.3135,27.7304,3.8254,0.0011,23.7215,1.3602,5.5831
nyudepth,single_nyudepth,0.4754,34.3349,27.5305,3.9551,0.0012,23.375,1.7238,6.8044
nyudepth,single_nyudepth,0.4953,126.415,110.9703,14.1757,0.001,48.3144,11.2565,15.4447
nyudepth,single_nyudepth,0.4998,124.6169,110.9703,14.1757,0.001,48.3144,6.7058,13.6465
nyudepth,single_nyudepth,0.5979,55.2852,27.9189,4.5492,0.0011,23.036,23.4571,27.3663
nyudepth,single_nyudepth,0.6913,32.5322,27.4137,3.8279,0.0011,23.4078,1.1563,5.1185
nyudepth,single_nyudepth,0.9001,32.8493,27.5487,3.9914,0.001,23.3487,1.3385,5.3006
nyudepth,single_nyudepth,0.9048,59.4103,27.2312,3.4673,0.0011,23.6147,28.259,32.1792
nyudepth,single_nyudepth,0.9743,33.0956,28.1883,3.5929,0.001,24.4372,0.9234,4.9073
nyudepth,single_nyudepth,0.9789,59.6864,28.5729,3.4792,0.0012,24.9481,27.2164,31.1135
nyudepth,single_nyudepth,1.0527,33.1712,28.2478,3.6447,0.001,24.4582,0.9501,4.9234
nyudepth,single_nyudepth,1.167,33.3219,27.5964,3.9938,0.0012,23.4164,1.2343,5.7254
nyudepth,single_nyudepth,1.193,36.9823,28.1724,3.4626,0.0011,24.5727,4.9653,8.8098
nyudepth,single_nyudepth,1.2751,32.7332,27.7197,3.8875,0.0011,23.642,1.164,5.0135
nyudepth,single_nyudepth,1.2857,75.7151,50.1339,3.9966,0.001,22.9936,21.5118,25.5812
nyudepth,single_nyudepth,1.2912,76.8983,50.1339,3.9966,0.001,22.9936,16.0296,26.7644
nyudepth,single_nyudepth,1.3119,83.7209,29.4735,3.6849,0.0032,23.5888,50.3285,54.2474
nyudepth,single_nyudepth,1.3722,54.0445,28.7727,3.7941,0.0009,24.8245,21.2216,25.2718
nyudepth,single_nyudepth,1.3997,57.3502,29.3158,3.4966,0.001,25.6652,24.1246,28.0343
nyudepth,single_nyudepth,1.4842,32.8934,27.9208,3.7216,0.0012,24.0176,1.087,4.9726
nyudepth,single_nyudepth,1.4988,47.5657,27.6057,3.4976,0.0009,23.9684,16.0873,19.96
nyudepth,single_nyudepth,1.6205,33.4191,27.6383,4.0382,0.0011,23.4027,1.3227,5.7808
nyudepth,single_nyudepth,1.7021,33.6301,27.5033,3.9111,0.0012,23.4106,1.4811,6.1269
nyudepth,single_nyudepth,1.7458,33.4742,27.331,3.6243,0.0011,23.5471,1.9801,6.1432
nyudepth,single_nyudepth,1.7739,36.2976,28.0452,3.444,0.0008,24.4469,3.1626,8.2524
nyudepth,single_nyudepth,1.8044,37.0178,29.0036,4.5931,0.001,24.2218,3.8252,8.0143
nyudepth,single_nyudepth,1.8102,85.9568,52.4719,3.6258,0.0009,24.3395,29.2647,33.4849
nyudepth,single_nyudepth,1.8206,78.0947,52.4719,3.6258,0.0009,24.3395,18.8529,25.6228
nyudepth,single_nyudepth,1.8665,61.8875,29.1436,4.1469,0.001,24.8224,28.791,32.7439
nyudepth,single_nyudepth,1.8937,66.2451,29.3038,3.4706,0.001,25.6763,32.4106,36.9413
nyudepth,single_nyudepth,1.977,34.5571,28.6432,3.8105,0.0012,24.6666,1.9412,5.9139
nyudepth,single_nyudepth,2.0237,32.4061,27.6381,3.6319,0.0012,23.8519,0.9294,4.768
nyudepth,single_nyudepth,2.0402,45.176,27.4173,3.4673,0.0009,23.8161,13.6907,17.7588
nyudepth,single_nyudepth,2.0712,45.3844,29.1039,3.4274,0.0009,25.5334,11.9047,16.2805
nyudepth,single_nyudepth,2.1135,33.7174,28.93,3.4612,0.0008,25.3196,0.8523,4.7874
nyudepth,single_nyudepth,2.1367,41.6918,29.4689,3.4799,0.001,25.8297,8.3439,12.2229
nyudepth,single_nyudepth,2.1583,52.084,29.3147,3.5277,0.0011,25.6314,17.8807,22.7693
nyudepth,single_nyudepth,2.2165,35.666,28.7029,3.5801,0.001,24.9653,1.6727,6.9631
nyudepth,single_nyudepth,2.2371,45.1641,28.6989,4.0866,0.0014,24.3916,12.2736,16.4652
nyudepth,single_nyudepth,2.3253,33.9625,27.882,3.9482,0.0011,23.7461,1.3311,6.0804
nyudepth,single_nyudepth,2.4194,33.1528,27.5588,4.0044,0.0012,23.3459,1.4427,5.594
nyudepth,single_nyudepth,2.4907,32.8448,27.435,3.9024,0.0012,23.3505,1.2317,5.4098
nyudepth,single_nyudepth,2.4953,59.4487,28.4304,3.5648,0.0008,24.7233,25.8346,31.0183
nyudepth,single_nyudepth,2.5709,33.2208,27.7604,3.61,0.0011,23.6237,1.3297,5.4603
nyudepth,single_nyudepth,2.6613,33.262,27.6101,3.9605,0.0014,23.4489,1.4665,5.6519
nyudepth,single_nyudepth,2.7356,33.015,27.4557,3.8476,0.0012,23.4127,1.4849,5.5593
nyudepth,single_nyudepth,2.7554,42.9111,27.9455,3.4121,0.0008,24.3749,10.9866,14.9656
nyudepth,single_nyudepth,2.7757,76.5078,51.6526,3.5622,0.0008,23.9639,20.3936,24.8552
nyudepth,single_nyudepth,2.7874,67.1716,51.6526,3.5622,0.0008,23.9639,8.7552,15.519
nyudepth,single_nyudepth,2.8104,139.7164,89.2253,17.2205,0.0014,23.9359,41.7399,50.4911
nyudepth,single_nyudepth,2.8118,138.2372,89.2253,17.2205,0.0014,23.9359,40.2529,49.012
nyudepth,single_nyudepth,2.8236,129.7309,89.2253,17.2205,0.0014,23.9359,28.5048,40.5057
nyudepth,single_nyudepth,2.9107,70.2357,30.4612,4.5576,0.001,25.7315,35.6634,39.7745
nyudepth,single_nyudepth,3.1772,33.4387,27.5848,4.0449,0.0011,23.3113,1.5457,5.8539
nyudepth,single_nyudepth,3.2148,32.7456,27.3234,3.5148,0.001,23.6481,1.3704,5.4222
nyudepth,single_nyudepth,3.2348,42.9652,28.5049,3.4217,0.0011,24.9272,10.4954,14.4603
nyudepth,single_nyudepth,3.2616,46.7243,28.7873,3.4714,0.0012,24.8124,13.9682,17.937
nyudepth,single_nyudepth,3.2838,78.8572,52.2738,3.4712,0.0011,24.3249,22.3975,26.5834
nyudepth,single_nyudepth,3.2943,71.3363,52.2738,3.4712,0.0011,24.3249,11.8957,19.0625
nyudepth,single_nyudepth,3.3657,35.28,29.1726,3.7741,0.0013,25.2145,2.0561,6.1074
