task,n_requests,throughput_rps,avg_latency_ms
heartrate,686,11.433333333333334,87.47279276404768
ecgclass,685,11.416666666666666,87.62745402386263
exchangefore,692,11.533333333333333,86.76231252514042
eclfore,686,11.433333333333334,87.52819667936849
gestureclass,676,11.266666666666667,88.8317524077999
diasbp,690,11.5,87.0313728781606
sysbp,693,11.55,86.65566231711388
etth1fore,692,11.533333333333333,86.78002564998268
