elapsed_s,allocated_mb,reserved_mb
0.00,3522.3,3738.0
0.50,3553.1,3782.0
1.00,3549.9,3782.0
1.50,3550.0,3782.0
2.00,3547.1,3782.0
2.50,3548.5,3782.0
3.00,3549.7,3782.0
3.50,3549.8,3782.0
4.01,3549.0,3782.0
4.51,3549.0,3782.0
5.01,3548.6,3782.0
5.51,3548.5,3782.0
6.01,3552.1,3782.0
6.51,3549.8,3782.0
7.01,3545.5,3782.0
7.51,3551.6,3782.0
8.01,3549.1,3782.0
8.51,3553.0,3782.0
9.01,3547.8,3782.0
9.51,3552.8,3782.0
10.01,3553.8,3782.0
10.51,3553.1,3782.0
11.02,3553.1,3782.0
11.52,3551.8,3782.0
12.02,3548.9,3782.0
12.52,3548.4,3782.0
13.02,3546.6,3782.0
13.52,3548.8,3782.0
14.02,3544.8,3782.0
14.52,3553.1,3782.0
15.02,3554.4,3782.0
15.52,3546.8,3782.0
16.02,3547.8,3782.0
16.52,3547.3,3782.0
17.02,3550.4,3782.0
17.52,3553.1,3782.0
18.02,3549.4,3782.0
18.52,3551.5,3782.0
19.03,3547.4,3782.0
19.53,3548.3,3782.0
20.03,3549.8,3782.0
20.53,3552.5,3782.0
21.03,3547.8,3782.0
21.53,3551.6,3782.0
22.03,3547.0,3782.0
22.53,3552.4,3782.0
23.03,3550.6,3782.0
23.53,3552.8,3782.0
24.03,3548.2,3782.0
24.53,3547.0,3782.0
25.03,3552.6,3782.0
25.53,3549.3,3782.0
26.04,3550.8,3782.0
26.54,3545.1,3782.0
27.04,3550.9,3782.0
27.54,3548.8,3782.0
28.04,3554.9,3782.0
28.54,3550.6,3782.0
29.04,3550.5,3782.0
29.54,3552.2,3782.0
30.04,3550.4,3782.0
30.54,3548.9,3782.0
31.04,3549.1,3782.0
31.54,3548.7,3782.0
32.04,3547.4,3782.0
32.54,3547.4,3782.0
33.04,3552.6,3782.0
33.55,3547.3,3782.0
34.05,3550.1,3782.0
34.55,3547.6,3782.0
35.05,3551.2,3782.0
35.55,3548.9,3782.0
36.05,3550.4,3782.0
36.55,3550.4,3782.0
37.05,3549.1,3782.0
37.55,3547.5,3782.0
38.05,3550.4,3782.0
38.55,3549.4,3782.0
39.05,3550.8,3782.0
39.55,3549.2,3782.0
40.05,3550.9,3782.0
40.55,3550.9,3782.0
41.05,3549.6,3782.0
41.55,3548.9,3782.0
42.06,3552.4,3782.0
42.56,3551.9,3782.0
43.06,3549.5,3782.0
43.56,3552.1,3782.0
44.06,3546.5,3782.0
44.56,3551.0,3782.0
45.06,3544.5,3782.0
45.56,3549.3,3782.0
46.06,3546.9,3782.0
46.56,3552.3,3782.0
47.06,3550.5,3782.0
47.56,3548.3,3782.0
48.06,3550.8,3782.0
48.56,3550.6,3782.0
49.06,3550.7,3782.0
49.56,3549.1,3782.0
50.07,3548.6,3782.0
50.57,3546.4,3782.0
51.07,3552.2,3782.0
51.57,3550.9,3782.0
52.07,3549.0,3782.0
52.57,3551.4,3782.0
53.07,3553.3,3782.0
53.57,3547.3,3782.0
54.07,3548.8,3782.0
54.57,3550.3,3782.0
55.07,3546.0,3782.0
55.57,3550.0,3782.0
56.07,3551.5,3782.0
56.57,3550.7,3782.0
57.07,3549.5,3782.0
57.57,3549.8,3782.0
58.08,3547.5,3782.0
58.58,3549.9,3782.0
59.08,3546.3,3782.0
59.58,3549.9,3782.0
