task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms
ecgclass,no_sharing,797,79.7,83.401,81.981,115.743,133.703
gestureclass,no_sharing,803,80.3,84.11,82.741,118.671,135.019
