elapsed_s,allocated_mb,reserved_mb
0.00,514.6,554.0
0.50,516.5,594.0
1.00,522.6,594.0
1.50,516.5,594.0
2.00,516.5,594.0
2.50,516.5,594.0
3.00,516.5,594.0
3.50,516.5,594.0
4.00,516.5,594.0
4.51,516.5,594.0
5.01,516.5,594.0
5.51,518.4,594.0
6.01,516.5,594.0
6.51,520.6,594.0
7.01,516.5,594.0
7.51,516.5,594.0
8.01,516.5,594.0
8.51,516.5,594.0
9.01,516.5,594.0
9.51,516.5,594.0
10.01,516.5,594.0
10.51,516.5,594.0
11.01,516.5,594.0
11.51,516.5,594.0
12.01,516.5,594.0
12.51,516.5,594.0
13.01,516.5,594.0
13.51,516.5,594.0
14.01,528.4,594.0
14.51,516.5,594.0
15.01,522.5,594.0
15.51,516.5,594.0
16.01,535.8,594.0
16.51,516.5,594.0
17.02,516.5,594.0
17.52,516.5,594.0
18.02,516.5,594.0
18.52,516.5,594.0
19.02,516.5,594.0
19.52,516.5,594.0
20.02,516.5,594.0
20.52,516.5,594.0
21.02,516.5,594.0
21.52,516.5,594.0
22.02,516.5,594.0
22.52,516.5,594.0
23.02,516.5,594.0
23.52,516.5,594.0
24.02,516.5,594.0
24.52,516.5,594.0
25.02,516.5,594.0
25.52,528.6,594.0
26.02,516.5,594.0
26.52,539.6,594.0
27.02,516.5,594.0
27.52,534.0,594.0
28.02,516.5,594.0
28.52,516.5,594.0
29.03,516.5,594.0
29.53,516.5,594.0
30.03,516.5,594.0
30.53,516.5,594.0
31.03,516.5,594.0
31.53,516.5,594.0
32.03,516.5,594.0
32.53,516.5,594.0
33.03,516.5,594.0
33.53,516.5,594.0
34.03,516.5,594.0
34.53,516.5,594.0
35.03,516.5,594.0
35.53,516.5,594.0
36.03,516.5,594.0
36.53,516.5,594.0
37.03,514.7,594.0
37.53,516.5,594.0
38.03,534.5,594.0
38.53,516.5,594.0
39.03,530.2,594.0
39.53,516.5,594.0
40.03,516.5,594.0
40.53,516.5,594.0
41.03,516.5,594.0
41.54,516.5,594.0
42.04,516.5,594.0
42.54,516.5,594.0
43.04,516.5,594.0
43.54,516.5,594.0
44.04,516.5,594.0
44.54,516.5,594.0
45.04,516.5,594.0
45.54,516.5,594.0
46.04,516.5,594.0
46.54,516.5,594.0
47.04,516.5,594.0
47.54,516.5,594.0
48.04,516.5,594.0
48.54,516.5,594.0
49.04,516.5,594.0
49.54,524.5,594.0
50.04,516.5,594.0
50.54,522.5,594.0
51.04,516.5,594.0
51.54,526.5,594.0
52.04,516.5,594.0
52.54,526.3,594.0
53.04,516.5,594.0
53.54,516.5,594.0
54.05,516.5,594.0
54.55,516.5,594.0
55.05,516.5,594.0
55.55,516.5,594.0
56.05,516.5,594.0
56.55,516.5,594.0
57.05,516.5,594.0
57.55,516.5,594.0
58.05,516.5,594.0
58.55,516.5,594.0
59.05,516.5,594.0
59.55,516.5,594.0
60.05,516.5,594.0
