task,n_requests,throughput_rps,avg_latency_ms
trafficfore,490,49.0,20.44939422450291
weatherfore,490,49.0,20.44933935100688
etth1fore,490,49.0,20.449985295905133
heartrate,490,49.0,20.450517791870915
ecgclass,490,49.0,20.451356732658553
gestureclass,490,49.0,20.451604487744607
diasbp,490,49.0,20.451611238762297
sysbp,490,49.0,20.451999351031674
exchangefore,490,49.0,20.45123974695733
eclfore,490,49.0,20.453189028556118
