task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_client_pre_rpc_ms,avg_non_server_exec_overhead_ms
nyudepth,fifo,4114,24.2,20656.396,20227.596,41508.465,43596.199,783.005,777.129,0.003,0.35,19835.287,0.0,19873.391
vocseg,fifo,10170,59.8235,152577.401,163521.204,236030.858,242437.738,1174.451,1154.421,0.003,0.603,151366.605,0.0,151402.95
