task,tpc_count,concurrency,send_elapsed_sec,complete_elapsed_sec,latency_ms,total_response_time_ms,server_exec_ms,server_proc_ms,server_swap_ms,server_decoder_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms,server_start_ns,worker_id
nyudepth,1,1,0.0001,0.5764,576.278,576.278,550.1582,383.9369,0.0051,165.4208,6.2211,26.1198,1775533106091659695,0
nyudepth,1,1,0.5764,0.6147,38.3122,38.3122,18.9208,17.5333,0.0027,0.89,5.8465,19.3914,1775533106667590473,0
nyudepth,1,1,0.6147,0.7272,112.458,112.458,97.1441,95.8935,0.0021,0.8478,4.4153,15.3139,1775533106704490962,0
nyudepth,1,1,0.7272,0.8403,113.0414,113.0414,98.6461,97.6054,0.0018,0.696,4.7112,14.3953,1775533106817260243,0
nyudepth,1,1,0.8403,0.9577,117.4099,117.4099,103.6028,102.3852,0.0018,0.6918,3.9387,13.8072,1775533106929539948,0
nyudepth,1,1,0.9577,1.0743,116.6646,116.6646,102.7811,101.7722,0.0019,0.689,4.1733,13.8835,1775533107047197441,0
nyudepth,1,1,1.0744,1.1934,119.015,119.015,104.9586,103.6756,0.0042,0.9135,3.4552,14.0564,1775533107163154825,0
nyudepth,1,1,1.1934,1.3089,115.4785,115.4785,100.1312,99.1069,0.0017,0.688,5.4748,15.3474,1775533107284204006,0
nyudepth,1,1,1.3089,1.4259,117.0671,117.0671,103.4379,102.4198,0.0018,0.6956,3.7482,13.6291,1775533107397966053,0
nyudepth,1,1,1.426,1.5425,116.5464,116.5464,103.2664,102.2632,0.0017,0.6823,3.9482,13.2799,1775533107515245930,0
nyudepth,1,1,1.5425,1.6609,118.3648,118.3648,105.7177,104.4405,0.0017,0.6775,3.1047,12.6471,1775533107630958874,0
nyudepth,1,1,1.6609,1.7768,115.9525,115.9525,102.3381,101.348,0.0017,0.6775,4.0848,13.6144,1775533107750316681,0
nyudepth,1,1,1.7769,1.8913,114.424,114.424,102.041,101.2004,0.0014,0.5635,3.2716,12.383,1775533107865466261,0
nyudepth,1,1,1.8913,2.0078,116.4808,116.4808,104.1355,103.2978,0.0014,0.5625,3.5191,12.3453,1775533107980148127,0
nyudepth,1,1,2.0078,2.1246,116.8048,116.8048,105.2484,104.4125,0.0014,0.5697,2.959,11.5564,1775533108096077922,0
nyudepth,1,1,2.1246,2.2415,116.9536,116.9536,105.0645,104.2273,0.0014,0.5588,3.412,11.8892,1775533108213345964,0
nyudepth,1,1,2.2416,2.359,117.4371,117.4371,105.753,104.9434,0.0015,0.5545,2.738,11.6841,1775533108329634370,0
nyudepth,1,1,2.359,2.476,116.9512,116.9512,104.3873,103.5759,0.0014,0.5523,3.6936,12.5639,1775533108448037723,0
nyudepth,1,1,2.476,2.5933,117.3711,117.3711,105.4872,104.3597,0.0012,0.5543,2.9969,11.8839,1775533108564300683,0
nyudepth,1,1,2.5933,2.7099,116.5257,116.5257,104.7133,103.9062,0.0014,0.5529,3.1614,11.8123,1775533108681847196,0
nyudepth,1,1,2.7099,2.8269,116.9965,116.9965,105.3663,104.5471,0.0014,0.5586,2.8942,11.6302,1775533108798115086,0
nyudepth,1,1,2.8269,2.9439,116.9624,116.9624,105.0432,104.2116,0.0015,0.5666,3.4027,11.9192,1775533108915629659,0
