elapsed_s,allocated_mb,reserved_mb
0.00,3259.7,3262.0
0.50,3388.6,3602.0
1.00,3366.8,3604.0
1.50,3357.8,3606.0
2.00,3360.4,3606.0
2.50,3351.8,3606.0
3.00,3347.2,3606.0
3.50,3350.6,3606.0
4.00,3388.2,3606.0
4.51,3358.1,3606.0
5.01,3368.4,3606.0
5.51,3362.7,3606.0
6.01,3372.9,3606.0
6.51,3348.1,3606.0
7.01,3379.6,3606.0
7.51,3373.9,3606.0
8.01,3350.2,3606.0
8.51,3374.2,3606.0
9.01,3361.1,3606.0
9.51,3385.3,3606.0
10.01,3364.4,3606.0
10.51,3377.3,3606.0
11.01,3351.0,3606.0
11.51,3388.2,3606.0
12.02,3363.1,3606.0
12.52,3363.8,3606.0
13.02,3379.3,3606.0
13.52,3362.3,3606.0
14.02,3370.8,3606.0
14.52,3361.5,3606.0
15.02,3372.2,3606.0
15.52,3366.8,3606.0
16.02,3374.1,3606.0
16.52,3345.6,3606.0
17.02,3344.5,3606.0
17.52,3382.3,3606.0
18.02,3380.8,3606.0
18.52,3362.6,3606.0
19.02,3357.0,3606.0
19.52,3357.5,3606.0
20.02,3345.7,3606.0
20.53,3362.3,3606.0
21.03,3353.2,3606.0
21.53,3362.4,3606.0
22.03,3364.7,3606.0
22.53,3368.7,3606.0
23.03,3374.3,3606.0
23.53,3351.7,3606.0
24.03,3346.1,3606.0
24.53,3347.3,3606.0
25.03,3393.5,3606.0
25.53,3346.7,3606.0
26.03,3372.9,3606.0
26.53,3350.8,3606.0
27.03,3346.5,3606.0
27.53,3367.5,3606.0
28.03,3370.1,3606.0
28.53,3382.0,3606.0
29.03,3420.2,3606.0
29.53,3365.6,3606.0
30.04,3373.1,3606.0
30.54,3356.0,3606.0
31.04,3360.7,3606.0
31.54,3342.0,3606.0
32.04,3342.8,3606.0
32.54,3376.3,3606.0
33.04,3348.8,3606.0
33.54,3366.0,3606.0
34.04,3336.1,3606.0
34.54,3347.8,3606.0
35.04,3374.0,3606.0
35.54,3377.1,3606.0
36.04,3346.8,3606.0
36.54,3379.7,3606.0
37.04,3368.7,3606.0
37.54,3378.8,3606.0
38.04,3358.7,3606.0
38.54,3383.6,3606.0
39.04,3382.9,3606.0
39.55,3336.4,3606.0
40.05,3335.2,3606.0
40.55,3355.9,3606.0
41.05,3364.2,3606.0
41.55,3362.0,3606.0
42.05,3349.0,3606.0
42.55,3343.5,3606.0
43.05,3372.1,3606.0
43.55,3389.1,3606.0
44.05,3360.6,3606.0
44.55,3348.8,3606.0
45.05,3334.9,3606.0
45.56,3342.7,3606.0
46.06,3352.0,3606.0
46.56,3400.2,3606.0
47.06,3368.6,3606.0
47.56,3364.8,3606.0
48.06,3410.4,3606.0
48.56,3337.1,3606.0
49.06,3330.7,3606.0
49.56,3369.4,3606.0
50.06,3355.9,3606.0
50.56,3351.9,3606.0
51.06,3357.2,3606.0
51.56,3360.0,3606.0
52.06,3384.0,3606.0
52.56,3357.5,3606.0
53.06,3354.7,3606.0
53.57,3344.1,3606.0
54.07,3364.3,3606.0
54.57,3365.9,3606.0
55.07,3382.3,3606.0
55.57,3349.0,3606.0
56.07,3348.7,3606.0
56.57,3381.6,3606.0
57.07,3368.8,3606.0
57.57,3358.2,3606.0
58.07,3372.1,3606.0
58.57,3364.7,3606.0
59.07,3448.6,3606.0
59.57,3347.2,3606.0
60.07,3312.6,3606.0
