task,n_requests,throughput_rps,avg_latency_ms
heartrate,254,4.233333333333333,236.23255448687206
ecgclass,250,4.166666666666667,240.11957764159888
gestureclass,252,4.2,238.2463978701419
exchangefore,255,4.25,235.54838157678935
sysbp,256,4.266666666666667,234.69561088768387
eclfore,258,4.3,232.9070424857773
diasbp,255,4.25,235.69829728929145
etth1fore,254,4.233333333333333,236.64385341126177
