batch_start_ns,observed_batch_size,send_time_rel_first
1775260841640776618,4,10.004198
1775260841707921797,8,10.026665
1775260841762157096,7,10.076279
1775260841822923018,7,10.097216
1775260841888081101,8,10.139604
1775260841949141136,8,10.250934
1775260842014455525,8,10.333885
1775260842087032449,8,10.388667
1775260842149716524,8,10.470721
1775260842201317379,6,10.538585
1775260842254482423,5,10.625992
1775260842307063780,4,10.72333
1775260842346486128,4,10.739369
1775260842393707493,3,10.809077
1775260842427372682,5,10.842289
1775260842470600424,4,10.877949
1775260842504515493,2,10.926301
1775260842549003040,3,10.960837
1775260842579498492,2,11.010891
1775260842610367769,1,11.044036
1775260842634420740,1,11.082703
1775260842681872976,5,11.110486
1775260842725867522,5,11.129587
1775260842781377716,5,11.158104
1775260842836206811,5,11.201976
1775260842893270883,7,11.244835
1775260842957709115,10,11.277523
1775260843011906112,5,11.330106
1775260843076694029,6,11.347015
1775260843132494486,8,11.380385
1775260843195204742,5,11.4505
1775260843241138882,7,11.523287
1775260843306193170,5,11.576125
1775260843367104509,8,11.611581
1775260843423259921,6,11.723145
1775260843476548729,6,11.822896
1775260843570344532,8,11.925819
1775260843629994466,7,11.972766
1775260843674109007,3,12.02775
1775260843723077838,4,12.059722
1775260843780179912,6,12.114793
1775260843853586352,8,12.149049
1775260843907251836,6,12.217616
1775260843972154628,8,12.251703
1775260844023218670,5,12.375947
1775260844079898255,6,12.446115
1775260844150123657,8,12.4841
1775260844190167731,4,12.579876
1775260844224653175,2,12.6636
1775260844279955061,6,12.68532
1775260844325756335,3,12.729887
1775260844364266293,3,12.776236
1775260844400806716,3,12.8334
1775260844436847129,3,12.863207
1775260844482944216,1,12.931984
1775260844533913675,2,12.976358
1775260844566508777,2,12.999143
1775260844623142152,3,13.040184
1775260844685587068,6,13.055965
1775260844733034844,5,13.103322
1775260844794049659,8,13.175517
1775260844832780967,4,13.234129
1775260844879092934,3,13.306674
1775260844926920137,4,13.328347
1775260844990705671,5,13.357913
1775260845057989467,9,13.392159
1775260845116485782,6,13.493799
1775260845186437514,6,13.552545
1775260845264483406,8,13.591933
1775260845322905509,8,13.657696
1775260845386309406,5,13.718144
1775260845464198432,9,13.763379
1775260845525770800,7,13.844841
1775260845584046006,6,13.962688
1775260845658974843,6,13.987394
1775260845734429764,8,14.036445
1775260845793584017,7,14.113688
1775260845861520911,8,14.167042
