req_id,client_id,send_time_rel,latency_ms,start_time_ns,end_time_ns
0,0,1e-06,1398.7145,1775260831546224497,1775260832929454575
596,1,1.7e-05,1398.9058,1775260831546224497,1775260832929454575
1201,2,2.6e-05,1398.905,1775260831546224497,1775260832929454575
1844,3,3.3e-05,1519.8543,1775260832935471736,1775260833050712458
2434,4,3.9e-05,1519.9361,1775260832935471736,1775260833050712458
3066,5,4.5e-05,1520.0987,1775260832935471736,1775260833050712458
3637,6,5.1e-05,1520.1001,1775260832935471736,1775260833050712458
4254,7,5.7e-05,1520.4041,1775260832935471736,1775260833050712458
4884,8,6.1e-05,1520.5166,1775260832935471736,1775260833050712458
5477,9,6.4e-05,1520.6869,1775260832935471736,1775260833050712458
597,1,0.017488,1503.2825,1775260832935471736,1775260833050712458
598,1,0.02579,1495.7328,1775260832935471736,1775260833050712458
599,1,0.031124,1490.4172,1775260832935471736,1775260833050712458
1202,2,0.037472,1484.0841,1775260832935471736,1775260833050712458
4255,7,0.062088,1460.175,1775260832935471736,1775260833050712458
1845,3,0.07652,1445.7567,1775260832935471736,1775260833050712458
1203,2,0.086886,1435.3974,1775260832935471736,1775260833050712458
5478,9,0.130485,1391.8023,1775260832935471736,1775260833050712458
4256,7,0.132085,1390.2078,1775260832935471736,1775260833050712458
2435,4,0.143443,1378.9487,1775260832935471736,1775260833050712458
4885,8,0.150097,1372.3276,1775260832935471736,1775260833050712458
600,1,0.150127,1372.3044,1775260832935471736,1775260833050712458
2436,4,0.158108,1366.838,1775260832935471736,1775260833050712458
1846,3,0.163483,1361.4779,1775260832935471736,1775260833050712458
4257,7,0.178158,1346.8111,1775260832935471736,1775260833050712458
4886,8,0.201714,1323.2627,1775260832935471736,1775260833050712458
1204,2,0.207062,1317.9233,1775260832935471736,1775260833050712458
1,0,0.241389,1283.6034,1775260832935471736,1775260833050712458
5479,9,0.258791,1266.2084,1775260832935471736,1775260833050712458
3067,5,0.274182,1250.8252,1775260832935471736,1775260833050712458
2437,4,0.278502,1246.5122,1775260832935471736,1775260833050712458
3638,6,0.299126,1225.8945,1775260832935471736,1775260833050712458
1847,3,0.30067,1224.3571,1775260832935471736,1775260833050712458
601,1,0.306004,1219.0313,1775260832935471736,1775260833050712458
1205,2,0.314548,1210.4952,1775260832935471736,1775260833050712458
4258,7,0.325893,1199.1582,1775260832935471736,1775260833050712458
1848,3,0.336529,1188.5304,1775260832935471736,1775260833050712458
2438,4,0.339089,1185.9779,1775260832935471736,1775260833050712458
5480,9,0.343379,1182.0312,1775260832935471736,1775260833050712458
602,1,0.345672,1179.75,1775260832935471736,1775260833050712458
3068,5,0.371021,1154.7499,1775260832935471736,1775260833050712458
1206,2,0.371231,1154.5534,1775260832935471736,1775260833050712458
4887,8,0.374557,1151.237,1775260832935471736,1775260833050712458
1207,2,0.381025,1144.7775,1775260832935471736,1775260833050712458
4259,7,0.388305,1137.5055,1775260832935471736,1775260833050712458
4260,7,0.390569,1135.2501,1775260832935471736,1775260833050712458
5481,9,0.412891,1112.9372,1775260832935471736,1775260833050712458
3639,6,0.414183,1111.9635,1775260832935471736,1775260833050712458
4888,8,0.45447,1071.6839,1775260832935471736,1775260833050712458
1208,2,0.459916,1066.2453,1775260832935471736,1775260833050712458
1849,3,0.461242,1065.1927,1775260832935471736,1775260833050712458
2,0,0.475525,1050.9205,1775260832935471736,1775260833050712458
603,1,0.479887,1046.5629,1775260832935471736,1775260833050712458
1850,3,0.48016,1046.2933,1775260832935471736,1775260833050712458
4889,8,0.4825,1043.9572,1775260832935471736,1775260833050712458
2439,4,0.490808,1035.9161,1775260832935471736,1775260833050712458
604,1,0.492129,1034.6084,1775260832935471736,1775260833050712458
3069,5,0.493402,1033.3433,1775260832935471736,1775260833050712458
2440,4,0.498687,1028.2054,1775260832935471736,1775260833050712458
1851,3,0.509093,1017.8123,1775260832935471736,1775260833050712458
3070,5,0.509516,1017.3984,1775260832935471736,1775260833050712458
1852,3,0.520153,1006.9466,1775260832935471736,1775260833050712458
2441,4,0.537492,989.6195,1775260832935471736,1775260833050712458
1853,3,0.558817,968.3158,1775260832935471736,1775260833050712458
3640,6,0.578146,949.1694,1775260832935471736,1775260833050712458
5482,9,0.588498,938.8301,1775260832935471736,1775260833050712458
3071,5,0.591845,935.488,1775260832935471736,1775260833050712458
605,1,0.599271,1052.4807,1775260833070187581,1775260833182426533
1854,3,0.629997,1021.9722,1775260833070187581,1775260833182426533
5483,9,0.640601,1011.3807,1775260833070187581,1775260833182426533
1209,2,0.648014,1004.0874,1775260833070187581,1775260833182426533
606,1,0.653617,998.6384,1775260833070187581,1775260833182426533
1855,3,0.672914,979.3527,1775260833070187581,1775260833182426533
3,0,0.713325,939.3916,1775260833070187581,1775260833182426533
3641,6,0.719978,932.9019,1775260833070187581,1775260833182426533
3072,5,0.728473,924.4759,1775260833070187581,1775260833182426533
3642,6,0.729763,923.367,1775260833070187581,1775260833182426533
2442,4,0.736087,917.0597,1775260833070187581,1775260833182426533
4890,8,0.736114,917.0532,1775260833070187581,1775260833182426533
4,0,0.740971,912.5824,1775260833070187581,1775260833182426533
4891,8,0.742279,911.34,1775260833070187581,1775260833182426533
5,0,0.749592,904.3725,1775260833070187581,1775260833182426533
3073,5,0.756169,897.8093,1775260833070187581,1775260833182426533
607,1,0.758677,895.4201,1775260833070187581,1775260833182426533
5484,9,0.762996,891.2756,1775260833070187581,1775260833182426533
4892,8,0.766674,887.6114,1775260833070187581,1775260833182426533
1210,2,0.779352,875.0505,1775260833070187581,1775260833182426533
4893,8,0.777037,877.5072,1775260833070187581,1775260833182426533
2443,4,0.787737,866.8153,1775260833070187581,1775260833182426533
3643,6,0.789035,865.5217,1775260833070187581,1775260833182426533
5485,9,0.799331,855.834,1775260833070187581,1775260833182426533
3074,5,0.809682,845.5558,1775260833070187581,1775260833182426533
4894,8,0.826049,829.634,1775260833070187581,1775260833182426533
3075,5,0.850416,805.2845,1775260833070187581,1775260833182426533
3076,5,0.866054,789.7568,1775260833070187581,1775260833182426533
6,0,0.895411,760.4485,1775260833070187581,1775260833182426533
2444,4,0.923136,732.7304,1775260833070187581,1775260833182426533
4261,7,0.929752,726.2046,1775260833070187581,1775260833182426533
3077,5,0.945947,710.021,1775260833070187581,1775260833182426533
1211,2,0.952551,703.7446,1775260833070187581,1775260833182426533
3644,6,0.959886,696.4812,1775260833070187581,1775260833182426533
5486,9,0.96014,696.5666,1775260833070187581,1775260833182426533
4895,8,0.970452,686.2683,1775260833070187581,1775260833182426533
1856,3,0.989815,667.1379,1775260833070187581,1775260833182426533
1212,2,0.992359,664.6795,1775260833070187581,1775260833182426533
5487,9,0.995681,661.7262,1775260833070187581,1775260833182426533
4896,8,1.025013,632.4074,1775260833070187581,1775260833182426533
7,0,1.035629,621.799,1775260833070187581,1775260833182426533
5488,9,1.059211,598.527,1775260833070187581,1775260833182426533
1213,2,1.062832,594.9497,1775260833070187581,1775260833182426533
2445,4,1.068324,589.7477,1775260833070187581,1775260833182426533
2446,4,1.068969,589.1774,1775260833070187581,1775260833182426533
4262,7,1.079372,578.9962,1775260833070187581,1775260833182426533
4263,7,1.097046,561.4481,1775260833070187581,1775260833182426533
608,1,1.0996,558.9588,1775260833070187581,1775260833182426533
5489,9,1.137893,521.3857,1775260833070187581,1775260833182426533
2447,4,1.138124,521.2512,1775260833070187581,1775260833182426533
1857,3,1.146462,513.2039,1775260833070187581,1775260833182426533
4897,8,1.148849,510.8294,1775260833070187581,1775260833182426533
5490,9,1.166167,493.8362,1775260833070187581,1775260833182426533
609,1,1.172467,487.5462,1775260833070187581,1775260833182426533
4898,8,1.186814,473.3021,1775260833070187581,1775260833182426533
3078,5,1.197404,462.7998,1775260833070187581,1775260833182426533
3079,5,1.202274,458.1859,1775260833070187581,1775260833182426533
2448,4,1.204942,455.605,1775260833070187581,1775260833182426533
2449,4,1.210253,450.4611,1775260833070187581,1775260833182426533
4899,8,1.216905,443.9414,1775260833070187581,1775260833182426533
2450,4,1.254313,406.5449,1775260833070187581,1775260833182426533
2451,4,1.271872,389.1134,1775260833070187581,1775260833182426533
2452,4,1.291267,369.8018,1775260833070187581,1775260833182426533
610,1,1.296685,364.3942,1775260833070187581,1775260833182426533
5491,9,1.312044,442.44,1775260833205338686,1775260833285392163
1214,2,1.316417,438.1769,1775260833205338686,1775260833285392163
