task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_client_pre_rpc_ms,avg_non_server_exec_overhead_ms
nyudepth,no_sharing,5993,10.1576,73.442,61.37,164.29,246.126,48.773,47.095,0.002,0.989,17.894,0.0,24.669
vocseg,no_sharing,5925,10.0424,72.459,61.217,158.643,222.392,47.995,45.862,0.002,1.338,17.709,0.0,24.464
