task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_non_server_exec_overhead_ms
nyudepth,sharing,380,38.0,40.767,40.605,60.497,70.772,8.741,7.21,0.002,0.424,23.642,32.026
vocseg,sharing,425,42.5,39.159,39.24,56.706,64.071,8.407,7.079,0.001,0.437,22.571,30.752
