task,send_time_s,latency_ms
gestureclass,8.4210,4248.716
gestureclass,8.4357,4234.045
gestureclass,8.4634,4206.285
gestureclass,8.5222,4237.957
gestureclass,8.5303,4229.946
gestureclass,8.5570,4203.271
gestureclass,8.5643,4286.026
gestureclass,8.6059,4244.435
gestureclass,8.6092,4241.165
gestureclass,8.6125,4329.002
gestureclass,8.6272,4314.302
gestureclass,8.6285,4313.039
gestureclass,8.6347,4397.089
gestureclass,8.6510,4380.831
gestureclass,8.6563,4375.536
gestureclass,8.7094,4412.703
gestureclass,8.7257,4396.385
gestureclass,8.7379,4384.209
gestureclass,8.7533,4458.626
gestureclass,8.7796,4432.363
gestureclass,8.7859,4426.053
gestureclass,8.8149,4487.236
gestureclass,8.8645,4437.605
gestureclass,8.9065,4395.579
gestureclass,8.9211,4471.737
gestureclass,8.9256,4467.302
gestureclass,8.9320,4460.921
gestureclass,8.9637,4520.171
gestureclass,8.9823,4501.584
gestureclass,8.9899,4493.969
gestureclass,8.9912,4582.955
gestureclass,9.0311,4543.083
gestureclass,9.0335,4540.659
gestureclass,9.0455,4620.144
gestureclass,9.0521,4613.554
gestureclass,9.0605,4605.155
gestureclass,9.0619,4694.956
gestureclass,9.0685,4688.292
gestureclass,9.1185,4638.361
gestureclass,9.1309,4716.422
gestureclass,9.1426,4704.724
gestureclass,9.1599,4687.438
gestureclass,9.1691,4768.395
gestureclass,9.1767,4760.790
gestureclass,9.1768,4760.734
gestureclass,9.2081,4820.276
gestureclass,9.2330,4795.461
gestureclass,9.2429,4785.536
gestureclass,9.2622,4856.464
gestureclass,9.2725,4846.187
gestureclass,9.2748,4843.934
gestureclass,9.2780,4932.248
gestureclass,9.3451,4865.222
gestureclass,9.3700,4840.356
gestureclass,9.3803,4920.571
gestureclass,9.4078,4893.120
gestureclass,9.4229,4878.006
gestureclass,9.4535,4937.634
gestureclass,9.4752,4915.910
gestureclass,9.5031,4888.074
gestureclass,9.5032,4977.723
gestureclass,9.5894,4891.524
gestureclass,9.5907,4890.199
gestureclass,9.6005,4969.717
gestureclass,9.6031,4967.158
gestureclass,9.6075,4962.774
gestureclass,9.6194,5042.313
gestureclass,9.6272,5034.510
gestureclass,9.6842,4977.550
gestureclass,9.6945,5057.683
gestureclass,9.7541,4998.149
gestureclass,9.7717,4980.557
gestureclass,9.7813,5062.359
gestureclass,9.8001,5043.647
gestureclass,9.8188,5024.904
gestureclass,9.8232,5111.123
gestureclass,9.8287,5105.613
gestureclass,9.8748,5059.602
gestureclass,9.8771,5147.604
gestureclass,9.8913,5133.470
gestureclass,9.9522,5072.572
gestureclass,9.9596,5128.742
gestureclass,9.9947,5093.615
