task,send_time_s,latency_ms
ecgclass,0.0001,384.425
ecgclass,0.0489,425.753
ecgclass,0.0956,379.019
ecgclass,0.1430,331.695
ecgclass,0.1483,417.048
ecgclass,0.1508,414.715
ecgclass,0.1792,386.336
ecgclass,0.2080,448.000
ecgclass,0.2699,386.094
ecgclass,0.2722,383.736
ecgclass,0.2923,452.986
ecgclass,0.2946,450.767
ecgclass,0.3159,429.503
ecgclass,0.3509,485.594
ecgclass,0.3582,478.317
ecgclass,0.3842,452.327
ecgclass,0.3857,540.514
ecgclass,0.3880,538.208
ecgclass,0.3943,531.972
ecgclass,0.4119,603.517
ecgclass,0.4206,594.817
ecgclass,0.4450,570.469
ecgclass,0.4494,656.429
ecgclass,0.4869,618.922
ecgclass,0.5109,594.934
ecgclass,0.5253,670.507
ecgclass,0.5323,663.587
ecgclass,0.5419,654.031
ecgclass,0.5434,742.168
ecgclass,0.5467,738.867
ecgclass,0.5606,724.970
ecgclass,0.5686,807.886
ecgclass,0.5938,782.742
ecgclass,0.6075,769.062
ecgclass,0.6121,855.133
ecgclass,0.6221,845.141
ecgclass,0.6346,832.624
ecgclass,0.6419,915.055
ecgclass,0.6482,908.755
ecgclass,0.6661,890.862
ecgclass,0.6714,975.650
ecgclass,0.6983,948.811
ecgclass,0.7255,921.664
ecgclass,0.7475,990.052
ecgclass,0.7488,988.778
ecgclass,0.7717,965.882
ecgclass,0.7984,1029.107
ecgclass,0.8213,1006.227
ecgclass,0.8266,1000.922
ecgclass,0.8329,1084.574
ecgclass,0.8362,1081.336
ecgclass,0.8432,1074.319
ecgclass,0.8445,1163.690
ecgclass,0.8477,1160.432
ecgclass,0.8733,1134.908
ecgclass,0.9538,1144.948
ecgclass,0.9644,1134.342
ecgclass,0.9707,1128.130
ecgclass,0.9782,1210.789
ecgclass,0.9862,1202.786
ecgclass,0.9885,1200.525
ecgclass,1.0098,1269.505
ecgclass,1.0379,1241.463
ecgclass,1.0681,1211.231
ecgclass,1.1742,1195.720
ecgclass,1.2165,1153.500
ecgclass,1.2489,1121.227
ecgclass,1.2693,1191.238
ecgclass,1.2819,1178.735
ecgclass,1.2822,1178.453
ecgclass,1.3017,1249.064
ecgclass,1.3144,1236.435
ecgclass,1.3441,1206.691
ecgclass,1.3847,1256.598
ecgclass,1.3909,1250.352
ecgclass,1.3922,1249.076
