task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_non_server_exec_overhead_ms
nyudepth,no_sharing_tpc,1689,5.8241,32854.351,31094.379,57074.724,59446.302,9104.666,8130.972,0.009,10.757,23366.126,23749.685
vocseg,no_sharing_tpc,4446,15.331,19345.347,17535.709,36877.375,40431.735,6202.46,5348.774,0.009,12.389,12823.557,13142.887
