task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_non_server_exec_overhead_ms
ecgclass,no_sharing,2906,4.9254,64.189,58.4,100.537,124.709,54.749,52.259,0.003,1.596,8.528,9.44
gestureclass,no_sharing,2996,5.078,63.534,57.86,99.852,125.91,53.67,51.196,0.003,1.587,8.955,9.864
