task,tpc_count,concurrency,send_elapsed_sec,complete_elapsed_sec,latency_ms,total_response_time_ms,server_exec_ms,server_proc_ms,server_swap_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms,server_start_ns,worker_id
ecgclass,10,1,0.0001,0.3675,367.3954,367.3954,362.3314,346.8011,0.0043,4.2706,5.064,1775532275273644944,0
ecgclass,10,1,0.3675,0.393,25.5556,25.5556,14.9923,13.9265,0.0036,9.8917,10.5633,1775532275646674715,0
ecgclass,10,1,0.3931,0.416,22.9425,22.9425,14.7939,13.7234,0.0036,7.4778,8.1487,1775532275669831197,0
ecgclass,10,1,0.416,0.4403,24.2414,24.2414,14.8183,13.7372,0.0047,8.7552,9.4231,1775532275694063904,0
ecgclass,10,1,0.4403,0.4633,23.0124,23.0124,14.8922,13.8138,0.004,7.4522,8.1202,1775532275717014359,0
ecgclass,10,1,0.4633,0.4829,19.5646,19.5646,14.887,13.6518,0.0037,4.0338,4.6776,1775532275736621409,0
ecgclass,10,1,0.4829,0.5053,22.4447,22.4447,14.8185,13.7509,0.004,6.9664,7.6262,1775532275759130435,0
ecgclass,10,1,0.5053,0.5287,23.3979,23.3979,14.7237,13.6515,0.0046,8.0061,8.6743,1775532275782627287,0
ecgclass,10,1,0.5287,0.5539,25.1226,25.1226,14.9426,13.8456,0.0044,9.5317,10.18,1775532275807563721,0
ecgclass,10,1,0.5539,0.5768,22.958,22.958,14.9696,13.9324,0.0035,7.3502,7.9884,1775532275830517550,0
ecgclass,10,1,0.5768,0.5997,22.8527,22.8527,15.0452,13.9665,0.0033,7.143,7.8075,1775532275853281134,0
ecgclass,10,1,0.5997,0.6208,21.0671,21.0671,14.7918,13.7148,0.0041,5.6415,6.2753,1775532275874645939,0
ecgclass,10,1,0.6208,0.6433,22.4643,22.4643,15.031,13.6758,0.0039,6.7766,7.4333,1775532275896860121,0
ecgclass,10,1,0.6433,0.6689,25.6343,25.6343,15.5328,14.4146,0.0041,9.434,10.1015,1775532275921994402,0
ecgclass,10,1,0.6689,0.6942,25.3031,25.3031,14.8373,13.7671,0.0042,9.7988,10.4658,1775532275948026547,0
ecgclass,10,1,0.6943,0.7142,19.9206,19.9206,14.4956,13.4502,0.0038,4.8051,5.425,1775532275968348534,0
ecgclass,10,1,0.7142,0.7365,22.3134,22.3134,14.7281,13.6736,0.0044,6.8994,7.5852,1775532275990376695,0
ecgclass,10,1,0.7365,0.7628,26.3052,26.3052,14.9426,13.8998,0.0034,10.6945,11.3626,1775532276016498268,0
ecgclass,10,1,0.7628,0.784,21.2157,21.2157,14.5376,13.4883,0.0051,6.026,6.678,1775532276038147959,0
ecgclass,10,1,0.7841,0.8054,21.3089,21.3089,14.7057,13.6733,0.0043,5.9562,6.6032,1775532276059306588,0
ecgclass,10,1,0.8054,0.8292,23.8605,23.8605,14.7114,13.6423,0.0219,8.4484,9.1491,1775532276083120344,0
ecgclass,10,1,0.8293,0.8542,24.9348,24.9348,15.5413,14.4281,0.0043,8.7159,9.3935,1775532276107260661,0
ecgclass,10,1,0.8542,0.8786,24.3583,24.3583,15.2363,14.1885,0.0039,8.45,9.122,1775532276131944044,0
ecgclass,10,1,0.8786,0.9005,21.9703,21.9703,14.6799,13.6696,0.0044,6.6247,7.2904,1775532276154489619,0
ecgclass,10,1,0.9006,0.9241,23.5415,23.5415,14.8314,13.8027,0.0042,8.033,8.71,1775532276177882231,0
ecgclass,10,1,0.9241,0.9443,20.1705,20.1705,14.4575,13.4354,0.0039,5.0578,5.7129,1775532276198462260,0
ecgclass,10,1,0.9443,0.9689,24.6339,24.6339,14.7001,13.6643,0.004,9.2831,9.9338,1775532276222870905,0
ecgclass,10,1,0.9689,0.9898,20.8864,20.8864,14.7016,13.6683,0.0038,5.4934,6.1848,1775532276243727719,0
ecgclass,10,1,0.9898,1.0093,19.433,19.433,14.5819,13.586,0.0044,4.2245,4.8511,1775532276263357772,0
