task,slot,condition,elapsed_sec,latency_ms,server_exec_ms,server_proc_ms,server_swap_ms,server_decoder_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms,server_start_ns
ecgclass,slot_0:ecgclass,sharing,0.0001,44.6904,42.1382,40.9643,0.0018,0.6954,1.6375,2.5522,1776016146374014524
ecgclass,slot_0:ecgclass,sharing,0.4818,46.7262,41.9288,40.854,0.0018,0.6783,3.891,4.7974,1776016146858007389
ecgclass,slot_0:ecgclass,sharing,0.9502,68.1522,47.3744,45.7168,0.0019,0.6741,19.6605,20.7778,1776016147342175399
ecgclass,slot_0:ecgclass,sharing,1.4253,85.8951,42.3274,41.2316,0.0018,0.6929,42.6457,43.5677,1776016147840234601
ecgclass,slot_0:ecgclass,sharing,1.4824,75.5031,45.8797,44.8303,0.002,0.3306,28.4929,29.6234,1776016147883168885
ecgclass,slot_0:ecgclass,sharing,1.4991,58.8102,45.8797,44.8303,0.002,0.3306,11.7755,12.9306,1776016147883168885
ecgclass,slot_0:ecgclass,sharing,1.7901,73.3578,66.0653,64.4195,0.0018,0.6823,6.104,7.2925,1776016148168503567
ecgclass,slot_0:ecgclass,sharing,2.0711,64.8625,46.6335,44.9604,0.0018,0.6881,17.1571,18.229,1776016148460595905
ecgclass,slot_0:ecgclass,sharing,2.6965,81.3525,47.3525,45.7179,0.0019,0.609,32.9025,34.0,1776016149101671514
ecgclass,slot_0:ecgclass,sharing,2.7122,65.6414,47.3525,45.7179,0.0019,0.609,17.1659,18.2889,1776016149101671514
ecgclass,slot_0:ecgclass,sharing,2.9215,58.9802,47.6382,45.4936,0.002,0.6748,10.252,11.3421,1776016149304095159
ecgclass,slot_0:ecgclass,sharing,2.9354,112.3686,66.3484,64.719,0.0018,0.6699,44.9243,46.0202,1776016149352590947
ecgclass,slot_0:ecgclass,sharing,3.1541,110.6541,86.2848,83.4126,0.002,0.6787,23.0408,24.3694,1776016149549442964
ecgclass,slot_0:ecgclass,sharing,3.4997,85.3314,66.4617,64.0957,0.0019,0.6758,17.6229,18.8697,1776016149889626616
ecgclass,slot_0:ecgclass,sharing,3.5779,50.102,42.3191,41.2197,0.002,0.6869,6.8297,7.7829,1776016149956992765
ecgclass,slot_0:ecgclass,sharing,3.8234,63.1182,46.817,45.0076,0.0018,0.672,15.1529,16.3012,1776016150210869070
ecgclass,slot_0:ecgclass,sharing,3.8539,99.5164,65.8779,64.1075,0.0018,0.3292,32.558,33.6385,1776016150258716893
ecgclass,slot_0:ecgclass,sharing,3.8735,80.0247,65.8779,64.1075,0.0018,0.3292,12.8715,14.1469,1776016150258716893
ecgclass,slot_0:ecgclass,sharing,3.9358,66.1342,47.5962,45.9064,0.0016,0.6932,17.4496,18.538,1776016150325501537
ecgclass,slot_0:ecgclass,sharing,4.1158,81.6343,66.3587,64.0754,0.0017,1.2148,13.9663,15.2756,1776016150502040281
ecgclass,slot_0:ecgclass,sharing,4.1986,108.6583,41.542,40.4354,0.0019,0.686,66.1478,67.1163,1776016150637076772
ecgclass,slot_0:ecgclass,sharing,4.4475,86.1676,41.8101,40.7197,0.002,0.6875,43.4666,44.3575,1776016150863299229
ecgclass,slot_0:ecgclass,sharing,4.4926,83.9267,42.1957,41.1332,0.0018,0.6783,40.7915,41.7309,1776016150905647655
ecgclass,slot_0:ecgclass,sharing,4.8601,47.9312,45.3516,44.2861,0.002,0.7026,1.6234,2.5796,1776016151234032438
ecgclass,slot_0:ecgclass,sharing,5.1051,105.4926,86.0159,82.4275,0.0019,1.2251,18.3549,19.4767,1776016151495794834
ecgclass,slot_0:ecgclass,sharing,5.2375,84.2018,66.5378,64.1838,0.0019,0.6876,16.3705,17.664,1776016151626215652
ecgclass,slot_0:ecgclass,sharing,5.3201,111.8419,66.3414,63.9818,0.0021,0.6752,44.2948,45.5006,1776016151736678428
ecgclass,slot_0:ecgclass,sharing,5.4113,107.6028,86.0853,83.7299,0.0018,0.3327,20.3705,21.5175,1776016151803938878
ecgclass,slot_0:ecgclass,sharing,5.426,93.2159,86.0853,83.7299,0.0018,0.3327,5.6574,7.1306,1776016151803938878
ecgclass,slot_0:ecgclass,sharing,5.4622,105.5977,47.9154,45.6892,0.0017,0.6776,56.5767,57.6824,1776016151891052164
ecgclass,slot_0:ecgclass,sharing,5.599,45.9385,43.4192,42.3796,0.0018,0.6845,1.5609,2.5193,1776016151972841349
ecgclass,slot_0:ecgclass,sharing,5.6765,83.7581,67.0412,64.6894,0.0019,0.6762,15.4397,16.7169,1776016152064231172
ecgclass,slot_0:ecgclass,sharing,5.93,88.9361,48.5095,46.8413,0.0019,0.6886,38.9426,40.4266,1776016152341293476
ecgclass,slot_0:ecgclass,sharing,6.0715,121.6226,105.7176,103.3985,0.0017,0.6896,14.864,15.905,1776016152458620412
ecgclass,slot_0:ecgclass,sharing,6.1189,143.2166,67.5266,65.161,0.002,0.6804,74.5649,75.69,1776016152565737372
ecgclass,slot_0:ecgclass,sharing,6.2109,137.9054,85.4273,83.108,0.0018,0.6852,51.1482,52.4781,1776016152634334003
ecgclass,slot_0:ecgclass,sharing,6.3392,59.134,48.6921,46.3761,0.0018,0.6874,9.3534,10.4419,1776016152720884949
ecgclass,slot_0:ecgclass,sharing,6.4086,86.4003,47.5043,45.6754,0.002,0.6921,37.7924,38.896,1776016152818674815
ecgclass,slot_0:ecgclass,sharing,6.4731,109.195,85.8296,83.5196,0.0016,0.6791,21.9698,23.3654,1776016152867380761
ecgclass,slot_0:ecgclass,sharing,6.6484,151.8238,106.9331,103.9718,0.0018,0.6813,43.7846,44.8907,1776016153064461993
ecgclass,slot_0:ecgclass,sharing,6.7077,161.1395,67.2271,65.5768,0.0019,0.6841,92.802,93.9124,1776016153172831466
ecgclass,slot_0:ecgclass,sharing,6.9742,51.6081,42.0849,41.0014,0.0018,0.6892,8.5747,9.5232,1776016153355071657
