run_idx,device,backbone,task,batch_size,req_idx,latency_ms,backbone_ms,decoder_ms,gpu_peak_mb
0,NVIDIA L4,momentbase,ecgclass,1,0,157.3831,152.404,4.5331,443.254
0,NVIDIA L4,momentbase,ecgclass,1,1,15.4755,14.4759,0.6409,443.254
0,NVIDIA L4,momentbase,ecgclass,1,2,15.6201,14.3838,0.6904,443.254
0,NVIDIA L4,momentbase,ecgclass,1,3,15.4684,14.4876,0.611,443.254
0,NVIDIA L4,momentbase,ecgclass,1,4,15.6571,14.7287,0.6039,443.254
0,NVIDIA L4,momentbase,ecgclass,1,5,15.4038,14.4844,0.5876,443.254
0,NVIDIA L4,momentbase,ecgclass,1,6,15.1952,14.2671,0.5857,443.254
0,NVIDIA L4,momentbase,ecgclass,1,7,15.2096,14.3004,0.5687,443.254
0,NVIDIA L4,momentbase,ecgclass,1,8,15.2702,14.3373,0.5845,443.254
0,NVIDIA L4,momentbase,ecgclass,1,9,15.2593,14.3149,0.6133,443.254
0,NVIDIA L4,momentbase,ecgclass,1,10,15.6151,14.3481,0.9256,443.254
0,NVIDIA L4,momentbase,ecgclass,1,11,15.4751,14.4913,0.639,443.254
0,NVIDIA L4,momentbase,ecgclass,1,12,16.7564,15.6446,0.7363,443.254
0,NVIDIA L4,momentbase,ecgclass,1,13,15.6841,14.6926,0.6191,443.254
0,NVIDIA L4,momentbase,ecgclass,1,14,15.7347,14.7937,0.5931,443.254
0,NVIDIA L4,momentbase,ecgclass,1,15,15.6568,14.7126,0.5907,443.254
0,NVIDIA L4,momentbase,ecgclass,1,16,15.8892,14.9249,0.6174,443.254
0,NVIDIA L4,momentbase,ecgclass,1,17,15.6286,14.6116,0.6658,443.254
0,NVIDIA L4,momentbase,ecgclass,1,18,15.5563,14.5693,0.621,443.254
0,NVIDIA L4,momentbase,ecgclass,1,19,15.7142,14.4746,0.5989,443.254
0,NVIDIA L4,momentbase,ecgclass,1,20,15.4179,14.5023,0.5841,443.254
0,NVIDIA L4,momentbase,ecgclass,1,21,15.3074,14.3654,0.589,443.254
0,NVIDIA L4,momentbase,ecgclass,1,22,15.569,14.5712,0.6008,443.254
0,NVIDIA L4,momentbase,ecgclass,1,23,15.3646,14.4301,0.5864,443.254
0,NVIDIA L4,momentbase,ecgclass,1,24,15.4854,14.5523,0.5956,443.254
0,NVIDIA L4,momentbase,ecgclass,1,25,15.2649,14.3729,0.5599,443.254
0,NVIDIA L4,momentbase,ecgclass,1,26,15.2717,14.3809,0.5722,443.254
0,NVIDIA L4,momentbase,ecgclass,1,27,15.2567,14.3279,0.6119,443.254
0,NVIDIA L4,momentbase,ecgclass,1,28,15.3203,14.4277,0.5718,443.254
0,NVIDIA L4,momentbase,ecgclass,1,29,15.315,14.0318,0.9536,443.254
0,NVIDIA L4,momentbase,ecgclass,1,30,15.0378,14.1291,0.5764,443.254
0,NVIDIA L4,momentbase,ecgclass,1,31,14.9919,14.0689,0.5888,443.254
0,NVIDIA L4,momentbase,ecgclass,1,32,14.9699,14.065,0.5752,443.254
0,NVIDIA L4,momentbase,ecgclass,1,33,15.0304,14.1068,0.5755,443.254
0,NVIDIA L4,momentbase,ecgclass,1,34,15.1404,14.2151,0.5916,443.254
0,NVIDIA L4,momentbase,ecgclass,1,35,15.2487,14.334,0.5909,443.254
0,NVIDIA L4,momentbase,ecgclass,1,36,15.0854,14.1552,0.5988,443.254
0,NVIDIA L4,momentbase,ecgclass,1,37,14.9874,14.0916,0.5673,443.254
0,NVIDIA L4,momentbase,ecgclass,1,38,14.9555,14.0596,0.5811,443.254
0,NVIDIA L4,momentbase,ecgclass,1,39,14.8948,13.9929,0.5713,443.254
0,NVIDIA L4,momentbase,ecgclass,1,40,15.3025,14.0134,0.5731,443.254
0,NVIDIA L4,momentbase,ecgclass,1,41,15.2945,14.4009,0.5647,443.254
0,NVIDIA L4,momentbase,ecgclass,1,42,14.7336,13.8722,0.558,443.254
0,NVIDIA L4,momentbase,ecgclass,1,43,14.8818,14.0301,0.5455,443.254
0,NVIDIA L4,momentbase,ecgclass,1,44,14.8436,13.965,0.5569,443.254
0,NVIDIA L4,momentbase,ecgclass,1,45,14.6891,13.8009,0.5543,443.254
0,NVIDIA L4,momentbase,ecgclass,1,46,14.8157,13.9044,0.5916,443.254
0,NVIDIA L4,momentbase,ecgclass,1,47,14.6925,13.8312,0.5508,443.254
0,NVIDIA L4,momentbase,ecgclass,1,48,14.8987,14.0135,0.5666,443.254
0,NVIDIA L4,momentbase,ecgclass,1,49,14.789,13.9117,0.5589,443.254
0,NVIDIA L4,momentbase,ecgclass,1,50,15.3369,14.057,0.9663,443.254
0,NVIDIA L4,momentbase,ecgclass,1,51,14.8112,13.9158,0.5602,443.254
0,NVIDIA L4,momentbase,ecgclass,1,52,14.6637,13.7691,0.5698,443.254
0,NVIDIA L4,momentbase,ecgclass,1,53,14.6102,13.7374,0.5629,443.254
0,NVIDIA L4,momentbase,ecgclass,1,54,14.6136,13.7529,0.5535,443.254
0,NVIDIA L4,momentbase,ecgclass,1,55,14.6302,13.785,0.5434,443.254
0,NVIDIA L4,momentbase,ecgclass,1,56,14.6463,13.7763,0.5618,443.254
0,NVIDIA L4,momentbase,ecgclass,1,57,14.4961,13.6588,0.5388,443.254
0,NVIDIA L4,momentbase,ecgclass,1,58,14.5833,13.7551,0.5302,443.254
0,NVIDIA L4,momentbase,ecgclass,1,59,14.5278,13.6704,0.5496,443.254
0,NVIDIA L4,momentbase,ecgclass,1,60,14.5024,13.6701,0.5302,443.254
0,NVIDIA L4,momentbase,ecgclass,1,61,15.2178,14.3577,0.5338,443.254
0,NVIDIA L4,momentbase,ecgclass,1,62,14.8001,13.8146,0.6036,443.254
0,NVIDIA L4,momentbase,ecgclass,1,63,15.278,14.2603,0.6364,443.254
0,NVIDIA L4,momentbase,ecgclass,1,64,15.4067,14.3424,0.6678,443.254
0,NVIDIA L4,momentbase,ecgclass,1,65,15.3356,14.3223,0.6333,443.254
0,NVIDIA L4,momentbase,ecgclass,1,66,14.9768,14.0003,0.6003,443.254
0,NVIDIA L4,momentbase,ecgclass,1,67,14.877,13.9162,0.5964,443.254
0,NVIDIA L4,momentbase,ecgclass,1,68,14.9707,14.0093,0.6105,443.254
0,NVIDIA L4,momentbase,ecgclass,1,69,15.339,14.3352,0.6282,443.254
0,NVIDIA L4,momentbase,ecgclass,1,70,15.2746,14.3521,0.5817,443.254
0,NVIDIA L4,momentbase,ecgclass,1,71,16.0159,14.3332,0.6023,443.254
0,NVIDIA L4,momentbase,ecgclass,1,72,15.3063,14.3524,0.5894,443.254
0,NVIDIA L4,momentbase,ecgclass,1,73,15.7088,14.6285,0.715,443.254
0,NVIDIA L4,momentbase,ecgclass,1,74,15.4786,14.4474,0.6657,443.254
0,NVIDIA L4,momentbase,ecgclass,1,75,14.8429,13.8968,0.5974,443.254
0,NVIDIA L4,momentbase,ecgclass,1,76,15.0039,14.0145,0.6236,443.254
0,NVIDIA L4,momentbase,ecgclass,1,77,15.4772,14.5033,0.6151,443.254
0,NVIDIA L4,momentbase,ecgclass,1,78,15.8604,14.8722,0.6182,443.254
0,NVIDIA L4,momentbase,ecgclass,1,79,15.4389,14.4438,0.6146,443.254
0,NVIDIA L4,momentbase,ecgclass,1,80,15.317,14.3257,0.6256,443.254
0,NVIDIA L4,momentbase,ecgclass,1,81,15.7322,14.3311,1.0388,443.254
0,NVIDIA L4,momentbase,ecgclass,1,82,15.3881,14.4321,0.6022,443.254
0,NVIDIA L4,momentbase,ecgclass,1,83,15.3268,14.3259,0.6356,443.254
0,NVIDIA L4,momentbase,ecgclass,1,84,15.6025,14.5416,0.6547,443.254
0,NVIDIA L4,momentbase,ecgclass,1,85,15.5001,14.41,0.645,443.254
0,NVIDIA L4,momentbase,ecgclass,1,86,15.3871,14.3443,0.6748,443.254
0,NVIDIA L4,momentbase,ecgclass,1,87,15.6067,14.4821,0.6346,443.254
0,NVIDIA L4,momentbase,ecgclass,1,88,15.4921,14.4488,0.6451,443.254
0,NVIDIA L4,momentbase,ecgclass,1,89,15.1676,14.1333,0.6655,443.254
0,NVIDIA L4,momentbase,ecgclass,1,90,15.3747,14.3312,0.6517,443.254
0,NVIDIA L4,momentbase,ecgclass,1,91,15.2078,14.1704,0.6527,443.254
0,NVIDIA L4,momentbase,ecgclass,1,92,15.5487,14.1322,0.6374,443.254
0,NVIDIA L4,momentbase,ecgclass,1,93,15.6021,14.6002,0.6414,443.254
0,NVIDIA L4,momentbase,ecgclass,1,94,15.2991,14.3248,0.6201,443.254
0,NVIDIA L4,momentbase,ecgclass,1,95,15.3391,14.3527,0.6091,443.254
0,NVIDIA L4,momentbase,ecgclass,1,96,15.1857,14.1912,0.6309,443.254
0,NVIDIA L4,momentbase,ecgclass,1,97,15.0467,14.0853,0.6075,443.254
0,NVIDIA L4,momentbase,ecgclass,1,98,14.9552,14.0269,0.5985,443.254
0,NVIDIA L4,momentbase,ecgclass,1,99,15.0392,14.0691,0.6464,443.254
0,NVIDIA L4,momentbase,ecgclass,1,100,14.9826,14.0641,0.5862,443.254
0,NVIDIA L4,momentbase,ecgclass,1,101,14.9108,14.0094,0.5701,443.254
0,NVIDIA L4,momentbase,ecgclass,1,102,15.3971,14.0752,0.9889,443.254
0,NVIDIA L4,momentbase,ecgclass,1,103,14.9922,14.0818,0.5871,443.254
0,NVIDIA L4,momentbase,ecgclass,1,104,14.8462,13.9525,0.5897,443.254
0,NVIDIA L4,momentbase,ecgclass,1,105,14.8114,13.9275,0.5533,443.254
0,NVIDIA L4,momentbase,ecgclass,1,106,14.7785,13.8502,0.5874,443.254
0,NVIDIA L4,momentbase,ecgclass,1,107,14.7451,13.8739,0.5539,443.254
0,NVIDIA L4,momentbase,ecgclass,1,108,14.7404,13.8591,0.557,443.254
0,NVIDIA L4,momentbase,ecgclass,1,109,14.6781,13.8159,0.557,443.254
0,NVIDIA L4,momentbase,ecgclass,1,110,14.8011,13.9261,0.5454,443.254
0,NVIDIA L4,momentbase,ecgclass,1,111,15.254,14.3381,0.5764,443.254
0,NVIDIA L4,momentbase,ecgclass,1,112,15.2851,14.3496,0.6138,443.254
0,NVIDIA L4,momentbase,ecgclass,1,113,15.6244,14.2434,0.6162,443.254
0,NVIDIA L4,momentbase,ecgclass,1,114,15.2353,14.2931,0.6001,443.254
0,NVIDIA L4,momentbase,ecgclass,1,115,15.1881,14.287,0.5831,443.254
0,NVIDIA L4,momentbase,ecgclass,1,116,15.1423,14.2436,0.5645,443.254
0,NVIDIA L4,momentbase,ecgclass,1,117,15.283,14.3458,0.5859,443.254
0,NVIDIA L4,momentbase,ecgclass,1,118,15.5785,14.6884,0.5543,443.254
0,NVIDIA L4,momentbase,ecgclass,1,119,15.1879,14.2888,0.5698,443.254
0,NVIDIA L4,momentbase,ecgclass,1,120,15.2206,14.3261,0.5651,443.254
0,NVIDIA L4,momentbase,ecgclass,1,121,15.2761,14.3471,0.582,443.254
0,NVIDIA L4,momentbase,ecgclass,1,122,15.3298,14.3793,0.6064,443.254
0,NVIDIA L4,momentbase,ecgclass,1,123,15.6635,14.2519,1.0642,443.254
0,NVIDIA L4,momentbase,ecgclass,1,124,15.3333,14.4016,0.5931,443.254
0,NVIDIA L4,momentbase,ecgclass,1,125,15.47,14.5487,0.5868,443.254
0,NVIDIA L4,momentbase,ecgclass,1,126,15.1871,14.2886,0.5712,443.254
0,NVIDIA L4,momentbase,ecgclass,1,127,15.1305,14.2307,0.581,443.254
0,NVIDIA L4,momentbase,ecgclass,1,128,15.3468,14.2864,0.6664,443.254
0,NVIDIA L4,momentbase,ecgclass,1,129,16.1155,14.9792,0.7333,443.254
0,NVIDIA L4,momentbase,ecgclass,1,130,16.1038,15.0491,0.6636,443.254
0,NVIDIA L4,momentbase,ecgclass,1,131,15.6988,14.6591,0.6533,443.254
0,NVIDIA L4,momentbase,ecgclass,1,132,15.8063,14.7289,0.706,443.254
0,NVIDIA L4,momentbase,ecgclass,1,133,15.6888,14.6167,0.6463,443.254
0,NVIDIA L4,momentbase,ecgclass,1,134,16.0807,14.6442,0.6428,443.254
0,NVIDIA L4,momentbase,ecgclass,1,135,15.626,14.5842,0.6501,443.254
0,NVIDIA L4,momentbase,ecgclass,1,136,15.6387,14.5801,0.6683,443.254
0,NVIDIA L4,momentbase,ecgclass,1,137,15.6667,14.6843,0.6176,443.254
0,NVIDIA L4,momentbase,ecgclass,1,138,15.6643,14.6506,0.6339,443.254
0,NVIDIA L4,momentbase,ecgclass,1,139,15.6093,14.5705,0.6603,443.254
0,NVIDIA L4,momentbase,ecgclass,1,140,15.6865,14.6042,0.6766,443.254
0,NVIDIA L4,momentbase,ecgclass,1,141,15.6627,14.5644,0.7024,443.254
0,NVIDIA L4,momentbase,ecgclass,1,142,15.6708,14.5952,0.6891,443.254
0,NVIDIA L4,momentbase,ecgclass,1,143,15.7692,14.6824,0.6765,443.254
0,NVIDIA L4,momentbase,ecgclass,1,144,16.3135,14.78,1.1584,443.254
0,NVIDIA L4,momentbase,ecgclass,1,145,15.9008,14.8515,0.6661,443.254
0,NVIDIA L4,momentbase,ecgclass,1,146,15.6612,14.6379,0.6414,443.254
0,NVIDIA L4,momentbase,ecgclass,1,147,15.5877,14.5655,0.6414,443.254
0,NVIDIA L4,momentbase,ecgclass,1,148,15.6912,14.5683,0.7279,443.254
0,NVIDIA L4,momentbase,ecgclass,1,149,15.6747,14.6113,0.6498,443.254
0,NVIDIA L4,momentbase,ecgclass,1,150,15.8664,14.8288,0.644,443.254
0,NVIDIA L4,momentbase,ecgclass,1,151,15.7535,14.7037,0.658,443.254
0,NVIDIA L4,momentbase,ecgclass,1,152,15.8222,14.7171,0.6974,443.254
