task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_client_pre_rpc_ms,avg_non_server_exec_overhead_ms
ecgclass,stfq,344,17.2,888.038,839.156,1723.445,1762.861,70.778,67.794,0.003,0.781,816.314,0.0,817.26
gestureclass,stfq,647,32.35,4247.269,4574.811,5990.738,6127.218,70.375,67.955,0.003,0.687,4175.851,0.0,4176.895
