task,n_requests,throughput_rps,avg_latency_ms
eclfore,344,5.733333333333333,174.41846991667177
diasbp,338,5.633333333333334,177.58343184501837
heartrate,340,5.666666666666667,176.58387195962646
ecgclass,340,5.666666666666667,176.70713355422347
gestureclass,340,5.666666666666667,176.7078212229535
sysbp,333,5.55,180.44592568569735
