task,condition,elapsed_sec,latency_ms,server_exec_ms,server_proc_ms,server_swap_ms,server_decoder_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms
nyudepth,sharing,0.0,249.2406,239.5241,183.143,0.0019,56.0882,3.5725,9.7166
nyudepth,sharing,0.3024,249.6457,94.0406,15.4246,0.0014,66.5926,151.2241,155.6051
nyudepth,sharing,0.5932,33.5543,28.1209,4.6986,0.001,23.2361,1.4105,5.4334
nyudepth,sharing,0.8909,32.9001,27.7821,3.8193,0.001,23.7736,1.1218,5.118
nyudepth,sharing,0.9259,32.0375,27.3873,3.4846,0.001,23.7481,0.8156,4.6502
nyudepth,sharing,0.9373,76.4141,51.5919,3.8461,0.0024,0.5584,18.4085,24.8222
nyudepth,sharing,1.1189,33.0541,27.5316,3.9497,0.0016,23.3801,1.3769,5.5225
nyudepth,sharing,1.2962,32.8422,27.4801,3.9551,0.0012,23.3211,1.3883,5.3621
nyudepth,sharing,1.6857,34.3783,27.5507,3.784,0.0011,23.5814,2.0306,6.8276
nyudepth,sharing,1.6996,49.3679,27.5212,3.5866,0.0009,23.7785,17.7789,21.8467
nyudepth,sharing,1.8265,103.874,78.215,5.0105,0.0017,36.1585,21.3492,25.659
nyudepth,sharing,1.8348,101.0189,78.215,5.0105,0.0017,36.1585,13.0866,22.8039
nyudepth,sharing,1.9711,45.2724,27.7932,3.4889,0.0011,24.16,12.3177,17.4791
nyudepth,sharing,2.1879,33.1705,27.5102,3.936,0.0014,23.3668,1.4963,5.6603
nyudepth,sharing,2.2361,32.645,27.3148,3.6403,0.0011,23.5048,1.1842,5.3302
nyudepth,sharing,2.39,35.1505,27.5398,3.9333,0.0014,23.3403,1.5223,7.6107
nyudepth,sharing,2.4098,45.5971,27.5008,4.7722,0.0015,22.5037,12.8334,18.0963
nyudepth,sharing,2.4207,92.9682,52.5035,3.905,0.0025,0.5758,31.7502,40.4647
nyudepth,sharing,2.4595,86.6425,29.5829,3.5897,0.0008,25.8499,51.8003,57.0596
nyudepth,sharing,2.5739,44.7314,28.826,3.4413,0.0011,25.2413,11.9307,15.9054
nyudepth,sharing,2.6237,33.5758,28.4512,3.5258,0.0013,24.7744,1.0266,5.1245
