task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_client_pre_rpc_ms,avg_non_server_exec_overhead_ms
ecgclass,fifo,4114,24.2,12136.749,12492.536,23794.483,24888.715,360.273,356.77,0.003,0.203,11773.583,0.0,11776.476
gestureclass,fifo,10170,59.8235,10600.165,12053.901,23474.177,24814.956,286.011,282.894,0.002,0.131,10312.149,0.0,10314.153
