batch_start_ns,observed_batch_size,send_time_rel_first
1775260930141195616,32,10.000917
1775260930249503612,14,10.14129
1775260930306802538,5,10.211159
1775260930366988819,9,10.217262
1775260930437080802,7,10.255192
1775260930503612219,5,10.303477
1775260930569759780,9,10.324293
1775260930638971094,8,10.395181
1775260930703474444,9,10.412133
1775260930771789699,7,10.456573
1775260930827350109,7,10.481819
1775260930881370631,6,10.538263
1775260930936376767,8,10.587116
1775260931003484599,8,10.627727
1775260931084339300,8,10.677412
1775260931154374961,10,10.698792
1775260931227728235,8,10.718318
1775260931293953099,9,10.758023
1775260931364908070,9,10.811146
1775260931423601946,8,10.883219
1775260931492149951,7,10.917869
1775260931550884679,7,10.939411
1775260931595109975,5,10.995938
1775260931659593534,5,11.026328
1775260931718578622,8,11.042137
1775260931788668335,8,11.068735
1775260931853446276,7,11.089441
1775260931912806551,7,11.109912
1775260931965182542,7,11.133142
1775260932020040491,5,11.176259
1775260932082733742,7,11.206754
1775260932139414890,6,11.254291
1775260932202072999,8,11.270425
1775260932269902513,8,11.30811
1775260932323341190,7,11.363277
1775260932381595978,6,11.393591
1775260932446987345,9,11.424542
1775260932510637697,8,11.47672
1775260932558068783,5,11.507104
1775260932623723722,8,11.523106
1775260932679081073,7,11.569782
1775260932734865743,7,11.597229
1775260932795980004,6,11.62051
1775260932855110400,6,11.659241
1775260932918465309,6,11.688072
1775260932979293518,8,11.711468
1775260933046112598,9,11.747541
1775260933103290958,6,11.829074
1775260933153626961,5,11.847775
1775260933218383161,6,11.869591
1775260933282456621,10,11.908747
1775260933342493226,5,11.964517
1775260933405004188,8,11.997511
1775260933472542739,8,12.031418
1775260933534130402,8,12.081491
1775260933597772423,8,12.132952
1775260933663308518,8,12.169348
1775260933715560153,6,12.189648
1775260933769661329,7,12.238069
1775260933829230304,8,12.276193
1775260933901104343,9,12.317394
1775260933969318924,9,12.378989
1775260934029858211,8,12.428573
1775260934090910080,8,12.458818
1775260934155833117,9,12.494391
1775260934219630006,7,12.533026
1775260934274944945,8,12.564428
1775260934335362046,8,12.605577
1775260934395324617,8,12.625062
1775260934452556520,6,12.665609
1775260934515193748,7,12.695078
1775260934566794675,7,12.7196
1775260934624652575,8,12.738778
1775260934691100879,7,12.79612
1775260934750086518,8,12.849036
1775260934817452232,7,12.899204
1775260934882106917,6,12.93783
1775260934941609809,7,12.959928
1775260935001007666,5,12.970607
1775260935065794297,9,13.005814
1775260935134708888,9,13.028411
1775260935192317637,6,13.070852
1775260935258122843,5,13.089895
1775260935319252785,9,13.099802
1775260935385230069,6,13.126704
1775260935448765586,5,13.156384
1775260935524901382,8,13.18859
1775260935582809874,8,13.224894
1775260935637397771,5,13.278603
1775260935701007821,6,13.288901
1775260935754673278,8,13.314003
1775260935823228514,8,13.339313
1775260935884064763,7,13.369923
1775260935944689833,8,13.417918
1775260936006556288,7,13.461684
1775260936083911127,8,13.489835
1775260936162492379,9,13.513827
1775260936235046309,9,13.546609
1775260936304874400,10,13.577797
1775260936377954562,7,13.622931
1775260936443863982,9,13.682261
1775260936508455856,6,13.736261
1775260936577387628,9,13.775051
1775260936653221000,9,13.806741
1775260936710585689,7,13.855997
1775260936774773504,9,13.884013
1775260936837046126,9,13.93946
1775260936913833500,8,13.97154
1775260936979989322,6,14.00353
1775260937039113926,8,14.052488
1775260937111398954,9,14.085046
1775260937175998698,9,14.127205
1775260937248484935,7,14.182379
1775260937309061673,9,14.206328
1775260937374881019,7,14.269789
1775260937438545342,6,14.283593
1775260937497355283,10,14.323156
1775260937539276779,5,14.368498
1775260937592645163,5,14.412205
1775260937655069432,7,14.437596
1775260937706182448,6,14.482335
1775260937776651087,9,14.496402
1775260937827226609,5,14.535856
1775260937902075469,4,14.554416
1775260937965502532,7,14.566428
1775260938031723856,9,14.590379
1775260938094723779,5,14.609577
1775260938162514712,8,14.651606
1775260938224554273,9,14.687207
1775260938268373002,4,14.718002
1775260938320634808,4,14.737413
1775260938376028241,8,14.761063
1775260938443374134,7,14.809997
1775260938506138787,8,14.827499
