req_id,client_id,send_time_rel,latency_ms,start_time_ns,end_time_ns
0,0,1e-06,302.263,1775260915149967227,1775260915441060200
1191,1,1.5e-05,302.6941,1775260915149967227,1775260915441060200
2390,2,2.1e-05,302.6974,1775260915149967227,1775260915441060200
3661,3,2.6e-05,302.6991,1775260915149967227,1775260915441060200
4834,4,3.1e-05,302.7668,1775260915149967227,1775260915441060200
6059,5,3.5e-05,302.8135,1775260915149967227,1775260915441060200
7158,6,3.8e-05,302.825,1775260915149967227,1775260915441060200
8375,7,4.1e-05,303.4673,1775260915149967227,1775260915441060200
9612,8,4.5e-05,303.4723,1775260915149967227,1775260915441060200
10811,9,5.3e-05,303.4694,1775260915149967227,1775260915441060200
1192,1,0.008599,405.0066,1775260915451987195,1775260915552065645
1193,1,0.012963,400.6615,1775260915451987195,1775260915552065645
1194,1,0.015513,398.1457,1775260915451987195,1775260915552065645
2391,2,0.018855,394.9761,1775260915451987195,1775260915552065645
8376,7,0.031241,382.5991,1775260915451987195,1775260915552065645
3662,3,0.038748,375.0975,1775260915451987195,1775260915552065645
2392,2,0.043139,371.2935,1775260915451987195,1775260915552065645
10812,9,0.065517,349.1375,1775260915451987195,1775260915552065645
8377,7,0.06601,348.6564,1775260915451987195,1775260915552065645
9613,8,0.074851,339.9768,1775260915451987195,1775260915552065645
4835,4,0.071429,343.4064,1775260915451987195,1775260915552065645
1195,1,0.074865,340.3378,1775260915451987195,1775260915552065645
4836,4,0.079326,335.8846,1775260915451987195,1775260915552065645
3663,3,0.081711,333.5042,1775260915451987195,1775260915552065645
8378,7,0.089147,326.0727,1775260915451987195,1775260915552065645
9614,8,0.100581,314.9586,1775260915451987195,1775260915552065645
2393,2,0.104048,311.5656,1775260915451987195,1775260915552065645
1,0,0.12045,295.9721,1775260915451987195,1775260915552065645
10813,9,0.131032,285.4023,1775260915451987195,1775260915552065645
6060,5,0.137522,279.5801,1775260915451987195,1775260915552065645
4837,4,0.139005,278.1062,1775260915451987195,1775260915552065645
7159,6,0.149403,267.7128,1775260915451987195,1775260915552065645
3664,3,0.150959,266.161,1775260915451987195,1775260915552065645
1196,1,0.153316,263.8092,1775260915451987195,1775260915552065645
2394,2,0.157637,259.604,1775260915451987195,1775260915552065645
3665,3,0.167797,249.4512,1775260915451987195,1775260915552065645
8379,7,0.163024,254.2281,1775260915451987195,1775260915552065645
4838,4,0.170157,247.0994,1775260915451987195,1775260915552065645
10814,9,0.17246,245.8172,1775260915451987195,1775260915552065645
1197,1,0.173798,244.4887,1775260915451987195,1775260915552065645
6061,5,0.186165,232.1277,1775260915451987195,1775260915552065645
2395,2,0.186194,232.1029,1775260915451987195,1775260915552065645
9615,8,0.187833,230.4683,1775260915451987195,1775260915552065645
2396,2,0.190155,228.1511,1775260915451987195,1775260915552065645
8380,7,0.194458,223.8522,1775260915451987195,1775260915552065645
8381,7,0.19584,222.4741,1775260915451987195,1775260915552065645
10815,9,0.207155,211.1793,1775260915451987195,1775260915552065645
7160,6,0.207179,211.1604,1775260915451987195,1775260915552065645
9616,8,0.227812,190.531,1775260915451987195,1775260915552065645
6063,5,0.255747,163.317,1775260915451987195,1775260915552065645
2397,2,0.230418,188.9124,1775260915451987195,1775260915552065645
3666,3,0.230435,188.9029,1775260915451987195,1775260915552065645
2,0,0.237964,181.3791,1775260915451987195,1775260915552065645
1198,1,0.240341,179.0068,1775260915451987195,1775260915552065645
3667,3,0.240357,178.9954,1775260915451987195,1775260915552065645
9617,8,0.241834,177.5217,1775260915451987195,1775260915552065645
4839,4,0.245197,174.1624,1775260915451987195,1775260915552065645
1199,1,0.246541,172.823,1775260915451987195,1775260915552065645
6062,5,0.246553,172.8151,1775260915451987195,1775260915552065645
4840,4,0.249078,170.2938,1775260915451987195,1775260915552065645
3668,3,0.254374,165.0014,1775260915451987195,1775260915552065645
3669,3,0.260149,160.322,1775260915451987195,1775260915552065645
4841,4,0.268515,151.9749,1775260915451987195,1775260915552065645
3670,3,0.280022,140.4769,1775260915451987195,1775260915552065645
7161,6,0.288477,132.0288,1775260915451987195,1775260915552065645
10816,9,0.294912,125.602,1775260915451987195,1775260915552065645
6064,5,0.296322,124.2847,1775260915451987195,1775260915552065645
1200,1,0.299698,120.9357,1775260915451987195,1775260915552065645
3671,3,0.315663,157.8279,1775260915571816291,1775260915612268145
10817,9,0.320119,153.4963,1775260915571816291,1775260915612268145
2398,2,0.324493,149.2898,1775260915571816291,1775260915612268145
1201,1,0.326901,146.8952,1775260915571816291,1775260915612268145
3672,3,0.337272,137.0928,1775260915571816291,1775260915612268145
3,0,0.356711,117.8303,1775260915571816291,1775260915612268145
7162,6,0.360129,114.6307,1775260915571816291,1775260915612268145
6065,5,0.364466,110.3075,1775260915571816291,1775260915612268145
7163,6,0.364482,110.5266,1775260915571816291,1775260915612268145
4842,4,0.368029,106.9937,1775260915571816291,1775260915612268145
9618,8,0.368042,107.0974,1775260915571816291,1775260915612268145
4,0,0.370503,104.7845,1775260915571816291,1775260915612268145
9619,8,0.371861,103.5345,1775260915571816291,1775260915612268145
5,0,0.375161,100.2433,1775260915571816291,1775260915612268145
6066,5,0.378634,96.8683,1775260915571816291,1775260915612268145
1202,1,0.3789,96.6392,1775260915571816291,1775260915612268145
10818,9,0.381309,94.2409,1775260915571816291,1775260915612268145
