task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_client_pre_rpc_ms,avg_non_server_exec_overhead_ms
ecgclass,fifo,4114,24.2,14767.861,13917.688,30977.901,32756.261,743.378,740.468,0.003,0.235,14019.265,0.0,14024.483
gestureclass,fifo,10170,59.8235,112482.948,125832.494,169189.576,172988.645,1043.476,1041.743,0.003,0.026,111437.052,0.0,111439.472
