task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_client_pre_rpc_ms,avg_non_server_exec_overhead_ms
nyudepth,sharing,589,0.9983,21.905,21.724,22.441,26.783,16.866,15.432,0.003,0.654,2.105,0.0,5.039
vocseg,sharing,593,1.0051,22.324,21.854,23.488,35.785,16.971,15.474,0.003,0.723,2.358,0.0,5.352
