task,tpc_count,concurrency,send_elapsed_sec,complete_elapsed_sec,latency_ms,total_response_time_ms,server_exec_ms,server_proc_ms,server_swap_ms,server_decoder_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms,server_start_ns,worker_id
nyudepth,3,1,0.0,0.4339,433.8973,433.8973,420.9226,227.7911,0.0032,192.5449,5.7859,12.9747,1775522313889707500,0
nyudepth,3,1,0.434,0.4553,21.332,21.332,12.6513,11.9234,0.0017,0.4392,3.7968,8.6808,1775522314321625868,0
nyudepth,3,1,0.4553,0.5752,119.8838,119.8838,111.2392,110.6003,0.0011,0.4323,3.715,8.6446,1775522314342883449,0
nyudepth,3,1,0.5752,0.6955,120.2726,120.2726,111.1773,110.5469,0.0014,0.4064,4.0669,9.0953,1775522314463125858,0
nyudepth,3,1,0.6955,0.8156,120.1673,120.1673,111.4274,110.8128,0.0016,0.414,4.0121,8.7399,1775522314583351666,0
nyudepth,3,1,0.8156,0.9364,120.7676,120.7676,108.9073,108.0591,0.001,0.3969,7.1342,11.8603,1775522314706648959,0
nyudepth,3,1,0.9364,1.057,120.6055,120.6055,109.9095,109.218,0.0019,0.4655,6.0155,10.696,1775522314826303934,0
nyudepth,3,1,1.057,1.1771,120.0988,120.0988,108.7994,108.0545,0.0012,0.4175,6.7711,11.2994,1775522314947673370,0
nyudepth,3,1,1.1771,1.2976,120.5032,120.5032,111.9628,111.303,0.0013,0.402,3.7267,8.5404,1775522315064735082,0
nyudepth,3,1,1.2977,1.4181,120.4338,120.4338,111.9728,111.3373,0.0012,0.4064,3.8283,8.461,1775522315185360100,0
nyudepth,3,1,1.4181,1.5395,121.4423,121.4423,111.9533,111.288,0.0015,0.421,4.4904,9.489,1775522315306462660,0
nyudepth,3,1,1.5395,1.6598,120.244,120.244,114.3199,113.6815,0.0013,0.4336,1.1556,5.9242,1775522315424577168,0
nyudepth,3,1,1.6598,1.7805,120.7023,120.7023,112.487,111.6512,0.0011,0.63,3.4873,8.2152,1775522315547160023,0
nyudepth,3,1,1.7805,1.9005,120.0135,120.0135,114.2691,113.6738,0.0015,0.397,1.1296,5.7443,1775522315665512196,0
nyudepth,3,1,1.9005,2.0229,122.3462,122.3462,115.1439,114.5017,0.0012,0.4244,1.1232,7.2022,1775522315785525440,0
nyudepth,3,1,2.0229,2.1423,119.4558,119.4558,110.8295,110.1373,0.0014,0.4397,3.68,8.6263,1775522315910435801,0
