task,condition,elapsed_sec,latency_ms,server_exec_ms,server_proc_ms,server_swap_ms,server_decoder_ms,queue_wait_plus_rpc_ms,client_pre_rpc_ms,non_server_exec_overhead_ms,server_start_ns,phase
ecgclass,stfq,0.0001,359.6637,358.0618,341.6711,0.0026,15.1114,1.0171,0.0,1.6019,1777832913264196166,1
ecgclass,stfq,0.3011,192.7791,23.2586,22.28,0.0015,0.3649,169.1308,0.0,169.5205,1777832913733314258,1
ecgclass,stfq,0.5931,25.1303,23.9247,22.7992,0.0021,0.3988,0.7472,0.0,1.2055,1777832913856914837,1
ecgclass,stfq,0.8924,25.4135,24.0731,22.9082,0.0026,0.4127,0.8767,0.0,1.3404,1777832914156391572,1
ecgclass,stfq,0.926,25.115,24.0453,22.6843,0.0027,0.667,0.622,0.0,1.0697,1777832914189705982,1
ecgclass,stfq,0.9373,36.5224,23.4642,22.4935,0.0018,0.3439,12.7006,0.0,13.0582,1777832914213108852,1
ecgclass,stfq,1.1186,23.7679,22.8947,22.0007,0.0018,0.3748,0.5517,0.0,0.8733,1777832914382202780,1
ecgclass,stfq,1.2947,23.376,22.5066,21.6921,0.0015,0.3336,0.5236,0.0,0.8694,1777832914558284715,1
ecgclass,stfq,1.6857,32.4211,24.1064,22.6472,0.0021,0.5753,7.8943,0.0,8.3147,1777832914956647907,1
ecgclass,stfq,1.6957,44.9147,23.3957,22.4309,0.0016,0.375,21.152,0.0,21.519,1777832914979958180,1
ecgclass,stfq,1.8259,25.4333,24.2749,22.7494,0.0017,0.6788,0.7529,0.0,1.1584,1777832915089692133,1
ecgclass,stfq,1.8362,37.6587,23.5204,22.5063,0.002,0.3596,13.7894,0.0,14.1383,1777832915113108611,1
ecgclass,stfq,1.9711,25.414,24.1168,22.9803,0.0028,0.4349,0.8345,0.0,1.2972,1777832915235059383,1
ecgclass,stfq,2.1876,25.1253,23.8335,22.6788,0.0025,0.4417,0.8066,0.0,1.2917,1777832915451530567,1
ecgclass,stfq,2.2363,46.1721,24.1184,22.5646,0.0021,0.6721,21.6808,0.0,22.0537,1777832915521066468,1
ecgclass,stfq,2.3905,27.0591,23.8847,22.4427,0.0019,0.597,2.7914,0.0,3.1744,1777832915656392101,1
ecgclass,stfq,2.4094,54.8379,23.8988,22.5399,0.0024,0.5598,30.5333,0.0,30.9392,1777832915702988384,1
ecgclass,stfq,2.4207,66.4768,23.7429,22.3689,0.0018,0.5612,42.3632,0.0,42.7339,1777832915726146326,1
ecgclass,stfq,2.46,49.716,23.3318,22.3305,0.0021,0.362,26.036,0.0,26.3842,1777832915749161661,1
ecgclass,stfq,2.5723,27.3423,23.7931,22.4345,0.0019,0.5801,3.1826,0.0,3.5492,1777832915838518629,1
ecgclass,stfq,2.6243,23.8755,23.0468,21.7659,0.0015,0.7531,0.5114,0.0,0.8286,1777832915887906521,1
ecgclass,stfq,2.78,24.9341,23.8803,22.487,0.0018,0.6149,0.6752,0.0,1.0538,1777832916043747746,1
ecgclass,stfq,2.8081,42.8045,23.4337,22.0535,0.0024,0.6133,19.016,0.0,19.3708,1777832916090159088,1
ecgclass,stfq,3.0383,24.9429,23.6672,22.5895,0.0024,0.3905,0.8371,0.0,1.2757,1777832916302236306,1
ecgclass,stfq,3.1909,37.5214,23.3213,22.3443,0.0021,0.3998,13.8485,0.0,14.2001,1777832916467838672,1
ecgclass,stfq,3.2732,46.3796,23.4949,22.1524,0.0024,0.6771,22.4919,0.0,22.8847,1777832916558789607,1
ecgclass,stfq,3.3257,39.9492,23.5957,22.1848,0.0016,0.6505,16.0198,0.0,16.3534,1777832916604824936,1
ecgclass,stfq,3.3818,30.653,24.1957,22.7389,0.0022,0.5983,6.0644,0.0,6.4573,1777832916650958071,1
ecgclass,stfq,3.3913,66.9587,23.4548,22.1809,0.0018,0.5741,43.1788,0.0,43.5038,1777832916697603666,1
ecgclass,stfq,3.4136,67.3072,23.3226,22.0256,0.0023,0.556,43.6625,0.0,43.9846,1777832916720323819,1
ecgclass,stfq,3.4996,28.6882,24.3653,22.9496,0.0022,0.6683,3.9473,0.0,4.3229,1777832916766603290,1
ecgclass,stfq,3.5487,25.8214,23.5642,22.2473,0.0023,0.6505,1.8313,0.0,2.2572,1777832916813612904,1
ecgclass,stfq,3.7062,25.5857,24.3466,22.6073,0.0029,0.6959,0.8121,0.0,1.239,1777832916970123011,1
ecgclass,stfq,3.7948,23.6099,22.7237,21.8518,0.0019,0.3657,0.5474,0.0,0.8862,1777832917058400049,1
ecgclass,stfq,3.8245,23.5367,22.6747,21.8188,0.0016,0.3447,0.5245,0.0,0.862,1777832917088112182,1
ecgclass,stfq,3.8827,46.675,22.9748,22.0746,0.0014,0.3586,23.4201,0.0,23.7002,1777832917169217090,1
ecgclass,stfq,3.9625,23.6208,22.7141,21.8532,0.0013,0.347,0.5386,0.0,0.9067,1777832917226141613,1
ecgclass,stfq,4.0053,23.7901,22.9197,22.0439,0.0014,0.3444,0.5414,0.0,0.8704,1777832917268897832,1
ecgclass,stfq,4.0452,23.7482,22.8286,21.9364,0.0015,0.3577,0.571,0.0,0.9195,1777832917308862598,1
ecgclass,stfq,4.1552,24.5588,23.4469,22.3754,0.0024,0.4101,0.6905,0.0,1.1119,1777832917418939729,1
ecgclass,stfq,4.1939,24.4055,23.5146,22.2241,0.0023,0.5588,0.5789,0.0,0.8909,1777832917457518351,1
ecgclass,stfq,4.3603,24.0295,23.0368,22.0674,0.0018,0.3931,0.6504,0.0,0.9927,1777832917624035891,1
ecgclass,stfq,4.5334,24.9224,23.6238,22.5583,0.0022,0.4049,0.8521,0.0,1.2985,1777832917797284898,1
ecgclass,stfq,4.6685,25.5911,24.3873,22.9856,0.0022,0.5383,0.797,0.0,1.2039,1777832917932407456,1
ecgclass,stfq,4.6789,60.3878,22.9967,22.0752,0.0017,0.3653,37.0896,0.0,37.3911,1777832917979091660,1
ecgclass,stfq,4.8195,24.9009,23.7002,22.6296,0.0022,0.4112,0.7813,0.0,1.2008,1777832918083390571,1
ecgclass,stfq,4.9897,24.8802,23.6733,22.5799,0.0021,0.4328,0.7699,0.0,1.2069,1777832918253566673,1
ecgclass,stfq,5.1296,23.725,22.7656,21.8454,0.0018,0.382,0.6042,0.0,0.9595,1777832918393305441,1
ecgclass,stfq,5.1645,23.932,23.0415,22.122,0.0017,0.382,0.5336,0.0,0.8905,1777832918428089427,1
ecgclass,stfq,5.2045,23.8879,23.0216,21.7893,0.0023,0.5611,0.5355,0.0,0.8663,1777832918468153555,1
ecgclass,stfq,5.2248,26.2671,23.3937,22.5084,0.0014,0.3198,2.5327,0.0,2.8733,1777832918490438038,1
ecgclass,stfq,5.2695,30.2641,23.3159,22.0505,0.0017,0.5501,6.6404,0.0,6.9482,1777832918539198867,1
ecgclass,stfq,5.2717,51.0056,23.6644,22.3801,0.0018,0.5628,26.9942,0.0,27.3412,1777832918561796586,1
ecgclass,stfq,5.2932,51.6219,22.8404,21.954,0.0012,0.3281,28.481,0.0,28.7815,1777832918584733660,1
ecgclass,stfq,5.4571,25.6879,24.4605,22.966,0.0022,0.6969,0.8011,0.0,1.2274,1777832918720931092,1
ecgclass,stfq,5.9564,23.3481,22.4222,21.4713,0.0023,0.3854,0.5481,0.0,0.9259,1777832919220044633,1
