task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_client_pre_rpc_ms,avg_non_server_exec_overhead_ms
ecgclass,no_sharing_tpc,589,0.9983,44.942,39.397,71.745,90.723,42.879,41.621,0.002,0.64,1.49,0.0,2.064
gestureclass,no_sharing_tpc,621,1.0525,45.911,39.354,75.604,104.318,43.128,41.855,0.003,0.652,2.214,0.0,2.783
heartrate,no_sharing_tpc,593,1.0051,45.11,39.309,74.505,103.888,42.703,41.508,0.002,0.654,1.849,0.0,2.407
diasbp,no_sharing_tpc,631,1.0695,44.631,39.271,73.746,98.439,42.316,41.127,0.003,0.645,1.758,0.0,2.315
