task,n_requests,throughput_rps,avg_latency_ms
diasbp,6279,34.88333333333333,28.6706773994209
gestureclass,6279,34.88333333333333,28.67064951004383
ecgclass,6279,34.88333333333333,28.670288673124443
sysbp,6279,34.88333333333333,28.67076951258542
