task,send_time_s,latency_ms
ecgclass,0.0001,366.588
ecgclass,0.0806,324.434
ecgclass,0.1587,246.357
ecgclass,0.2383,205.643
ecgclass,0.2486,195.407
ecgclass,0.2499,237.440
ecgclass,0.2989,188.436
ecgclass,0.3454,184.932
ecgclass,0.4495,80.820
ecgclass,0.4528,119.500
ecgclass,0.4871,85.233
ecgclass,0.4896,125.819
ecgclass,0.5261,89.358
ecgclass,0.5839,76.025
ecgclass,0.5963,63.718
ecgclass,0.6376,66.541
ecgclass,0.6431,61.093
ecgclass,0.6464,103.537
ecgclass,0.6568,93.174
ecgclass,0.6872,105.922
ecgclass,0.6999,93.271
ecgclass,0.7417,93.125
ecgclass,0.7496,85.298
ecgclass,0.8109,67.528
ecgclass,0.8513,72.432
ecgclass,0.8741,49.622
ecgclass,0.8886,80.585
ecgclass,0.9031,66.176
ecgclass,0.9045,108.826
ecgclass,0.9109,102.417
ecgclass,0.9336,122.701
ecgclass,0.9473,109.043
ecgclass,0.9891,110.334
ecgclass,1.0129,86.529
ecgclass,1.0204,122.890
ecgclass,1.0358,107.529
ecgclass,1.0568,132.475
ecgclass,1.0691,120.184
ecgclass,1.0797,153.745
ecgclass,1.1100,123.431
ecgclass,1.1184,159.074
ecgclass,1.1633,114.229
ecgclass,1.2095,111.440
ecgclass,1.2456,75.344
ecgclass,1.2480,115.856
ecgclass,1.2856,78.235
ecgclass,1.3305,76.919
ecgclass,1.3681,82.675
ecgclass,1.3784,72.312
ecgclass,1.3888,107.409
ecgclass,1.3941,102.073
ecgclass,1.4055,134.502
ecgclass,1.4058,134.287
ecgclass,1.4118,171.322
ecgclass,1.4555,127.665
ecgclass,1.5893,81.109
ecgclass,1.6087,61.769
ecgclass,1.6171,97.204
ecgclass,1.6305,83.838
ecgclass,1.6428,116.321
ecgclass,1.6464,112.783
ecgclass,1.6826,121.169
ecgclass,1.7285,75.302
ecgclass,1.7788,69.109
ecgclass,1.9558,63.317
ecgclass,2.0263,80.796
ecgclass,2.0825,68.473
ecgclass,2.1159,77.849
ecgclass,2.1352,58.545
ecgclass,2.1376,97.653
ecgclass,2.1704,64.869
ecgclass,2.1909,87.444
ecgclass,2.2398,81.535
ecgclass,2.3079,58.269
ecgclass,2.3195,90.924
ecgclass,2.3207,89.659
ecgclass,2.3511,103.891
ecgclass,2.4362,62.440
ecgclass,2.4651,76.963
ecgclass,2.5347,50.165
ecgclass,2.5597,69.652
ecgclass,2.6044,69.335
ecgclass,2.6128,60.992
ecgclass,2.6173,100.701
ecgclass,2.6225,95.465
ecgclass,2.6268,135.098
ecgclass,2.6280,133.867
ecgclass,2.6856,119.195
ecgclass,2.7000,104.873
ecgclass,2.7128,134.882
ecgclass,2.7446,103.092
ecgclass,2.7502,141.237
ecgclass,2.8146,76.906
ecgclass,2.8578,79.400
ecgclass,2.8682,69.005
ecgclass,2.8756,105.871
ecgclass,2.8928,88.658
ecgclass,2.9034,121.677
ecgclass,2.9051,119.987
ecgclass,2.9222,145.963
ecgclass,2.9978,70.338
ecgclass,3.0313,80.518
ecgclass,3.1336,66.250
ecgclass,3.2021,85.776
ecgclass,3.2395,48.394
ecgclass,3.3014,72.711
ecgclass,3.3248,49.331
ecgclass,3.3613,57.899
ecgclass,3.3737,90.447
ecgclass,3.3812,83.047
ecgclass,3.4519,56.985
ecgclass,3.4572,51.657
ecgclass,3.4636,88.992
ecgclass,3.4751,77.534
ecgclass,3.5073,88.556
ecgclass,3.5202,75.719
ecgclass,3.5423,97.211
ecgclass,3.6156,66.775
ecgclass,3.6666,61.086
ecgclass,3.7046,67.343
ecgclass,3.7109,61.084
ecgclass,3.7503,65.746
ecgclass,3.7649,51.107
ecgclass,3.7693,91.065
ecgclass,3.7826,77.713
ecgclass,3.7849,118.275
ecgclass,3.8153,87.918
ecgclass,3.8479,99.940
ecgclass,3.8576,90.262
ecgclass,3.8589,133.803
ecgclass,3.9504,86.646
ecgclass,3.9770,59.992
ecgclass,4.0278,53.175
ecgclass,4.0385,85.991
ecgclass,4.0949,73.529
ecgclass,4.1492,63.637
ecgclass,4.1526,60.284
ecgclass,4.3334,54.382
ecgclass,4.3557,76.195
ecgclass,4.4025,74.384
ecgclass,4.4108,66.131
ecgclass,4.4432,79.299
ecgclass,4.4536,68.949
ecgclass,4.5066,59.555
ecgclass,4.5222,87.611
ecgclass,4.5479,61.895
ecgclass,4.5657,87.087
ecgclass,4.5907,62.073
ecgclass,4.6064,90.329
ecgclass,4.6274,69.371
ecgclass,4.6275,114.506
ecgclass,4.6805,61.513
ecgclass,4.7646,65.248
ecgclass,4.7839,89.027
ecgclass,4.8987,60.945
ecgclass,4.9030,56.586
ecgclass,4.9952,54.180
ecgclass,5.0076,85.890
ecgclass,5.0301,63.342
ecgclass,5.1113,68.082
ecgclass,5.1158,63.681
ecgclass,5.1221,100.075
ecgclass,5.1680,54.251
ecgclass,5.1996,65.997
ecgclass,5.2099,55.669
ecgclass,5.2244,86.489
ecgclass,5.2489,61.966
ecgclass,5.3120,87.574
ecgclass,5.3244,75.218
ecgclass,5.3498,94.146
ecgclass,5.3612,82.723
ecgclass,5.3716,115.608
ecgclass,5.4432,87.601
ecgclass,5.4612,69.607
ecgclass,5.5059,69.184
ecgclass,5.5163,58.801
ecgclass,5.5222,97.017
ecgclass,5.5601,59.072
ecgclass,5.6072,56.737
ecgclass,5.6391,67.528
ecgclass,5.6784,71.967
ecgclass,5.7124,83.044
ecgclass,5.7491,90.234
ecgclass,5.8246,59.550
ecgclass,5.9183,52.627
ecgclass,5.9407,73.183
ecgclass,5.9441,69.832
ecgclass,5.9904,67.278
ecgclass,6.0185,84.278
ecgclass,6.0999,47.776
ecgclass,6.1348,57.745
ecgclass,6.1393,53.300
ecgclass,6.1746,61.571
ecgclass,6.1940,85.843
ecgclass,6.1973,82.570
ecgclass,6.2076,117.770
ecgclass,6.3228,91.238
ecgclass,6.3357,78.375
ecgclass,6.3444,113.098
ecgclass,6.3588,98.752
ecgclass,6.4286,71.136
ecgclass,6.4640,78.749
ecgclass,6.4713,71.476
ecgclass,6.4714,117.669
ecgclass,6.4872,101.895
ecgclass,6.4905,143.097
ecgclass,6.5599,73.691
ecgclass,6.5634,113.694
ecgclass,6.5858,91.265
ecgclass,6.6197,101.498
ecgclass,6.7159,47.359
ecgclass,6.7254,81.510
ecgclass,6.7829,69.034
ecgclass,6.8091,88.760
ecgclass,6.8678,74.624
ecgclass,6.8782,64.295
ecgclass,6.8909,95.256
ecgclass,6.8976,88.615
ecgclass,6.9341,94.545
ecgclass,6.9546,74.090
ecgclass,6.9833,88.787
ecgclass,7.0258,46.417
ecgclass,7.0640,53.651
ecgclass,7.0994,62.939
ecgclass,7.1458,60.790
ecgclass,7.1471,59.430
ecgclass,7.1975,52.521
ecgclass,7.2402,52.233
ecgclass,7.2558,80.305
ecgclass,7.2631,73.010
ecgclass,7.2866,94.963
ecgclass,7.3539,71.675
ecgclass,7.3652,60.341
ecgclass,7.4128,56.712
ecgclass,7.5118,87.822
ecgclass,7.5252,74.366
ecgclass,7.6690,63.465
ecgclass,7.6703,62.216
ecgclass,7.6715,105.490
ecgclass,7.7338,86.761
ecgclass,7.7555,65.069
ecgclass,7.7751,89.184
ecgclass,7.8411,68.455
ecgclass,7.9238,74.234
ecgclass,7.9510,47.050
ecgclass,8.0215,63.556
ecgclass,8.0547,74.558
ecgclass,8.0711,58.241
ecgclass,8.0794,95.423
