task,send_time_s,latency_ms
gestureclass,0.0002,400.520
gestureclass,0.0437,399.858
gestureclass,0.0631,423.587
gestureclass,0.0871,443.254
gestureclass,0.0895,482.484
gestureclass,0.0999,515.143
gestureclass,0.1244,535.208
gestureclass,0.1449,558.822
gestureclass,0.1503,599.499
gestureclass,0.2121,581.100
gestureclass,0.2124,622.709
gestureclass,0.2347,643.287
gestureclass,0.2371,640.969
gestureclass,0.2873,636.757
gestureclass,0.2874,681.351
gestureclass,0.3212,691.967
gestureclass,0.3228,734.139
gestureclass,0.4132,686.637
gestureclass,0.4246,718.782
gestureclass,0.4482,741.079
gestureclass,0.4682,765.286
gestureclass,0.4825,794.686
gestureclass,0.5101,810.935
gestureclass,0.5257,838.091
gestureclass,0.5805,826.110
gestureclass,0.5806,826.021
gestureclass,0.6886,762.460
gestureclass,0.7054,790.378
gestureclass,0.7108,828.913
gestureclass,0.7222,860.514
gestureclass,0.7472,879.140
gestureclass,0.7672,859.140
gestureclass,0.8094,816.988
gestureclass,0.8547,815.351
gestureclass,0.8742,839.669
gestureclass,0.9045,855.068
gestureclass,0.9182,885.311
gestureclass,0.9206,926.856
gestureclass,0.9312,916.276
gestureclass,0.9370,952.514
gestureclass,0.9764,913.110
gestureclass,0.9818,907.769
gestureclass,1.0084,923.506
gestureclass,1.0522,879.742
gestureclass,1.0549,877.075
gestureclass,1.0744,899.955
gestureclass,1.1259,848.561
gestureclass,1.1363,838.107
gestureclass,1.1465,872.290
gestureclass,1.1609,857.983
gestureclass,1.1633,899.831
gestureclass,1.1676,895.557
gestureclass,1.2301,833.107
gestureclass,1.2771,830.298
gestureclass,1.2890,818.421
gestureclass,1.2953,855.911
gestureclass,1.3231,828.118
gestureclass,1.4095,784.549
gestureclass,1.4532,782.509
gestureclass,1.4629,815.237
gestureclass,1.4772,800.877
gestureclass,1.4974,823.661
gestureclass,1.5127,808.315
gestureclass,1.5191,847.278
gestureclass,1.5255,840.929
gestureclass,1.5472,863.817
gestureclass,1.6172,837.627
gestureclass,1.6216,833.271
gestureclass,1.6451,853.127
gestureclass,1.6969,801.330
gestureclass,1.6972,844.903
gestureclass,1.7084,833.658
gestureclass,1.7358,849.394
gestureclass,1.7811,804.123
gestureclass,1.8370,792.811
gestureclass,1.8444,785.464
gestureclass,1.8457,828.381
gestureclass,1.8520,865.535
gestureclass,1.8683,893.169
gestureclass,1.8736,931.173
gestureclass,1.8819,965.300
gestureclass,1.9108,980.936
gestureclass,1.9109,1025.949
gestureclass,1.9461,1035.523
gestureclass,1.9475,1077.379
gestureclass,1.9661,1102.114
gestureclass,1.9674,1143.955
gestureclass,1.9737,1137.707
gestureclass,1.9856,1169.878
gestureclass,2.0288,1126.667
gestureclass,2.0333,1122.242
gestureclass,2.1106,1088.924
gestureclass,2.1544,1045.126
gestureclass,2.1557,1088.201
gestureclass,2.1559,1088.049
gestureclass,2.1601,1083.817
gestureclass,2.1806,1107.039
gestureclass,2.3025,1027.970
gestureclass,2.3092,1021.397
gestureclass,2.3375,993.109
gestureclass,2.3398,1034.949
gestureclass,2.3705,1048.482
gestureclass,2.4099,1009.120
gestureclass,2.4546,1010.166
gestureclass,2.4998,1008.346
gestureclass,2.5321,1020.077
gestureclass,2.5346,1061.873
gestureclass,2.5522,1086.849
gestureclass,2.5597,1079.470
gestureclass,2.5701,1112.645
gestureclass,2.6130,1069.767
gestureclass,2.6570,1071.040
gestureclass,2.6802,1047.907
gestureclass,2.6856,1086.770
gestureclass,2.7073,1109.374
gestureclass,2.7126,1147.744
gestureclass,2.7422,1160.993
gestureclass,2.7469,1200.489
gestureclass,2.7701,1222.831
gestureclass,2.7805,1212.417
gestureclass,2.7819,1255.440
gestureclass,2.8090,1272.218
gestureclass,2.8113,1269.919
gestureclass,2.8972,1227.490
gestureclass,2.9104,1214.288
gestureclass,2.9177,1250.885
gestureclass,2.9209,1247.639
gestureclass,2.9364,1277.010
gestureclass,2.9644,1293.379
gestureclass,2.9992,1258.634
gestureclass,3.0165,1241.355
gestureclass,3.0843,1217.096
gestureclass,3.1159,1185.585
gestureclass,3.1193,1182.230
gestureclass,3.1837,1161.030
gestureclass,3.1922,1152.604
gestureclass,3.2601,1084.792
gestureclass,3.2665,1121.522
gestureclass,3.2768,1111.276
gestureclass,3.3000,1131.850
gestureclass,3.3015,1130.402
gestureclass,3.3538,1122.699
gestureclass,3.3626,1159.843
gestureclass,3.3679,1198.106
gestureclass,3.3692,1196.834
gestureclass,3.3692,1240.996
gestureclass,3.3705,1282.527
gestureclass,3.3779,1319.250
gestureclass,3.3854,1356.576
gestureclass,3.4057,1380.167
gestureclass,3.4515,1334.427
gestureclass,3.4752,1310.739
gestureclass,3.4968,1333.105
gestureclass,3.5074,1322.474
gestureclass,3.5267,1346.352
gestureclass,3.5426,1330.466
gestureclass,3.5439,1371.956
gestureclass,3.5492,1366.650
gestureclass,3.5548,1361.152
gestureclass,3.5561,1403.327
gestureclass,3.5663,1437.780
gestureclass,3.5664,1437.715
gestureclass,3.5963,1407.846
gestureclass,3.6281,1421.329
gestureclass,3.6294,1420.006
gestureclass,3.6317,1462.010
gestureclass,3.6939,1442.534
gestureclass,3.7003,1436.176
gestureclass,3.7142,1422.267
gestureclass,3.7265,1452.650
gestureclass,3.7526,1469.607
gestureclass,3.7723,1493.509
gestureclass,3.8188,1491.740
gestureclass,3.8222,1532.907
gestureclass,3.8435,1511.573
gestureclass,3.8513,1503.819
gestureclass,3.8655,1533.856
gestureclass,3.9490,1494.485
gestureclass,3.9607,1526.679
gestureclass,3.9834,1504.010
gestureclass,3.9961,1535.155
gestureclass,4.0004,1575.047
gestureclass,4.0004,1619.110
gestureclass,4.0311,1632.446
gestureclass,4.0334,1630.196
gestureclass,4.0369,1669.956
gestureclass,4.0558,1651.131
gestureclass,4.0632,1687.454
gestureclass,4.0755,1675.114
gestureclass,4.0884,1706.677
gestureclass,4.0885,1706.610
gestureclass,4.1328,1706.851
gestureclass,4.2132,1626.473
gestureclass,4.2276,1656.309
gestureclass,4.2361,1647.838
gestureclass,4.2811,1646.829
gestureclass,4.2916,1636.309
gestureclass,4.3118,1616.216
gestureclass,4.3532,1618.020
gestureclass,4.3611,1610.094
gestureclass,4.4002,1614.122
gestureclass,4.4221,1635.889
gestureclass,4.4431,1615.085
gestureclass,4.4781,1625.132
gestureclass,4.4782,1625.066
gestureclass,4.4865,1661.170
gestureclass,4.4908,1656.877
gestureclass,4.4971,1695.772
gestureclass,4.5054,1731.152
gestureclass,4.5109,1725.677
gestureclass,4.5226,1757.533
gestureclass,4.5299,1795.592
gestureclass,4.5414,1784.175
gestureclass,4.5544,1815.311
gestureclass,4.5598,1809.922
gestureclass,4.5803,1789.387
gestureclass,4.6021,1811.558
gestureclass,4.6339,1823.620
gestureclass,4.6383,1861.178
gestureclass,4.6582,1841.301
gestureclass,4.6859,1857.318
gestureclass,4.6860,1902.725
gestureclass,4.6972,1936.081
gestureclass,4.7167,1960.809
gestureclass,4.7233,1997.460
gestureclass,4.7592,1961.535
gestureclass,4.7853,1978.408
gestureclass,4.7891,1974.632
gestureclass,4.8014,2005.519
gestureclass,4.8681,1938.824
gestureclass,4.8843,1967.649
gestureclass,4.9133,1938.581
gestureclass,4.9618,1936.190
gestureclass,4.9741,1923.868
gestureclass,4.9754,1966.829
gestureclass,4.9807,2005.527
gestureclass,4.9950,2034.057
gestureclass,5.0063,2066.280
gestureclass,5.0218,2095.720
gestureclass,5.0491,2068.461
gestureclass,5.0786,2083.485
gestureclass,5.0999,2062.191
gestureclass,5.1576,2048.907
gestureclass,5.2296,2020.336
gestureclass,5.2563,1993.744
gestureclass,5.2950,1997.806
gestureclass,5.3054,1987.453
gestureclass,5.3077,2028.704
gestureclass,5.3245,2057.165
gestureclass,5.3769,2004.776
gestureclass,5.3801,2045.821
gestureclass,5.3884,2081.055
gestureclass,5.4098,2059.755
gestureclass,5.4201,2092.952
gestureclass,5.4214,2091.657
gestureclass,5.5045,2008.555
gestureclass,5.5198,2036.182
gestureclass,5.5255,2030.489
gestureclass,5.5354,2020.625
gestureclass,5.5356,2063.807
gestureclass,5.5518,2092.310
gestureclass,5.5855,2058.636
gestureclass,5.6009,2043.310
gestureclass,5.6307,2057.715
gestureclass,5.6444,2044.060
gestureclass,5.6741,2014.365
gestureclass,5.6887,2043.963
gestureclass,5.7081,2068.625
gestureclass,5.7467,2030.004
gestureclass,5.8351,1985.222
gestureclass,5.8448,2019.185
gestureclass,5.9145,1949.578
gestureclass,5.9159,1993.650
gestureclass,5.9342,1975.378
gestureclass,5.9485,2005.116
gestureclass,5.9660,1987.648
gestureclass,6.0028,1950.883
gestureclass,6.0133,1985.013
gestureclass,6.0964,1944.690
gestureclass,6.1134,1927.758
gestureclass,6.1417,1899.504
gestureclass,6.1599,1924.741
gestureclass,6.1745,1910.166
gestureclass,6.1861,1943.303
gestureclass,6.1862,1989.137
gestureclass,6.2647,1954.846
gestureclass,6.2853,1934.301
gestureclass,6.3411,1878.479
gestureclass,6.4222,1841.556
gestureclass,6.4530,1810.793
gestureclass,6.4627,1843.538
gestureclass,6.4747,1831.555
gestureclass,6.4769,1829.316
gestureclass,6.5249,1825.162
gestureclass,6.5484,1845.513
gestureclass,6.6033,1835.361
gestureclass,6.6528,1785.889
gestureclass,6.6529,1785.801
gestureclass,6.6877,1795.699
gestureclass,6.6900,1837.570
gestureclass,6.6923,1878.610
gestureclass,6.7146,1900.514
gestureclass,6.7268,1933.676
gestureclass,6.7583,1946.616
gestureclass,6.8234,1925.973
gestureclass,6.8347,1958.792
gestureclass,6.8531,1983.204
gestureclass,6.8531,2025.897
gestureclass,6.8575,2066.172
gestureclass,6.8805,2088.561
gestureclass,6.8806,2132.334
gestureclass,6.9011,2153.970
gestureclass,6.9214,2176.908
gestureclass,6.9238,2218.008
gestureclass,6.9750,2210.383
gestureclass,7.0054,2224.610
gestureclass,7.0522,2222.277
gestureclass,7.0556,2262.808
gestureclass,7.0837,2277.082
gestureclass,7.0921,2268.732
gestureclass,7.1534,2207.439
gestureclass,7.1665,2236.650
gestureclass,7.1858,2217.351
gestureclass,7.1922,2210.969
gestureclass,7.2048,2242.626
gestureclass,7.2337,2213.700
gestureclass,7.2542,2238.281
gestureclass,7.2542,2238.211
gestureclass,7.2557,2281.554
gestureclass,7.2674,2269.969
gestureclass,7.2980,2283.895
gestureclass,7.3174,2307.401
gestureclass,7.3197,2347.231
gestureclass,7.3525,2314.469
gestureclass,7.4202,2290.419
gestureclass,7.4281,2327.350
gestureclass,7.4425,2357.825
gestureclass,7.4529,2392.199
gestureclass,7.4602,2428.573
gestureclass,7.4686,2465.400
gestureclass,7.4757,2503.356
gestureclass,7.4800,2543.710
gestureclass,7.4812,2586.453
gestureclass,7.4875,2623.499
gestureclass,7.5316,2579.431
gestureclass,7.5389,2615.509
gestureclass,7.5445,2609.900
gestureclass,7.5751,2579.241
gestureclass,7.5855,2611.943
gestureclass,7.6148,2582.704
gestureclass,7.6381,2559.366
gestureclass,7.6614,2580.724
gestureclass,7.6677,2574.378
gestureclass,7.6858,2556.301
gestureclass,7.7442,2542.728
gestureclass,7.7708,2516.118
gestureclass,7.7962,2490.758
gestureclass,7.8066,2524.411
gestureclass,7.8307,2500.290
gestureclass,7.8454,2485.599
gestureclass,7.8487,2526.421
gestureclass,7.8560,2519.180
gestureclass,7.8593,2515.901
gestureclass,7.8814,2536.541
gestureclass,7.8827,2535.258
gestureclass,7.8850,2533.018
gestureclass,7.8893,2572.370
gestureclass,7.8996,2562.080
gestureclass,7.9019,2559.841
gestureclass,7.9283,2578.132
gestureclass,7.9436,2562.801
gestureclass,8.0464,2460.064
gestureclass,8.1142,2436.880
gestureclass,8.1290,2422.039
gestureclass,8.1416,2409.532
gestureclass,8.1439,2451.371
gestureclass,8.1765,2418.826
gestureclass,8.2478,2347.600
gestureclass,8.2603,2378.688
gestureclass,8.2925,2346.579
gestureclass,8.2926,2346.495
gestureclass,8.4408,2242.080
gestureclass,8.4421,2240.771
gestureclass,8.4725,2210.389
gestureclass,8.4738,2253.955
gestureclass,8.4811,2246.674
gestureclass,8.4890,2238.889
gestureclass,8.5103,2262.235
gestureclass,8.5117,2260.906
gestureclass,8.5199,2252.641
gestureclass,8.5252,2291.515
gestureclass,8.5275,2289.290
gestureclass,8.5610,2255.763
gestureclass,8.5707,2289.550
gestureclass,8.5723,2287.960
gestureclass,8.5843,2275.912
gestureclass,8.5886,2314.699
gestureclass,8.5887,2314.650
gestureclass,8.5900,2313.351
gestureclass,8.6143,2332.148
gestureclass,8.6144,2332.076
gestureclass,8.6237,2322.804
gestureclass,8.6380,2353.271
gestureclass,8.6437,2347.624
gestureclass,8.6601,2331.244
gestureclass,8.6977,2338.367
gestureclass,8.7094,2326.695
gestureclass,8.7210,2315.032
gestureclass,8.7233,2356.884
gestureclass,8.7377,2342.518
gestureclass,8.7826,2297.657
gestureclass,8.7947,2329.146
gestureclass,8.8091,2314.767
gestureclass,8.8669,2256.973
gestureclass,8.8748,2292.791
gestureclass,8.8750,2292.547
gestureclass,8.9175,2250.075
gestureclass,8.9312,2279.258
gestureclass,8.9345,2275.959
gestureclass,8.9358,2274.667
gestureclass,8.9503,2304.924
gestureclass,8.9802,2275.007
gestureclass,8.9816,2273.655
gestureclass,8.9828,2317.034
gestureclass,8.9851,2314.812
gestureclass,8.9883,2311.568
gestureclass,9.0079,2336.128
gestureclass,9.0094,2334.709
gestureclass,9.0481,2296.054
gestureclass,9.0976,2289.817
gestureclass,9.1984,2189.071
gestureclass,9.1985,2189.012
gestureclass,9.2028,2227.854
gestureclass,9.2172,2213.513
gestureclass,9.2185,2212.180
gestureclass,9.3017,2172.516
gestureclass,9.3680,2106.215
gestureclass,9.3817,2092.501
gestureclass,9.4224,2095.979
gestureclass,9.4626,2055.743
gestureclass,9.4781,2040.301
gestureclass,9.4879,2074.815
gestureclass,9.5285,2034.226
gestureclass,9.5405,2022.293
gestureclass,9.5901,2016.631
gestureclass,9.6109,1995.843
gestureclass,9.6233,1983.415
gestureclass,9.6337,2016.630
gestureclass,9.6403,2010.047
gestureclass,9.6445,2005.812
gestureclass,9.6446,2048.585
gestureclass,9.6509,2042.288
gestureclass,9.6511,2042.081
gestureclass,9.6564,2079.704
gestureclass,9.7233,2012.790
gestureclass,9.7720,1964.067
gestureclass,9.8203,1959.393
gestureclass,9.8286,1951.077
gestureclass,9.8883,1891.443
gestureclass,9.9110,1913.339
gestureclass,9.9123,1911.980
gestureclass,9.9167,1907.681
gestureclass,9.9391,1929.588
gestureclass,9.9425,1926.275
gestureclass,9.9447,1924.028
gestureclass,9.9728,1939.581
gestureclass,9.9728,1939.538
gestureclass,9.9766,1935.826
