task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_non_server_exec_overhead_ms
nyudepth,no_sharing_tpc,589,0.9983,88.983,82.682,132.888,152.158,67.678,65.795,0.003,1.263,6.71,21.304
vocseg,no_sharing_tpc,593,1.0051,89.8,83.089,139.233,150.116,67.484,65.348,0.003,1.618,7.605,22.315
