task,device,t_center,count,throughput_rps,p50_ms,p99_ms
exchangefore,192.168.245.191:8000,0.5,6,6.0,89.48731422424316,117.07563400268555
exchangefore,192.168.245.191:8000,1.5,5,5.0,60.64176559448242,102.00840950012206
exchangefore,192.168.245.191:8000,2.5,5,5.0,51.1474609375,77.44355201721191
exchangefore,192.168.245.191:8000,3.5,2,2.0,75.33872127532959,79.52024221420288
exchangefore,192.168.245.191:8000,4.5,5,5.0,90.45934677124023,142.62933731079102
exchangefore,192.168.245.191:8000,5.5,3,3.0,126.38473510742188,132.71502017974854
exchangefore,192.168.245.191:8000,6.5,8,8.0,64.03625011444092,92.02231407165527
exchangefore,192.168.245.191:8000,7.5,6,6.0,47.10376262664795,78.96534204483032
exchangefore,192.168.245.191:8000,8.5,1,1.0,51.12528800964356,51.12528800964356
exchangefore,192.168.245.191:8000,9.5,5,5.0,46.14543914794922,46.88220977783204
exchangefore,192.168.245.191:8000,10.5,6,6.0,49.69751834869385,56.147170066833496
exchangefore,192.168.245.191:8000,11.5,3,3.0,64.39733505249023,94.69919681549071
exchangefore,192.168.245.191:8000,12.5,9,9.0,53.41696739196777,86.35848045349121
exchangefore,192.168.245.191:8000,13.5,8,8.0,50.10068416595459,90.12669801712036
exchangefore,192.168.245.191:8000,14.5,2,2.0,71.29621505737305,84.83951568603516
exchangefore,192.168.245.191:8000,15.5,3,3.0,93.24502944946288,96.57501220703125
exchangefore,192.168.245.191:8000,16.5,11,11.0,50.25053024291992,118.932843208313
exchangefore,192.168.245.191:8000,17.5,3,3.0,50.10676383972168,50.26097297668457
exchangefore,192.168.245.191:8000,18.5,12,12.0,73.54164123535156,117.67460823059083
exchangefore,192.168.245.191:8000,19.5,8,8.0,50.29702186584473,74.21606302261353
exchangefore,192.168.245.191:8000,20.5,15,15.0,60.31227111816406,84.59877014160156
exchangefore,192.168.245.191:8000,21.5,11,11.0,50.69637298583984,87.0694637298584
exchangefore,192.168.245.191:8000,22.5,5,5.0,60.68134307861328,66.62906646728516
exchangefore,192.168.245.191:8000,23.5,11,11.0,54.95285987854004,139.8848295211792
exchangefore,192.168.245.191:8000,24.5,6,6.0,60.75763702392578,72.64530658721924
exchangefore,192.168.245.191:8000,25.5,2,2.0,68.19891929626465,85.60702800750732
exchangefore,192.168.245.191:8000,26.5,3,3.0,50.30345916748047,50.32869338989258
exchangefore,192.168.245.191:8000,27.5,8,8.0,51.503658294677734,82.02935695648193
exchangefore,192.168.245.191:8000,28.5,3,3.0,81.84313774108887,88.11197280883789
exchangefore,192.168.245.191:8000,29.5,4,4.0,97.30494022369385,147.79049634933472
exchangefore,192.168.245.191:8000,30.5,6,6.0,129.33313846588135,286.4494323730469
exchangefore,192.168.245.191:8000,31.5,3,3.0,76.02643966674805,78.26083660125732
exchangefore,192.168.245.191:8000,32.5,6,6.0,48.01976680755615,117.06337928771973
exchangefore,192.168.245.191:8000,33.5,5,5.0,86.90476417541504,140.4928207397461
exchangefore,192.168.245.191:8000,34.5,6,6.0,66.36106967926025,100.45944452285767
exchangefore,192.168.245.191:8000,35.5,7,7.0,93.22690963745116,144.33207511901855
exchangefore,192.168.245.191:8000,36.5,6,6.0,60.00208854675293,91.72827005386351
exchangefore,192.168.245.191:8000,37.5,5,5.0,61.68937683105469,82.14179992675781
exchangefore,192.168.245.191:8000,38.5,8,8.0,68.44449043273926,103.75232219696046
exchangefore,192.168.245.191:8000,39.5,4,4.0,52.09338665008545,93.69373083114621
exchangefore,192.168.245.191:8000,40.5,4,4.0,81.00557327270508,125.04670381546019
