task,t_center,count,throughput_rps,p50_ms,p99_ms,mean_ms
exchangefore,0.5,6,6.0,89.48731422424316,117.07563400268555,86.79747581481934
exchangefore,1.5,5,5.0,60.64176559448242,102.00840950012206,68.39480400085449
exchangefore,2.5,5,5.0,51.1474609375,77.44355201721191,58.078622817993164
exchangefore,3.5,2,2.0,75.33872127532959,79.52024221420288,75.33872127532959
exchangefore,4.5,5,5.0,90.45934677124023,142.62933731079102,92.74992942810059
exchangefore,5.5,3,3.0,126.38473510742188,132.71502017974854,109.86534754435222
exchangefore,6.5,8,8.0,64.03625011444092,92.02231407165527,64.20901417732239
exchangefore,7.5,6,6.0,47.10376262664795,78.96534204483032,52.190939585367836
exchangefore,8.5,1,1.0,51.12528800964356,51.12528800964356,51.12528800964356
exchangefore,9.5,5,5.0,46.14543914794922,46.88220977783204,43.866634368896484
exchangefore,10.5,6,6.0,49.69751834869385,56.147170066833496,50.174713134765625
exchangefore,11.5,3,3.0,64.39733505249023,94.69919681549071,70.13448079427083
exchangefore,12.5,9,9.0,53.41696739196777,86.35848045349121,62.39737404717339
exchangefore,13.5,8,8.0,50.10068416595459,90.12669801712036,59.3874454498291
exchangefore,14.5,2,2.0,71.29621505737305,84.83951568603516,71.29621505737305
exchangefore,15.5,3,3.0,93.24502944946288,96.57501220703125,81.40230178833008
exchangefore,16.5,11,11.0,50.25053024291992,118.932843208313,59.31821736422452
exchangefore,17.5,3,3.0,50.10676383972168,50.26097297668457,49.99772707621256
exchangefore,18.5,12,12.0,73.54164123535156,117.67460823059083,77.97064383824666
exchangefore,19.5,8,8.0,50.29702186584473,74.21606302261353,53.958773612976074
exchangefore,20.5,15,15.0,60.31227111816406,84.59877014160156,59.24089749654134
exchangefore,21.5,11,11.0,50.69637298583984,87.0694637298584,57.17238512906161
exchangefore,22.5,5,5.0,60.68134307861328,66.62906646728516,58.88681411743164
exchangefore,23.5,11,11.0,54.95285987854004,139.8848295211792,70.01304626464844
exchangefore,24.5,6,6.0,60.75763702392578,72.64530658721924,60.172597567240395
exchangefore,25.5,2,2.0,68.19891929626465,85.60702800750732,68.19891929626465
exchangefore,26.5,3,3.0,50.30345916748047,50.32869338989258,50.15023549397787
exchangefore,27.5,8,8.0,51.503658294677734,82.02935695648193,56.358128786087036
exchangefore,28.5,3,3.0,81.84313774108887,88.11197280883789,80.35604159037273
exchangefore,29.5,4,4.0,97.30494022369385,147.79049634933472,103.53374481201172
exchangefore,30.5,6,6.0,129.33313846588135,286.4494323730469,160.39947668711343
exchangefore,31.5,3,3.0,76.02643966674805,78.26083660125732,67.16553370157878
exchangefore,32.5,6,6.0,48.01976680755615,117.06337928771973,62.288522720336914
exchangefore,33.5,5,5.0,86.90476417541504,140.4928207397461,94.48461532592773
exchangefore,34.5,6,6.0,66.36106967926025,100.45944452285767,69.27017370859782
