task,device_url,n_requests,throughput_rps,avg_latency_ms
ecgclass,10.100.31.64:8000,394,6.566666666666666,167.52408724750964
etth1fore,10.100.31.64:8000,385,6.416666666666667,160.65692344269195
gestureclass,10.100.31.64:8000,359,5.983333333333333,165.7663135475435
eclfore,10.100.31.64:8000,339,5.65,165.43266555200987
