req_id,req_time,site_manager,device,backbone,task,site_manager_send_time,device_start_time,end_to_end_latency(ms),proc_time(ms),swap_time(ms),pred,true
0,0.0,site2,10.100.20.45:8040,papageissvri,diasbp,1770567045.8481078,1770567045.987512,2482.872724533081,2340.098465,0.010010999999999999,56.23070526123047,56.0
1,0.020001111172842936,site2,10.100.20.45:8000,chronostiny,ecgclass,1770567045.940214,1770567045.9542873,32.77111053466797,11.555954,0.0031590000000000003,0.0,0.0
2,0.04000222234568587,site2,10.100.20.45:8000,chronostiny,ecgclass,1770567045.9404576,1770567046.0062385,80.51729202270508,8.781085,0.0026060000000000002,0.0,0.0
3,0.06000333351852881,site2,10.100.20.45:8020,chronostiny,gestureclass,1770567045.9405584,1770567045.9492948,56.53119087219238,36.512983999999996,0.009918999999999999,4.0,4.0
4,0.08000444469137175,site2,10.100.20.45:8000,chronostiny,ecgclass,1770567045.9406424,1770567045.978919,59.354305267333984,19.182026,0.002597,0.0,0.0
5,0.10000555586421468,site2,10.100.20.45:8040,papageissvri,diasbp,1770567045.940724,1770567048.3322968,2403.8593769073486,10.041285,0.003218,56.23070526123047,56.0
6,0.12000666703705762,site2,10.100.20.45:8000,chronostiny,ecgclass,1770567045.9567199,1770567046.0226429,77.12578773498535,9.555776,0.002283,0.0,0.0
7,0.14000777820990054,site2,10.100.20.45:8030,papageip,heartrate,1770567045.9762254,1770567045.990236,30.30228614807129,10.515668,0.005712,72.25891876220703,69.0
8,0.1600088893827435,site2,10.100.20.45:8000,chronostiny,ecgclass,1770567045.9964566,1770567046.0344677,45.73488235473633,6.094548,0.001991,0.0,0.0
9,0.1800100005555864,site2,10.100.20.45:8000,chronostiny,ecgclass,1770567046.016688,1770567046.042826,34.28006172180176,6.465231,0.0019149999999999998,0.0,0.0
10,0.20001111172842936,site2,10.100.20.45:8000,chronostiny,ecgclass,1770567046.0359926,1770567046.051535,33.643245697021484,12.960984,0.0020829999999999998,0.0,0.0
11,0.2200122229012723,site2,10.100.20.45:8010,papageissvri,sysbp,1770567046.05613,1770567046.0587053,17.3189640045166,12.599928,0.003022,126.73700714111328,98.0
12,0.24001333407411524,site2,10.100.20.45:8030,papageip,heartrate,1770567046.0766082,1770567046.0777838,6.923675537109375,3.809606,0.002988,72.25891876220703,69.0
13,0.26001444524695816,site2,10.100.20.45:8030,papageip,heartrate,1770567046.097692,1770567046.0986352,6.362438201904297,3.442395,0.0024609999999999996,72.25891876220703,69.0
14,0.2800155564198011,site2,10.100.20.45:8040,papageissvri,diasbp,1770567046.116258,1770567048.3483903,2240.9274578094482,6.516916,0.0024839999999999997,56.23070526123047,56.0
15,0.300016667592644,site2,10.100.20.45:8000,chronostiny,ecgclass,1770567046.1366177,1770567046.1375682,9.291887283325195,6.562735999999999,0.002258,0.0,0.0
16,0.320017778765487,site2,10.100.20.45:8000,chronostiny,ecgclass,1770567046.1561246,1770567046.157037,8.884668350219727,6.06322,0.00217,0.0,0.0
17,0.3400188899383299,site2,10.100.20.45:8000,chronostiny,ecgclass,1770567046.1761706,1770567046.177014,8.628368377685547,6.048867,0.0021339999999999996,0.0,0.0
18,0.3600200011111728,site2,10.100.20.45:8020,chronostiny,gestureclass,1770567046.1959732,1770567046.1972396,14.965295791625977,11.635971,0.002757,4.0,4.0
19,0.38002111228401575,site2,10.100.20.45:8000,chronostiny,ecgclass,1770567046.2161286,1770567046.2170153,8.718252182006836,6.099411,0.002118,0.0,0.0
20,0.4000222234568587,site2,10.100.20.45:8010,papageissvri,sysbp,1770567046.2360291,1770567046.2372077,12.874841690063477,9.348813,0.002693,126.73700714111328,98.0
21,0.42002333462970165,site2,10.100.20.45:8000,chronostiny,ecgclass,1770567046.2561748,1770567046.257283,9.088993072509766,6.2523919999999995,0.002278,0.0,0.0
22,0.4400244458025446,site2,10.100.20.45:8000,chronostiny,ecgclass,1770567046.2764516,1770567046.2774258,9.311199188232422,6.663244,0.00219,0.0,0.0
23,0.4600255569753875,site2,10.100.20.45:8030,papageip,heartrate,1770567046.2959442,1770567046.2970495,6.412744522094727,3.342932,0.0026460000000000003,72.25891876220703,69.0
