task,n_requests,throughput_rps,avg_latency_ms
gestureclass,391,39.1,25.601175356456235
sysbp,391,39.1,25.601171314373346
heartrate,391,39.1,25.600848895738192
ecgclass,391,39.1,25.60290904439357
eclfore,391,39.1,25.601106538625476
diasbp,391,39.1,25.60192515687717
