task,tpc_count,concurrency,send_elapsed_sec,complete_elapsed_sec,latency_ms,total_response_time_ms,server_exec_ms,server_proc_ms,server_swap_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms,server_start_ns,worker_id
ecgclass,3,1,0.0,0.308,307.9257,307.9257,303.1446,281.0567,0.0023,3.9608,4.7811,1775515457595837258,0
ecgclass,3,1,0.308,0.3375,29.5413,29.5413,21.0074,20.2504,0.0016,8.085,8.5338,1775515457907898095,0
ecgclass,3,1,0.3375,0.374,36.453,36.453,29.2531,28.5111,0.002,6.5629,7.1999,1775515457935926375,0
ecgclass,3,1,0.374,0.4103,36.2601,36.2601,28.576,27.9103,0.0009,7.2272,7.6841,1775515457973052391,0
ecgclass,3,1,0.4103,0.4464,36.1402,36.1402,33.1874,32.5519,0.0009,2.521,2.9528,1775515458004613920,0
ecgclass,3,1,0.4464,0.4825,36.1118,36.1118,29.6208,28.8285,0.001,6.0849,6.491,1775515458044325917,0
ecgclass,3,1,0.4825,0.5185,36.0122,36.0122,33.1584,32.5514,0.0008,2.486,2.8538,1775515458076845757,0
ecgclass,3,1,0.5185,0.5549,36.401,36.401,33.7903,33.1839,0.0008,2.1918,2.6107,1775515458112569514,0
ecgclass,3,1,0.555,0.5912,36.2592,36.2592,33.7307,33.1102,0.0009,2.1577,2.5285,1775515458148943387,0
ecgclass,3,1,0.5912,0.6277,36.4363,36.4363,25.4949,24.7932,0.0013,10.4206,10.9415,1775515458193472018,0
ecgclass,3,1,0.6277,0.6645,36.8512,36.8512,30.888,30.1076,0.0021,5.3988,5.9632,1775515458224895522,0
ecgclass,3,1,0.6645,0.7005,35.9674,35.9674,31.3179,30.6264,0.0013,4.2253,4.6495,1775515458260582377,0
ecgclass,3,1,0.7005,0.7367,36.2437,36.2437,30.826,29.9918,0.0011,5.0018,5.4176,1775515458297334097,0
ecgclass,3,1,0.7368,0.7725,35.7814,35.7814,27.7644,27.1233,0.001,7.5731,8.017,1775515458336156595,0
ecgclass,3,1,0.7725,0.8086,36.047,36.047,29.5545,28.943,0.0008,6.088,6.4925,1775515458370460471,0
ecgclass,3,1,0.8086,0.8447,36.1397,36.1397,29.7218,29.0975,0.0009,6.0072,6.4179,1775515458406432628,0
