task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_client_pre_rpc_ms,avg_non_server_exec_overhead_ms
ecgclass,fifo,158,7.9,1192.468,961.033,3317.571,3427.051,38.195,36.423,0.002,0.741,1153.857,0.0,1154.273
gestureclass,fifo,932,46.6,1578.836,1594.037,3266.242,3420.076,42.199,40.674,0.002,0.256,1536.129,0.0,1536.637
