batch_start_ns,observed_batch_size,send_time_rel_first
1775250166080484150,1,25.944611
1775250180147381670,4,10.007832
1775250180203450630,5,10.058775
1775250180256348277,5,10.096099
1775250180312517845,5,10.145554
1775250180364908051,7,10.208534
1775250180416047033,7,10.253949
1775250180450054558,5,10.308597
1775250180498913281,3,10.348412
1775250180545051319,5,10.377148
1775250180596556131,5,10.4503
1775250180635432938,4,10.488496
1775250180678021863,5,10.538893
1775250180726281726,3,10.587048
1775250180772748932,4,10.616616
1775250180826772503,6,10.661639
1775250180864767347,6,10.716327
1775250180912494487,4,10.770641
1775250180947918678,4,10.809493
1775250180989017779,4,10.855059
1775250181031092981,3,10.883268
1775250181090517529,5,11.036768
1775250181136983454,6,11.03679
1775250181173010015,4,11.03681
1775250181209636706,3,11.074074
1775250181259756434,3,11.101858
1775250181301912053,5,11.142136
1775250181345320825,6,11.201634
1775250181381899192,36,11.258652
1775250181467127545,2,11.343673
1775250181507711064,9,11.346347
1775250181554910120,3,11.40764
1775250181590235953,5,11.437428
1775250181633461060,3,11.499466
1775250181696213703,3,11.525321
1775250181738504423,7,11.572237
1775250181773748020,3,11.629963
1775250181817594968,5,11.660818
1775250181861359470,4,11.730175
1775250181919705318,4,11.759351
1775250181968615555,7,11.801751
1775250182022925500,5,11.86178
1775250182065174496,5,11.91162
1775250182110769339,5,11.960517
1775250182161886530,4,12.006566
1775250182198859189,5,12.051111
1775250182251427280,4,12.103667
1775250182301389844,4,12.148465
1775250182349886047,5,12.192606
1775250182397608086,5,12.246881
1775250182451337282,4,12.298968
1775250182486023253,5,12.333789
1775250182541265384,5,12.381456
1775250182588782026,5,12.434675
1775250182625689001,4,12.489213
1775250182667880792,3,12.53242
1775250182702988208,5,12.552411
1775250182756873377,3,12.615308
1775250182792318510,4,12.637957
1775250182833716666,5,12.693743
1775250182878359720,3,12.742617
1775250182928153151,3,12.764367
1775250182984372593,5,12.795937
1775250183033570084,6,12.87428
1775250183087899811,6,12.925654
1775250183141111514,5,12.976429
1775250183185569543,5,13.032196
1775250183229874240,4,13.081668
1775250183289096750,3,13.132934
1775250183339685697,5,13.160578
1775250183376632874,5,13.233988
1775250183414055671,4,13.281534
1775250183465062903,2,13.326466
1775250183519687613,5,13.346975
1775250183572618303,6,13.399061
1775250183623334300,5,13.465519
1775250183665758841,5,13.510952
1775250183711084432,5,13.561623
1775250183755142838,5,13.608148
1775250183795842536,5,13.659271
1775250183828512829,5,13.706152
1775250183882462874,5,13.751575
1775250183923144760,6,13.778848
1775250183967533464,5,13.824665
1775250184002821734,4,13.867761
1775250184041786109,5,13.90893
1775250184079372279,3,13.951141
1775250184129194932,4,13.972875
1775250184164674778,4,14.026729
1775250184207712789,5,14.070771
1775250184263967665,3,14.1147
1775250184321758497,5,14.135133
